Ligand,Bite Angle (Â°),Cone Angle (Â°),Sterimol B1,Sterimol B5,Sterimol L,% Buried Volume (3.5A),% Buried Volume (5.0A),% Buried Volume (7.0A),SASA (A^2),HOMO Energy (eV),LUMO Energy (eV),Cu-L1 (A),Cu-L2 (A),Cu-N (A),Lowdin Charge (Cu),Lowdin Charge (N),Lowdin Charge (L1),Lowdin Charge (L2),Bonded Valence (Cu),Bonded Valence (N),Bonded Valence (L1),Bonded Valence (L2),Atomic Population (Cu),Atomic Population (N),Atomic Population (L1),Atomic Population (L2),Bond Order (Cu-N),Bond Order (Cu-L1),Bond Order (Cu-L2),Orbital Charge N(s),Orbital Charge N(p),Orbital Charge N(px),Orbital Charge N(py),Orbital Charge Cu(s),Orbital Charge Cu(p),Orbital Charge Cu(pz),Orbital Charge Cu(px),Orbital Charge Cu(py),Orbital Charge Cu(d),Orbital Charge Cu(dxz),Orbital Charge Cu(dyz),Orbital Charge Cu(dxy),Orbital Charge Cu(dz2),Orbital Charge Cu(dx2y2),Orbital Charge L1(px),Orbital Charge L1(d),Orbital Charge L1(dxz),Orbital Charge L1(dyz),Orbital Charge L1(dxy),Orbital Charge L1(dz2),Orbital Charge L2(pz),Orbital Charge L2(px),Orbital Charge L2(d),Orbital Charge L2(dxz),Orbital Charge L2(dyz),Orbital Charge L2(dxy),Orbital Charge L2(dz2),Ea
PAWSEN,78.87,181.41,2.38,6.54,9.88,30.5,23.8,16.1,603.86,-4.475,-2.0936,1.85,2.78,1.81,0.0061,-0.1187,0.1781,0.1901,1.9843,3.0721,3.5354,3.0257,29.2332,7.2419,7.0664,7.258,0.987,0.8425,0,3.0139,3.8603,1.1836,1.2829,6.4769,12.4273,4.181,4.0776,4.1686,10.0893,2.0275,1.9805,2.0299,2.0311,2.0203,1.141,0.2631,0.0485,0.0446,0.0621,0.0427,1.1994,1.2354,0.2233,0.0264,0.0536,0.0558,0.0299,26.6
PAXTIT,77.21,168.91,1.93,5.8,13.45,27.8,16,8.3,579.12,-4.3035,-0.3984,2.02,2.28,1.86,-0.1013,-0.1225,0.1431,-0.0427,1.6689,3.0073,2.1194,3.0069,29.0072,7.3551,8.4315,7.4177,0.9115,0.3972,0.26,3.0159,3.8646,1.1966,1.4166,6.438,12.4433,4.157,4.1662,4.1201,10.2197,2.0045,2.0358,2.0327,2.081,2.0657,1.5673,0.0773,0.0186,0.0196,0.0082,0.0225,1.4849,1.0202,0.1904,0.045,0.0137,0.0711,0.0211,20.2
PAZDAW,76.7,168.75,2.03,10,12.67,27.7,16.9,9.2,728.55,-4.2886,-0.0581,1.99,2.3,1.86,-0.1056,-0.1232,0.1444,-0.0529,1.6826,3.0111,2.1342,2.9847,29.017,7.3491,8.4201,7.4226,0.9167,0.4284,0.2351,3.0156,3.8649,1.3073,1.2515,6.4442,12.4456,4.1169,4.203,4.1257,10.2156,2.0661,2.0465,2.0404,2.021,2.0415,1.4535,0.0785,0.0136,0.0097,0.0252,0.0103,1.1587,1.2117,0.1908,0.0435,0.0119,0.0406,0.0634,21
PAZDID,80.72,176.8,2.03,5.04,7.63,30.6,20.7,11.3,466.74,-4.2831,-1.7242,2.35,1.87,1.82,-0.0816,-0.1168,0.1054,0.1395,2.006,3.0548,2.0956,3.3402,29.2123,7.2875,8.4032,7.075,0.9607,0.1568,0.7416,3.0133,3.8577,1.237,1.3867,6.4602,12.4757,4.1289,4.2093,4.1375,10.1453,2.0093,2.0435,2.0134,2.0508,2.0284,1.4986,0.0673,0.0164,0.0062,0.0171,0.0098,1.203,1.2316,0.2398,0.0557,0.0369,0.0446,0.052,27.9
PCEICO,110.18,212.96,1.8,7.93,8.04,36.6,29.1,21.8,656.35,-4.2681,-1.7651,1.89,2,1.84,-0.0655,-0.0981,0.1911,0.1893,2.1192,3.0695,2.1692,2.0879,28.9835,7.2978,8.3892,8.3621,0.9537,0.53,0.3402,3.0163,3.8373,1.2349,1.3989,6.3628,12.4841,4.1693,4.2016,4.1132,10.2182,1.9917,2.0415,2.0597,2.076,2.0493,1.4631,0.0858,0.0157,0.016,0.0198,0.0117,1.3377,1.5752,0.0823,0.0071,0.0211,0.0217,0.0108,10.4
PDHTEZ,81.93,195.44,2.22,9.48,6.52,34.8,25.6,14.9,583.8,-3.8401,-1.6145,1.98,2,1.87,-0.1756,-0.1092,-0.002,0.2088,2.2453,3.0305,2.9964,3.2169,29.2368,7.3272,7.1792,7.1342,0.9246,0.5938,0.4588,3.0184,3.8491,1.3916,1.1636,6.4084,12.5469,4.1801,4.1921,4.1747,10.22,2.046,2.0182,2.0439,2.0513,2.0606,1.0786,0.2828,0.0718,0.0273,0.0587,0.0431,1.0714,1.3417,0.2505,0.0364,0.0479,0.0663,0.0319,23
PEBBII,100.09,212.72,2.6,8.35,12.13,35.4,26.5,18,792.75,-4.2649,-3.6263,1.84,1.81,1.83,0.1917,0.0666,0.0617,-0.0024,2.8277,3.3059,1.9912,1.9826,28.8407,7.0503,8.5333,8.5122,1.0315,0.6681,0.7645,3.0399,3.6384,1.1321,1.2443,6.3232,12.5439,4.1732,4.2176,4.153,9.9405,2.0645,1.9184,2.0185,1.9876,1.9515,1.3745,0.0797,0.0227,0.0092,0.0149,0.0163,1.5715,1.4553,0.0746,0.0135,0.0107,0.0195,0.0124,16.5
PECWIF,83.58,218.89,1.75,7.64,8.28,35.9,24.1,14,527.19,-3.9517,-1.6761,2.05,1.94,1.86,-0.1672,-0.1189,0.044,0.2209,2.1304,3.0452,1.9795,3.3506,29.1833,7.3117,8.4462,7.093,0.9151,0.361,0.6079,3.0197,3.8568,1.1995,1.4422,6.4111,12.5107,4.1682,4.2019,4.1407,10.2451,2.009,2.0585,2.0529,2.0632,2.0616,1.5243,0.0698,0.0181,0.0103,0.0149,0.0102,1.1869,1.2522,0.2511,0.0518,0.0423,0.0549,0.0472,24.2
PEDERL,72.76,159.06,2.39,6.24,9.64,28,21.3,15.1,567.55,-4.2245,0.4805,2.86,1.87,1.86,-0.0855,-0.144,0.1089,-0.0225,1.7236,3.0079,2.1219,1.9471,29.1625,7.3233,8.3422,8.5496,0.9133,0,0.7103,3.0266,3.8775,1.2503,1.379,6.5395,12.3643,4.1369,4.1489,4.0785,10.1814,1.9676,2.0617,2.0442,2.0629,2.045,1.4977,0.0668,0.0188,0.0037,0.0145,0.0087,1.5699,1.6051,0.0747,0.0067,0.0166,0.0174,0.0104,35.7
PEFGUF,82.75,216.12,2.77,10.62,7.62,35.6,26.5,17.2,726.52,-4.4574,-2.5164,1.98,2.01,1.83,-0.061,-0.0888,0.1777,0.1416,2.2432,3.1545,3.2177,2.1129,29.1093,7.2745,7.05,8.394,0.9951,0.6152,0.3886,3.0177,3.8234,1.2226,1.3956,6.3809,12.5027,4.1479,4.1994,4.1554,10.1771,1.9766,2.0555,2.041,2.0464,2.0576,1.2139,0.3238,0.0571,0.0467,0.0787,0.0606,1.4087,1.4879,0.0756,0.0174,0.0084,0.0186,0.0105,12
PEJYEJ,63,156.54,1.93,6.91,10.09,24.1,14.1,9.6,578.51,-4.1662,-1.2859,2.11,2.07,1.83,-0.104,-0.1288,0.0429,0.0433,1.7718,3.0239,1.973,1.9736,29.0928,7.3467,8.5037,8.5039,0.9175,0.3626,0.4045,3.0155,3.8649,1.3345,1.1276,6.4562,12.4157,4.1562,4.1496,4.1099,10.2318,1.9903,2.0622,2.0574,2.0754,2.0465,1.5006,0.0667,0.0034,0.0161,0.0156,0.0094,1.459,1.4618,0.0675,0.0112,0.0177,0.0149,0.0105,19.5
PEKTAC,85.91,184.53,1.55,5.21,7.92,30,19.8,10.6,464.96,-3.795,-1.1484,2.06,1.95,1.89,-0.1317,-0.1265,0.1044,0.0286,1.7963,2.9753,2.0315,1.9884,29.0305,7.3668,8.4156,8.5189,0.8736,0.2438,0.5322,3.0262,3.8631,1.3023,1.3961,6.4339,12.4272,4.0825,4.1887,4.156,10.2704,2.0102,2.0373,2.061,2.039,2.1228,1.5928,0.0739,0.021,0.0183,0.0046,0.0245,1.4268,1.5767,0.0727,0.019,0.0163,0.0065,0.0241,20.1
PETNIO,83.23,214.67,1.69,8.02,9.72,35,23.6,14.2,591.78,-3.9402,-1.831,1.93,2.04,1.85,-0.1421,-0.1168,0.2201,0.0439,2.1784,3.0633,3.3179,1.9775,29.1802,7.3158,7.0954,8.4439,0.9452,0.596,0.3783,3.0186,3.8552,1.3351,1.1935,6.4049,12.5096,4.1511,4.1859,4.1725,10.2273,2.0029,2.0683,2.0461,2.0411,2.0689,1.2824,0.2508,0.0333,0.05,0.0722,0.0317,1.4507,1.499,0.0702,0.0216,0.0114,0.0104,0.0124,21.8
PETREM,85.49,188.49,2.02,10.96,8.22,31.5,23.9,17.7,789.13,-4.1126,-2.5577,1.94,2.06,1.82,-0.0451,-0.0901,0.1243,0.1531,1.9497,3.11,2.0719,2.0477,28.9524,7.3053,8.4437,8.4341,0.9777,0.4263,0.2998,3.0144,3.8284,1.3077,1.244,6.3951,12.4324,4.1969,4.1334,4.1021,10.2172,2.0385,2.0867,2.0387,2.0405,2.0127,1.5047,0.0794,0.0178,0.011,0.0233,0.0106,1.3892,1.4884,0.075,0.0168,0.01,0.0197,0.0116,13.9
PEWNIQ,82.44,193.13,1.69,7.28,6.05,32.4,23.2,12.2,488.3,-4.2295,-1.646,2.1,1.95,1.83,-0.1436,-0.1113,0.1948,0.0944,2.1482,3.052,3.0818,3.1426,29.2058,7.3177,7.2019,6.9746,0.9671,0.3961,0.5817,3.0122,3.8508,1.189,1.3362,6.4025,12.5531,4.1911,4.2064,4.1556,10.1876,2.0263,2.031,2.0164,2.059,2.0551,1.097,0.2223,0.0701,0.0237,0.0561,0.0315,1.2015,1.1945,0.2991,0.0724,0.0406,0.0613,0.058,23.3
PEWNOW,81.28,180.38,1.66,6.67,6.52,31.1,21.3,11,481.58,-4.2398,-2.4959,1.95,2.14,1.85,-0.1299,-0.1131,0.1022,0.1015,2.1162,3.0494,3.2367,3.0069,29.1706,7.3312,6.9526,7.0273,0.9561,0.6119,0.3221,3.0162,3.8533,1.1672,1.3619,6.4123,12.5302,4.1909,4.1725,4.1667,10.1871,2.0349,2.0086,2.0159,2.0506,2.0771,1.1127,0.3121,0.0762,0.0376,0.0738,0.0481,1.202,1.2289,0.2975,0.0639,0.048,0.0635,0.0573,26.1
PEYQEQ,89.69,201.89,1.7,5.41,8.42,34.6,24,12.9,503.65,-3.7397,-0.8757,2.03,1.96,1.92,-0.1691,-0.1277,0.0281,0.1276,1.9585,2.9553,1.9514,3.2152,29.1217,7.3885,8.539,7.1421,0.8368,0.3574,0.5856,3.0281,3.8645,1.2578,1.4566,6.411,12.4863,4.0975,4.2123,4.1765,10.2715,2.0146,2.0314,2.0564,2.0418,2.1273,1.5872,0.0719,0.0186,0.0167,0.0092,0.0172,1.2159,1.2643,0.2312,0.0479,0.0397,0.0494,0.0533,22.2
PIFZAG01,81.31,178.63,1.55,6.69,6.67,29.9,19.5,12.5,527.39,-4.1176,-1.5417,1.99,2.07,1.84,-0.0657,-0.1209,0.1428,0.1405,1.7861,3.0315,2.1021,2.0637,28.963,7.3586,8.3955,8.4035,0.9475,0.386,0.2564,3.0192,3.8596,1.3043,1.4178,6.4163,12.4011,4.0537,4.1817,4.1657,10.248,2.0201,2.0304,2.0465,2.0221,2.1289,1.4868,0.077,0.0192,0.017,0.0055,0.0302,1.4361,1.5429,0.0759,0.0206,0.0183,0.005,0.0261,14.7
PIGROM01,88.35,202.86,1.66,4.98,7.78,34,24.7,13.1,482.65,-3.7823,-1.6541,2.02,1.97,1.87,-0.1315,-0.1153,0.1427,0.1514,2.0003,2.9994,3.0339,2.1028,29.069,7.3504,7.221,8.3999,0.8899,0.4812,0.4039,3.0182,3.8568,1.3047,1.3955,6.3969,12.4817,4.1181,4.1839,4.1797,10.2526,2.0301,2.0159,2.0566,2.0349,2.1151,1.1134,0.2228,0.0603,0.0268,0.0546,0.0365,1.4362,1.4926,0.0792,0.0234,0.0139,0.009,0.0219,18.3
PILYEQ,85.17,184.04,1.55,6.07,6.33,32.2,25.4,14.9,508.87,-3.8796,-1.0057,1.95,2.06,1.87,-0.0894,-0.1288,0.1092,0.0891,1.8386,2.9847,2.051,2.0099,29.0058,7.3678,8.4395,8.442,0.8891,0.4951,0.2786,3.0268,3.8644,1.2983,1.2544,6.4259,12.4145,4.1864,4.1246,4.1034,10.2487,2.0185,2.086,2.0598,2.0625,2.022,1.5618,0.0762,0.0102,0.0119,0.0226,0.0103,1.4031,1.5277,0.0739,0.0101,0.0138,0.0229,0.0084,19.2
PINSEM,96.15,231.16,2.23,8.63,9.6,42.1,31,20.3,734.9,-4.1603,-2.3079,1.97,2.06,1.88,-0.1514,-0.1022,0.1488,0.1354,1.9694,2.9859,2.1216,3.1772,29.0421,7.3633,8.4048,7.0314,0.852,0.3722,0.5004,3.0145,3.8475,1.27,1.1575,6.3656,12.5038,4.1537,4.2071,4.143,10.2816,2.0577,2.0418,2.0288,2.0794,2.0739,1.5405,0.0786,0.0231,0.0188,0.005,0.0265,1.0484,1.3554,0.3062,0.0743,0.0633,0.0327,0.0978,17.3
PINWEO,83.34,184.82,1.91,8.36,9.45,31.2,21.3,12.1,569.43,-4.5476,-3.0351,1.93,2.04,1.82,-0.0233,-0.0672,0.1066,0.1658,2.2747,3.1953,3.2425,2.1215,29.0739,7.2502,6.9305,8.3726,0.9971,0.6521,0.3315,3.0213,3.7976,1.2256,1.3312,6.3895,12.5002,4.1718,4.1695,4.1589,10.1333,2.0434,1.9765,2.0087,2.0597,2.045,1.1493,0.3071,0.0513,0.0389,0.0902,0.0477,1.4252,1.4952,0.0756,0.0175,0.0187,0.0088,0.0214,15.7
PIRWIZ,87.37,226.67,2.49,6.85,10.44,43.2,32.3,17.2,648.83,-3.8001,-1.0337,2.04,2.01,1.91,-0.1634,-0.1212,0.1144,0.1293,1.9141,2.926,2.0307,3.0915,29.0918,7.3809,8.4227,7.1744,0.7953,0.2717,0.5738,3.0282,3.8603,1.2747,1.2393,6.407,12.437,4.2038,4.1776,4.0556,10.3192,2.0572,2.0845,2.0545,2.0971,2.0258,1.5754,0.075,0.0122,0.018,0.018,0.0133,1.1893,1.3137,0.2277,0.0383,0.0475,0.0619,0.0323,23.1
PIVDOO,84.79,201.76,1.62,7.2,10.62,32.4,22.8,14.4,621.83,-4.2084,-2.5449,1.94,1.98,1.83,-0.1087,-0.0844,0.1777,0.141,2.2961,3.1185,3.2689,2.1074,29.1575,7.2601,7.1366,8.4216,0.9569,0.6533,0.433,3.0169,3.8185,1.3448,1.154,6.398,12.5486,4.1896,4.1743,4.1848,10.1616,2.0359,2.0273,2.0572,1.9954,2.0459,1.1601,0.2403,0.0418,0.0482,0.0504,0.0301,1.3612,1.5292,0.0767,0.0147,0.0164,0.0182,0.0115,21.7
PIZSOJ,95.52,197,2,7.22,8.37,40.6,34.2,22.8,614.47,-4.0785,-1.5053,1.92,2.06,1.86,-0.0961,-0.1211,0.1831,0.1925,1.9435,3.0438,2.0518,2.0745,28.9953,7.336,8.3901,8.3587,0.9713,0.4397,0.266,3.0204,3.8617,1.4486,1.2735,6.3843,12.4216,4.0616,4.1822,4.1777,10.2899,2.036,2.0117,2.0698,2.0523,2.12,1.6392,0.0826,0.0213,0.0193,0.0074,0.0266,1.4714,1.3153,0.0805,0.018,0.0165,0.0137,0.0172,12.3
POCLIE,89.15,188.92,1.66,8.84,12.32,29.8,20.6,13,691.78,-4.0803,-2.4172,2.01,1.96,1.86,-0.1296,-0.1156,0.1516,0.1587,1.8163,3.0367,2.1222,2.103,29.0033,7.349,8.3829,8.4067,0.9481,0.3569,0.3502,3.0172,3.8556,1.2715,1.1562,6.3983,12.4706,4.139,4.1921,4.1395,10.2604,2.0252,2.0291,2.0436,2.0629,2.0996,1.5149,0.0751,0.0194,0.0151,0.0132,0.0155,1.4487,1.5277,0.0794,0.0243,0.0153,0.0102,0.0183,16.4
POCPAG,75.29,198.24,2.79,8.49,7.2,41.5,35.7,24.7,713.88,-4.0673,0.2833,2.46,1.95,1.91,-0.1309,-0.131,0.1045,0.0875,1.8802,3.0005,2.0359,3.089,29.2297,7.3123,8.4174,7.2609,0.8914,0,0.6878,3.0278,3.869,1.443,1.2265,6.4823,12.3891,4.1391,4.1207,4.1293,10.2593,2.0473,1.982,2.0569,2.0735,2.0996,1.5856,0.0697,0.018,0.019,0.0038,0.0246,1.2546,1.199,0.222,0.035,0.0477,0.0508,0.0343,28.2
POFLUS,81.83,219.61,2.83,8.14,8.78,40.2,31.9,21.6,679.25,-4.1696,-2.2177,2.01,2,1.85,-0.11,-0.1055,0.1288,0.107,2.1333,3.0818,2.083,3.0867,29.1189,7.2901,8.4548,7.0854,0.9748,0.391,0.5068,3.0162,3.8458,1.3338,1.1304,6.3896,12.4883,4.1743,4.1843,4.1298,10.2318,2.0011,2.0758,2.0452,2.0536,2.056,1.4796,0.0765,0.0237,0.0109,0.0126,0.0134,1.1055,1.3905,0.2999,0.0492,0.0654,0.0561,0.0542,19.7
POJTIT,89.35,189.29,1.58,8.44,14.17,30.1,20.8,13.9,760.34,-4.0683,-2.8967,2.02,1.95,1.85,-0.0931,-0.1018,0.148,0.1599,1.8756,3.0683,2.1133,2.1044,28.9774,7.3304,8.3932,8.4064,0.9489,0.3549,0.364,3.0174,3.8408,1.3015,1.207,6.3921,12.4536,4.1055,4.1976,4.1505,10.247,2.0375,2.0252,2.0391,2.0282,2.1171,1.5074,0.0745,0.0185,0.0147,0.0141,0.0146,1.4558,1.5294,0.0804,0.0233,0.0149,0.0125,0.0165,14.7
POJTOZ,89.82,189.92,1.58,13.14,14.34,30.1,20.7,13.9,863.49,-3.9983,-2.9866,2,1.96,1.86,-0.0977,-0.1021,0.1419,0.1527,1.8645,3.0604,2.1072,2.0914,28.9809,7.3327,8.403,8.4151,0.9349,0.3752,0.3524,3.018,3.8409,1.3288,1.3479,6.3928,12.4517,4.0966,4.1996,4.1555,10.2529,2.0363,2.0273,2.029,2.0362,2.124,1.4903,0.0748,0.023,0.0108,0.0127,0.0128,1.4305,1.4548,0.0795,0.0238,0.0127,0.011,0.0199,13
POJXIW,82.71,181.08,2.47,7.47,8.06,33.1,26.1,18.1,611.73,-3.8016,-1.4633,1.97,2.05,1.88,-0.1839,-0.128,-0.0769,0.1845,1.8973,3.0082,1.7363,2.1225,29.1359,7.3462,8.7292,8.3384,0.9246,0.5646,0.2877,3.0239,3.8637,1.4449,1.1364,6.4408,12.4553,4.1568,4.1751,4.1234,10.2874,2.0109,2.0302,2.0584,2.0973,2.0906,1.3635,0.0664,0.0153,0.0049,0.0149,0.0099,1.3431,1.5627,0.0776,0.0126,0.0161,0.019,0.0082,23
POLJAD,81.01,227.7,1.91,7.19,9.95,36.4,26.5,15.4,610.96,-4.1127,-2.0044,2.02,2,1.84,-0.1202,-0.1051,0.1327,0.1178,2.1326,3.0825,2.0942,3.1812,29.1541,7.2802,8.443,7.027,0.9735,0.3792,0.5641,3.0161,3.8449,1.3333,1.1618,6.4007,12.4899,4.1611,4.1885,4.1403,10.2293,2,2.067,2.05,2.0497,2.0626,1.4645,0.0767,0.0238,0.0126,0.011,0.0161,1.1208,1.3715,0.3046,0.0418,0.0738,0.0656,0.0481,17.1
POMNIQ,87.54,229.93,1.85,10.1,9.1,39,27.4,17.4,706.53,-3.692,-1.7417,1.99,1.95,1.89,-0.1437,-0.1144,0.0694,0.0659,2.0933,2.957,3.0974,1.9776,29.1022,7.3538,7.0546,8.4988,0.8038,0.5871,0.4178,3.0242,3.8538,1.2946,1.1604,6.4057,12.4711,4.2087,4.1891,4.0734,10.2665,2.0418,2.0709,2.052,2.1043,1.9976,1.3494,0.3084,0.0536,0.056,0.081,0.0559,1.4132,1.5471,0.0763,0.0144,0.0141,0.0176,0.0145,29.3
POMYIA,75.08,210.95,2.67,6.53,8.05,41.1,31,17.8,569.02,-4.1952,-1.4663,1.99,2.3,1.87,-0.1198,-0.112,0.2047,-0.0578,1.8717,3.0307,3.1967,2.9676,29.1221,7.3054,7.236,7.436,0.9532,0.5384,0.2009,3.0155,3.8559,1.3729,1.1132,6.4264,12.4522,4.2086,4.1549,4.0887,10.241,2.0184,2.0798,2.0299,2.0577,2.0551,1.3092,0.2374,0.0285,0.0526,0.0625,0.0329,1.2978,1.0604,0.1918,0.0677,0.0223,0.0289,0.0275,24.6
POPJAH,75.82,168.43,1.55,7.1,7.26,32,21.4,12.7,494.46,-4.13,-0.2737,2.61,1.89,1.88,-0.1556,-0.1356,0.1137,-0.1107,1.7494,2.9804,2.0963,1.9029,29.1332,7.3863,8.364,8.5878,0.8499,0,0.7342,3.0252,3.871,1.2368,1.3772,6.5188,12.3989,4.0933,4.1765,4.1291,10.2376,2.0307,2.0486,2.0337,2.0581,2.0664,1.5065,0.0681,0.0167,0.0052,0.0159,0.009,1.4303,1.6363,0.0694,0.0137,0.019,0.0084,0.0208,26.5
POPJEK,79.45,176.28,1.86,9.45,6.99,29.5,19.6,13.1,608.83,-4.452,-1.6795,2.35,1.86,1.81,-0.0491,-0.1166,0.1367,0.1001,2.049,3.082,2.109,3.3877,29.1734,7.2791,8.3607,6.8655,0.9935,0.153,0.7222,3.0131,3.8577,1.2963,1.1583,6.453,12.4718,4.1646,4.2088,4.0984,10.1238,1.9855,2.0403,2.0255,2.0275,2.045,1.4442,0.0682,0.0231,0.0075,0.0116,0.0102,1.1908,1.2277,0.3312,0.0438,0.0664,0.0901,0.0457,27
POVKAO,80.61,182.27,1.61,5.75,8.31,31.3,20.8,12,515.46,-4.0517,-1.8029,2.09,1.92,1.84,-0.1221,-0.108,0.0929,-0.0751,2.194,3.0621,2.9951,3.1835,29.1719,7.2768,7.0816,7.418,0.9157,0.3259,0.6961,3.0181,3.8471,1.3653,1.2885,6.4386,12.5137,4.1486,4.1854,4.1797,10.1695,2.0434,1.9786,2.0213,2.0702,2.056,1.1114,0.3156,0.0529,0.0533,0.0727,0.0696,1.3529,1.1856,0.1534,0.0365,0.014,0.0481,0.0253,24.2
POVLET,87.91,196.41,1.55,7.42,6.13,35.8,25.5,14,512.45,-4.1028,-2.0442,2.04,1.94,1.86,-0.0582,-0.1151,-0.1105,0.069,2.1566,3.0265,1.6885,3.1133,28.9872,7.3686,8.4892,7.0612,0.9132,0.3252,0.6125,3.0259,3.8521,1.3236,1.3826,6.3975,12.4582,4.0824,4.1875,4.1882,10.2021,2.0087,2.0382,2.0581,2.0356,2.0615,1.6644,0.0982,0.0248,0.0252,0.0076,0.0344,1.2727,1.0688,0.3092,0.0662,0.0489,0.0683,0.0693,16.6
POWXAD,87.05,214.71,2.95,12.32,6.08,40.5,34.7,21.8,768.15,-3.4019,-1.9695,1.85,1.95,1.84,-0.0812,-0.099,-0.0832,0.1613,2.6423,3.0589,1.9143,2.8715,29.1942,7.276,8.6027,7.2792,0.9136,0.8512,0.5173,3.0227,3.8298,1.279,1.329,6.4049,12.5351,4.1438,4.1839,4.2074,10.1407,2.051,1.9823,2.0243,2.071,2.0121,1.5095,0.0713,0.0192,0.0122,0.0124,0.0138,1.2143,1.2699,0.2427,0.0356,0.0532,0.0623,0.037,25.1
POXPEX,60.92,183.2,2.36,6.05,6.17,38.4,32.1,15.5,517.86,-4.3162,0.8071,3.66,1.92,1.88,-0.0762,-0.1213,0.0183,0.0721,1.8632,3.0483,2.0982,3.0815,29.2807,7.2742,8.4289,7.2648,0.9517,0,0.7136,3.022,3.8638,1.266,1.256,6.515,12.3754,4.1372,4.1021,4.1361,10.1855,2.0188,2.0113,2.0316,2.0801,2.0438,1.5723,0.0661,0.0022,0.0166,0.0187,0.0076,1.2044,1.2588,0.2226,0.0315,0.056,0.0466,0.0408,31.3
POXTUS,84.18,182.74,1.55,8.77,9.62,30.4,20.1,13.9,643.64,-3.849,-1.0878,2.07,1.95,1.89,-0.1192,-0.1338,0.1185,0.0432,1.7839,2.9647,2.0597,2.001,29.0385,7.3782,8.4001,8.4934,0.872,0.2434,0.5281,3.0296,3.8682,1.288,1.4636,6.4384,12.4146,4.048,4.2053,4.1613,10.2659,2.0371,2.0306,2.0823,2.0141,2.1018,1.5446,0.0734,0.0212,0.0165,0.0065,0.0216,1.4271,1.509,0.0726,0.019,0.0158,0.007,0.0227,19.5
POXVAA,84.82,184.76,1.55,8.64,10.9,30.4,20.6,13.9,669.7,-3.8249,-0.949,2.03,1.95,1.89,-0.1267,-0.1317,0.1197,0.0429,1.855,2.9768,2.0498,2.0171,29.0601,7.3631,8.3976,8.4946,0.8769,0.2728,0.5549,3.0287,3.8665,1.2944,1.464,6.4374,12.43,4.047,4.2155,4.1675,10.2589,2.0512,2.0305,2.0794,2.0041,2.0937,1.576,0.0765,0.0221,0.0155,0.0083,0.0204,1.4691,1.5225,0.0731,0.0168,0.0136,0.0145,0.0131,20.8
PUBLUU,84.36,195.76,1.73,6.64,10.05,36.7,29.5,20.5,655.72,-3.7969,-1.1757,1.92,2.11,1.89,-0.1351,-0.119,0.0059,0.1176,1.8343,2.9772,1.9439,1.9673,29.0754,7.3522,8.53,8.4432,0.8611,0.5862,0.2274,3.0199,3.8602,1.4087,1.3303,6.4393,12.423,4.0484,4.1924,4.1822,10.2724,2.0321,2.0215,2.0501,2.0211,2.1475,1.6292,0.0724,0.018,0.0175,0.0053,0.0264,1.4418,1.3844,0.0752,0.0227,0.0131,0.0076,0.0226,14.4
PUCPEJ,57.3,180.83,2.47,8.47,11.53,31.4,23.9,14.9,745.03,-4.2398,-1.1019,2.62,1.92,1.85,-0.0702,-0.1227,0.154,0.1111,1.8413,3.0326,2.8868,3.1545,29.2348,7.2804,7.3229,7.1915,0.9251,0,0.6878,3.0165,3.8674,1.2265,1.3273,6.4923,12.4071,4.1669,4.1325,4.1078,10.1704,1.9738,2.0281,2.0689,2.0644,2.0352,1.2845,0.202,0.0278,0.0408,0.0543,0.0288,1.2737,1.2125,0.2248,0.0448,0.0396,0.052,0.0446,27.3
PUDNIO,84.21,244.73,2.02,9.48,8.54,45.9,30.5,18.5,642.42,-3.6707,-1.906,2.04,1.9,1.94,-0.1134,-0.0982,0.1892,0.0907,2.5544,2.8987,3.1629,2.0151,28.9661,7.4265,7.1227,8.4715,0.7582,0.4519,0.4974,3.0405,3.827,1.2947,1.1654,6.3179,12.5443,4.1074,4.2499,4.187,10.2508,2.0827,2.0769,2.0821,2.028,1.981,1.1914,0.253,0.0336,0.058,0.053,0.0475,1.4491,1.5092,0.0808,0.0148,0.0196,0.0151,0.0184,9.6
PUFLAE,82.97,227.25,2.77,11.55,6.25,41,31.8,19.5,714.23,-3.7816,-1.8828,1.93,2.01,1.85,-0.1491,-0.1045,0.2341,0.0302,2.3521,3.0502,3.3594,2.8093,29.2246,7.3014,7.043,7.2457,0.9131,0.6285,0.4991,3.0146,3.8442,1.3474,1.1974,6.3866,12.5465,4.1479,4.2007,4.1979,10.2157,2.0209,2.0513,2.0417,2.0422,2.0595,1.2871,0.2539,0.0397,0.0482,0.0652,0.0371,1.349,1.0579,0.2694,0.0611,0.0312,0.0659,0.0458,23.3
PUGSAM,89.41,189.92,2.32,10.78,10.1,30.2,21.7,15,753.8,-4.1462,-2.849,2,1.95,1.85,-0.1007,-0.1,0.1617,0.17,1.8966,3.0835,2.1327,2.0926,28.9888,7.3196,8.3751,8.4094,0.9652,0.3687,0.3601,3.0161,3.8389,1.3171,1.1662,6.3892,12.4716,4.1378,4.192,4.1419,10.2395,2.0174,2.029,2.0489,2.0528,2.0913,1.5071,0.0757,0.0186,0.0158,0.0146,0.0144,1.4386,1.5223,0.081,0.0235,0.0168,0.01,0.0202,15.2
