Ligand,Bite Angle (°),Cone Angle (°),Sterimol B1,Sterimol B5,Sterimol L,% Buried Volume (3.5A),% Buried Volume (5.0A),% Buried Volume (7.0A),SASA (A^2),HOMO Energy (eV),LUMO Energy (eV),Cu-L1 (A),Cu-L2 (A),Cu-N (A),Lowdin Charge (Cu),Lowdin Charge (N),Lowdin Charge (L1),Lowdin Charge (L2),Bonded Valence (Cu),Bonded Valence (N),Bonded Valence (L1),Bonded Valence (L2),Atomic Population (Cu),Atomic Population (N),Atomic Population (L1),Atomic Population (L2),Bond Order (Cu-N),Bond Order (Cu-L1),Bond Order (Cu-L2),Orbital Charge N(s),Orbital Charge N(pz),Orbital Charge N(px),Orbital Charge N(py),Orbital Charge Cu(s),Orbital Charge Cu(p),Orbital Charge Cu(pz),Orbital Charge Cu(px),Orbital Charge Cu(py),Orbital Charge Cu(d),Orbital Charge Cu(dxz),Orbital Charge Cu(dyz),Orbital Charge Cu(dxy),Orbital Charge Cu(dz2),Orbital Charge Cu(dx2y2),Orbital Charge L1(pz),Orbital Charge L1(px),Orbital Charge L1(dxz),Orbital Charge L1(dyz),Orbital Charge L1(dxy),Orbital Charge L1(dz2),Orbital Charge L1(dx2y2),Orbital Charge L2(pz),Orbital Charge L2(px),Orbital Charge L2(py),Orbital Charge L2(d),Orbital Charge L2(dxz),Orbital Charge L2(dyz),Orbital Charge L2(dxy),Orbital Charge L2(dz2),Orbital Charge L2(dx2y2),Ea
VIPPIU,93.22,204.57,2.73,11.9,5.84,43.2,36.7,26,802.85,-2.4837,-0.908,1.94,2.07,1.91,0.3756,-0.4661,-0.8317,-0.5367,1.9647,2.7411,1.854,1.9017,28.8822,7.3708,8.5881,8.4508,0.7669,0.5721,0.3263,3.2211,1.5495,1.4417,1.1803,6.394,12.4434,4.1833,4.1865,4.0735,9.7871,1.8983,1.9708,1.9687,1.9939,1.9554,1.6799,1.5861,0.1123,0.0939,0.0899,0.0713,0.1081,1.4625,1.559,1.6052,0.4001,0.0764,0.084,0.0889,0.0642,0.0865,23.4
VIRDEH,86.58,191.17,2.5,9.77,8.47,31.2,21.9,17.9,761.39,-3.0802,-2.3603,1.89,1.95,1.83,0.4717,-0.3858,-0.6685,-0.6498,2.2544,2.8733,1.925,1.9342,28.7342,7.3224,8.4124,8.4348,0.789,0.57,0.4997,3.2069,1.2335,1.5218,1.3488,6.3646,12.4691,4.0724,4.2098,4.1869,9.6946,1.9786,1.9082,1.9566,1.961,1.8901,1.4421,1.648,0.0829,0.0842,0.0709,0.1294,0.0586,1.4882,1.4612,1.7606,0.4081,0.0967,0.0697,0.0657,0.102,0.074,15.3
VIRDOP,81.77,221.87,2.71,7.56,6.17,43.8,34.5,17.9,554.29,-3.062,-2.0955,2,1.97,1.83,0.2547,-0.3864,-0.1462,0.1238,2.2874,2.9065,3.0753,3.0678,28.8116,7.2915,7.2409,7.0015,0.8204,0.4946,0.595,3.2029,1.3808,1.4775,1.2493,6.4142,12.5846,4.1559,4.2223,4.2064,9.7465,1.9563,1.9405,1.9717,1.9315,1.9465,1.3831,1.1804,0.0198,0.0076,0.0245,0.0097,0.0223,1.1972,1.2835,1.1058,0.1332,0.0145,0.0285,0.0446,0.0161,0.0296,22.1
VISJOY,81.79,216.56,2.61,9.55,9.22,39.5,28.7,18.4,696.93,-3.2904,-2.5874,2.02,2,1.84,0.3687,-0.4035,-0.0968,-0.6376,2.1056,2.8706,3.0204,2.0805,28.7625,7.335,7.2007,8.5355,0.8366,0.5058,0.4305,3.204,1.2476,1.3358,1.5413,6.3777,12.4989,4.1603,4.1999,4.1386,9.7547,1.9087,1.9558,1.9751,1.9947,1.9205,1.2259,1.333,0.0133,0.0257,0.0188,0.031,0.0236,1.5443,1.5523,1.6131,0.4091,0.1058,0.0693,0.077,0.0795,0.0775,13.2
VIVTAV,75.35,168.63,1.76,8.65,11.27,27.7,17.7,10.5,609.68,-2.9672,-2.6544,2.3,1.96,1.85,0.3052,-0.4478,-0.2792,-0.5984,1.6658,2.809,2.733,2.1507,28.7287,7.3728,7.6527,8.5005,0.8224,0.1773,0.4685,3.1981,1.2239,1.3445,1.6067,6.4523,12.4361,4.1127,4.1882,4.1352,9.8064,1.9341,1.9693,1.938,1.9866,1.9783,1.4047,1.0778,0.0278,0.0079,0.0115,0.008,0.024,1.4762,1.6794,1.5393,0.3967,0.1072,0.0721,0.0571,0.0989,0.0614,15.9
VIXMUL,66.04,222.44,2.04,7.98,7.78,39.7,32.6,23.7,725.6,-2.7728,-1.9067,1.95,2.1,1.84,0.2447,-0.4321,-0.2016,-0.1935,2.0634,2.8308,3.0981,3.008,28.8606,7.3277,7.2206,7.3035,0.7651,0.5442,0.2998,3.1944,1.2578,1.557,1.3489,6.4499,12.5066,4.1249,4.201,4.1807,9.7989,1.9566,1.9121,1.9664,1.9903,1.9735,1.4322,1.2642,0.013,0.0169,0.0183,0.0111,0.0217,1.4416,1.2744,1.2088,0.0841,0.0094,0.0214,0.0191,0.0126,0.0216,27.9
VIXNEY,82.95,202.82,1.71,5.61,9.86,35.5,25.3,14.8,539.42,-3.3723,-2.6819,2,2,1.84,0.1889,-0.4051,-0.1338,-0.1343,2.12,2.8699,3.1555,3.1713,28.7942,7.3473,7.1374,7.1285,0.8262,0.4751,0.4776,3.2034,1.4832,1.4343,1.2076,6.426,12.6048,4.2028,4.2065,4.1955,9.7803,1.9328,1.9739,1.9702,1.9216,1.9818,1.3127,1.2132,0.0196,0.0141,0.0202,0.016,0.0222,1.2993,1.3748,1.2087,0.0924,0.0102,0.0235,0.0259,0.0142,0.0186,20
VIYJIW,83.1,195.31,1.67,7.84,9.31,34.1,27.2,20.7,700.52,-2.6322,-1.854,1.98,1.98,1.85,0.4333,-0.4162,-0.6487,-0.7358,2.0318,2.8055,2.007,1.9454,28.7777,7.3483,8.5768,8.5274,0.7501,0.4995,0.4896,3.1969,1.3596,1.4179,1.3672,6.3725,12.4454,4.2035,4.1311,4.1107,9.7488,1.9352,1.9597,1.9693,1.9348,1.9498,1.5357,1.5596,0.0917,0.0557,0.1296,0.066,0.0976,1.5401,1.5576,1.6688,0.4489,0.0912,0.0793,0.1099,0.0706,0.0978,17.4
VIYQOL,88.49,193.58,3.57,10.31,8.77,38,31.2,20.8,754.5,-2.796,-2.7325,1.95,1.88,1.84,0.5079,-0.3588,-0.7128,-0.7709,2.4881,2.8919,1.6956,1.9948,28.779,7.3133,8.664,8.543,0.7993,0.5829,0.6679,3.2153,1.2716,1.4833,1.3115,6.334,12.5061,4.127,4.2108,4.1683,9.652,1.9712,1.8911,1.9658,1.9679,1.856,1.6767,1.59,0.0726,0.0941,0.1039,0.0581,0.115,1.6597,1.4556,1.6664,0.451,0.0965,0.0808,0.1033,0.0701,0.1004,13.5
VOBMEG,82.08,181.18,1.55,7.45,7.12,31.4,23.2,15.3,555.22,-2.7061,-1.7809,1.96,2.04,1.86,0.4254,-0.4337,-0.6261,-0.699,1.969,2.8018,2.0849,1.8886,28.7912,7.3684,8.4524,8.6286,0.783,0.5049,0.4151,3.2018,1.3668,1.4135,1.3774,6.3831,12.4277,4.1831,4.1415,4.1031,9.7638,1.9189,1.9703,1.9775,1.9571,1.94,1.5072,1.5958,0.0702,0.0518,0.1094,0.0582,0.1105,1.5576,1.5487,1.6269,0.4467,0.07,0.0769,0.1306,0.0694,0.0998,17.2
VOFHOQ,82.26,211.54,1.79,7.58,6.22,36.6,27.9,15.9,531.11,-3.7511,-3.1293,2.1,1.92,1.81,0.2744,-0.3619,-0.4269,-0.1617,2.1878,2.9466,3.1038,3.3253,28.6997,7.3246,7.3086,7.1089,0.8204,0.3341,0.6235,3.2036,1.3905,1.435,1.2558,6.4232,12.5637,4.1768,4.2064,4.1805,9.7387,1.965,1.9201,1.9828,1.91,1.9608,1.3469,1.4257,0.0131,0.0175,0.0292,0.0141,0.0158,1.3757,1.2133,1.3247,0.095,0.0238,0.0128,0.021,0.0118,0.0255,21.3
VOFTOZ,85.81,210.69,1.55,7.47,7.61,39.7,34.8,22.1,638.54,-3.4711,-2.6854,1.9,2.03,1.84,0.5062,-0.3962,-0.5761,-0.5694,2.2219,2.8884,2.0418,2.0616,28.7666,7.339,8.441,8.3891,0.8869,0.5186,0.4057,3.2094,1.322,1.4971,1.2931,6.336,12.4319,4.1256,4.1572,4.1491,9.7259,1.9242,1.9257,1.9392,1.9727,1.9641,1.4473,1.6278,0.1019,0.0925,0.0461,0.1127,0.0551,1.4763,1.7318,1.4237,0.4271,0.1221,0.0862,0.0405,0.1235,0.0548,-3.6
VOHCAY,82.34,182.24,1.66,5.53,6.3,31.2,20.9,9.8,447.7,-3.1719,-2.134,1.95,2.12,1.83,0.1453,-0.434,-0.1058,-0.1246,2.0565,2.8262,3.1288,2.971,28.856,7.3732,6.9329,7.0113,0.8391,0.5607,0.3617,3.202,1.477,1.4701,1.2089,6.4455,12.5946,4.223,4.1833,4.1883,9.8146,1.923,1.9755,1.9711,1.9532,1.9919,1.3608,1.3004,0.0129,0.0412,0.0302,0.0173,0.0225,1.2837,1.2465,1.2616,0.116,0.0189,0.021,0.0196,0.0267,0.0297,23
VOHDAZ,88.2,209.75,2.55,8.13,8.35,40.4,36.5,26.6,690.37,-3.0233,-2.4367,2.13,1.91,1.85,0.4646,-0.422,-0.5966,-0.6116,1.9943,2.8472,1.9882,2.1125,28.7441,7.3239,8.502,8.4667,0.8432,0.2731,0.4817,3.2058,1.2927,1.423,1.4264,6.3537,12.42,4.126,4.1763,4.1177,9.7617,1.9491,1.9573,1.9646,1.9603,1.9304,1.4997,1.5555,0.0792,0.0702,0.0787,0.0619,0.0808,1.5026,1.5821,1.5626,0.4774,0.1167,0.0849,0.079,0.131,0.0658,12.2
VOHJOU,81.06,234.37,2.89,9.46,8.55,39.6,31.8,21.5,692.43,-3.506,-2.9271,2,2.03,1.85,0.3502,-0.3807,-0.7062,-0.0522,2.0904,2.8895,2.1084,3.1613,28.7663,7.3365,8.6148,7.0183,0.8184,0.417,0.5265,3.2098,1.2707,1.2929,1.5326,6.3811,12.503,4.1551,4.1994,4.1485,9.7657,1.8985,1.9636,1.9672,1.977,1.9594,1.5371,1.5051,0.0962,0.0761,0.1131,0.0707,0.1013,1.2704,1.3858,1.1182,0.1157,0.0118,0.0309,0.0257,0.0167,0.0306,11.3
VOHZUP,91,197.19,1.55,8.84,8.45,32.8,25.5,18.6,673.54,-3.3132,-2.8555,1.9,1.9,1.84,0.5181,-0.3359,-0.6918,-0.6483,2.3507,2.9257,2.0256,1.9755,28.6884,7.2826,8.5402,8.4704,0.7945,0.5558,0.5843,3.2136,1.3044,1.3618,1.3807,6.3283,12.485,4.1892,4.1402,4.1557,9.6686,1.9641,1.8832,1.9433,1.9585,1.9195,1.5663,1.5295,0.076,0.0695,0.091,0.0678,0.0911,1.5694,1.5253,1.6019,0.4346,0.1014,0.0526,0.1216,0.0553,0.1037,21.5
VOJRIY,62.88,156.8,4.75,6.59,14.19,24.1,15.7,14.8,873.23,-2.9023,-2.8908,2.03,2.13,1.84,0.4116,-0.4115,-0.566,-0.5414,1.8849,2.847,1.9444,1.9015,28.854,7.3642,8.5354,8.524,0.8078,0.4937,0.347,3.2124,1.4284,1.4113,1.2836,6.4425,12.3816,4.1311,4.1549,4.0956,9.7644,1.9536,1.9532,1.9217,1.9693,1.9665,1.4753,1.6622,0.0793,0.0689,0.0493,0.0806,0.0458,1.6509,1.476,1.5549,0.3262,0.0759,0.0519,0.0639,0.0762,0.0583,24.6
VOKBON,99.93,206.88,1.68,8.64,7.71,32.9,25.5,18.1,600.92,-2.7524,-2.5415,2.01,1.95,1.87,0.4322,-0.399,-0.5966,-0.6817,2.0315,2.8242,2.0288,2.0559,28.741,7.3312,8.4971,8.5595,0.7356,0.4111,0.5576,3.2064,1.307,1.3535,1.4575,6.3562,12.4618,4.1544,4.1501,4.1573,9.7498,1.9739,1.9169,1.9719,1.9828,1.9042,1.5116,1.5994,0.0831,0.064,0.0961,0.0571,0.0989,1.5559,1.5677,1.6572,0.3815,0.076,0.0686,0.0834,0.0659,0.0877,15.5
VOMROF,67.97,162.31,1.73,5.34,7.9,25.6,17.5,9.4,462.85,-3.1095,-0.2711,3.12,1.91,1.84,0.1612,-0.4604,-0.4446,-0.5144,1.6581,2.8005,2.9502,2.5735,28.8257,7.3548,7.6334,7.7927,0.7938,0,0.6693,3.1927,1.247,1.446,1.5013,6.5922,12.4597,4.0921,4.2153,4.1524,9.787,1.9227,1.9733,1.9294,1.9828,1.9787,1.4001,1.2676,0.0184,0.0125,0.0072,0.0067,0.0124,1.2007,1.5018,1.4566,0.08,0.0155,0.0297,0.0086,0.0138,0.0125,4.2
VOQNOF,81.13,230.94,1.79,9.6,9.5,37.4,27.1,17.8,731.15,-3.1139,-2.5552,2,2.05,1.87,0.3145,-0.4166,-0.6558,-0.0727,2.0511,2.8368,2.0611,3.0381,28.8519,7.3494,8.5426,6.9995,0.8121,0.445,0.5022,3.2113,1.4694,1.4075,1.2542,6.3987,12.4994,4.1479,4.1951,4.1563,9.7874,1.9206,1.9744,1.9792,1.9653,1.948,1.5012,1.551,0.0875,0.0893,0.0766,0.0932,0.073,1.2583,1.4092,1.1328,0.1146,0.0157,0.0315,0.0252,0.0169,0.0253,17
VORCUB,81.5,183.2,1.74,4.88,6.22,32.7,23.3,10.8,452.66,-2.9399,-1.7356,2.02,2.04,1.85,0.1395,-0.4479,-0.169,-0.1695,1.9731,2.7993,3.2064,3.1731,28.8705,7.3784,7.1164,7.1119,0.8131,0.462,0.4305,3.2,1.4609,1.4981,1.2128,6.4498,12.5823,4.2037,4.1828,4.1957,9.8284,1.9276,1.9698,1.9734,1.9638,1.9938,1.3448,1.3592,0.0111,0.0273,0.0237,0.0132,0.0179,1.3316,1.233,1.3307,0.093,0.0194,0.0143,0.0169,0.0211,0.0213,20.9
VORGOA,88.58,233.1,1.84,9.21,9.28,39.1,27.4,16.9,647.52,-2.9213,-2.417,1.93,1.99,1.88,0.3757,-0.3968,-0.7028,-0.1023,2.2564,2.8698,1.9732,3.0028,28.8269,7.321,8.5054,7.025,0.7733,0.535,0.5152,3.2183,1.4459,1.383,1.2765,6.3881,12.4959,4.2149,4.2001,4.0809,9.7402,1.9359,1.9457,1.9798,1.9583,1.9205,1.492,1.6352,0.0769,0.084,0.0832,0.088,0.0888,1.237,1.4015,1.1836,0.1209,0.0219,0.0216,0.0355,0.0203,0.0217,26.9
VORJOB,82.99,188.07,1.96,6.34,10.76,32.3,22.1,12.7,575.84,-3.4049,-2.6858,1.89,2.28,1.82,0.2791,-0.3957,-0.186,-0.4898,2.0134,2.8815,3.1323,2.0709,28.8317,7.3205,7.1543,8.4505,0.841,0.6911,0.2153,3.1987,1.5069,1.4234,1.1911,6.4666,12.5155,4.1896,4.212,4.114,9.7388,1.8958,1.9802,1.9729,1.9253,1.9645,1.3529,1.3873,0.0078,0.0214,0.026,0.0122,0.0199,1.4712,1.4787,1.6943,0.3158,0.0735,0.0528,0.064,0.0533,0.0722,29
VORLAQ,78.48,178.54,1.56,5.88,8.63,28,18.8,11.9,518.58,-2.8656,-2.4877,1.98,2.02,1.85,0.2384,-0.4315,-0.6157,-0.3831,1.9257,2.7955,2.1248,2.7217,28.8008,7.3628,8.5136,7.659,0.7728,0.4404,0.5022,3.1959,1.4285,1.52,1.2117,6.4367,12.533,4.1849,4.1808,4.1673,9.7919,1.9357,1.9577,1.9722,1.9615,1.9648,1.4809,1.6114,0.0767,0.0681,0.1076,0.0773,0.0865,1.4654,1.2039,1.374,0.0813,0.0238,0.0051,0.0132,0.0128,0.0263,18.8
VOSDUC,81,228.18,1.92,7.19,8.58,36.4,26.5,15.4,566.74,-3.177,-2.565,2.01,2.01,1.84,0.3483,-0.3904,-0.6385,-0.058,2.0829,2.8797,2.0877,3.2044,28.7946,7.3085,8.5323,7.0314,0.83,0.4201,0.525,3.2035,1.2654,1.2925,1.5535,6.3927,12.5,4.1459,4.2037,4.1505,9.7589,1.906,1.9649,1.966,1.9767,1.9453,1.5193,1.5281,0.0869,0.0687,0.0994,0.0652,0.092,1.2718,1.3741,1.1379,0.1157,0.0124,0.0299,0.0236,0.0198,0.03,36.6
VOVXEL,80.21,176.96,2.32,6.56,7.98,29.6,20.4,14.5,560.49,-3.0993,-1.9591,2.32,1.87,1.83,0.2297,-0.4373,-0.5284,-0.0856,1.9098,2.8182,2.0151,3.2678,28.8616,7.3503,8.4688,6.9733,0.8353,0.1778,0.645,3.1968,1.5232,1.3463,1.2968,6.497,12.5085,4.1946,4.1402,4.1737,9.7649,1.9508,1.9178,1.965,1.9488,1.9825,1.4743,1.596,0.0648,0.0827,0.0666,0.0617,0.0701,1.345,1.2373,1.2246,0.1246,0.0217,0.0238,0.0266,0.0174,0.0351,27.8
VOXLAV,84.32,185.62,1.55,7.14,7.64,31.6,22.3,13.9,527.64,-2.6535,-1.2362,2.05,1.95,1.89,0.3749,-0.4609,-0.545,-0.6989,1.8729,2.7609,1.9409,2.0395,28.8591,7.3841,8.4664,8.524,0.7985,0.33,0.5342,3.2155,1.512,1.4495,1.2101,6.4172,12.428,4.1889,4.1475,4.0916,9.7799,1.8958,1.9849,1.9777,1.9715,1.9499,1.5074,1.5366,0.0639,0.0727,0.0997,0.0569,0.097,1.5553,1.6024,1.6244,0.4055,0.0857,0.0599,0.0947,0.0707,0.0944,24.9
VUFMOY,96.75,199.32,3.54,6.65,10.66,36.4,27.8,19.5,654.74,-2.8371,-2.3206,1.89,2.01,1.88,0.4059,-0.4247,-0.6931,-0.5265,2.1427,2.8312,1.9667,2.0091,28.807,7.3631,8.5022,8.4447,0.7897,0.5987,0.3786,3.2213,1.4516,1.3911,1.2862,6.3636,12.4847,4.1127,4.1943,4.1777,9.7457,1.9284,1.9679,1.8739,1.9819,1.9936,1.4765,1.6694,0.099,0.0824,0.054,0.0933,0.0719,1.485,1.6788,1.4637,0.3927,0.0632,0.0871,0.0881,0.0803,0.074,19.2
VUHKIV,78.92,240.31,1.87,7.71,8.52,40.5,31.1,19.4,622.78,-3.1958,-2.6911,2.01,2.06,1.88,0.4431,-0.3624,-0.6442,-0.0312,2.1642,2.8793,2.046,3.1876,28.8368,7.2952,8.5145,7.0003,0.818,0.4634,0.4841,3.2218,1.2742,1.3048,1.4878,6.3558,12.4505,4.1516,4.1911,4.1077,9.7506,1.8972,1.9453,1.989,1.991,1.928,1.5032,1.562,0.0794,0.0706,0.1058,0.0692,0.0963,1.2494,1.3887,1.1321,0.1145,0.0121,0.0291,0.0225,0.0192,0.0316,10.1
VUHMAM,79.33,210.41,1.83,5.27,6.2,34.1,22.4,9.4,435.19,-3.0519,-1.7395,2.13,2.01,1.85,0.2624,-0.445,-0.6027,-0.0579,1.922,2.8048,2.0514,3.2053,28.847,7.362,8.4896,7.0762,0.8296,0.3347,0.5389,3.2006,1.4478,1.4964,1.2257,6.4409,12.4981,4.1902,4.1648,4.1431,9.7987,1.908,1.974,1.9658,1.9637,1.9872,1.4784,1.5242,0.0769,0.0905,0.0569,0.0835,0.061,1.3037,1.3696,1.1031,0.1188,0.0117,0.0357,0.0289,0.0142,0.0284,19.3
VUHMOA,81.72,233.11,1.78,8.02,8.42,37.6,27.1,16.4,590.18,-3.2898,-2.6692,1.99,2.04,1.86,0.3398,-0.3961,-0.636,-0.0623,2.1011,2.87,2.0797,3.1505,28.8018,7.348,8.529,7.0251,0.8187,0.4434,0.5128,3.2104,1.2497,1.3148,1.5467,6.3852,12.5031,4.1566,4.2065,4.14,9.7718,1.9078,1.9601,1.969,1.9885,1.9463,1.5233,1.5367,0.0862,0.0694,0.0997,0.0652,0.0931,1.2549,1.3925,1.1355,0.1154,0.0132,0.0285,0.0225,0.0195,0.0317,20.7
VUJLES,85.22,210.58,3.44,7.7,7.26,46.8,36,20.6,609.81,-2.7741,-2.1142,2.01,2,1.88,0.3167,-0.4247,-0.1822,-0.1907,2.1828,2.8518,2.8609,3.0609,28.7904,7.3319,7.1949,7.1769,0.791,0.4265,0.4779,3.2133,1.2061,1.3729,1.5589,6.4132,12.51,4.0917,4.221,4.1973,9.7601,1.9375,1.9506,1.9776,1.9757,1.9187,1.2538,1.3417,0.0137,0.0225,0.0143,0.0235,0.0112,1.2442,1.3333,1.3619,0.0859,0.0214,0.0164,0.0133,0.0256,0.0093,21.3
VUKCOW,64.5,161.01,2.54,4.88,8.33,27.1,18.2,11.3,500.35,-3.3032,-3.1137,2.06,2.02,1.81,0.4754,-0.3684,-0.4976,-0.5038,2.1595,2.9201,1.9799,1.9868,28.8661,7.3428,8.4739,8.4899,0.8497,0.4992,0.5525,3.2031,1.2939,1.3877,1.4065,6.4,12.4022,4.1195,4.1609,4.1218,9.7224,1.9156,1.9375,1.9725,1.9768,1.9201,1.5642,1.47,0.0725,0.0528,0.0734,0.04,0.0767,1.5296,1.6407,1.4878,0.3176,0.0581,0.0745,0.0697,0.0442,0.071,25.6
VUNTON,83.56,222.42,1.87,7.68,9.07,37.2,25.9,16.2,580.63,-3.0269,-2.2256,1.95,1.99,1.99,0.1967,-0.4001,-0.1154,-0.4001,2.1818,3.054,3.3312,3.054,28.7984,7.5497,7.2018,7.5497,0.4754,0.57,0.4754,3.2533,1.4015,1.2057,1.4756,6.4229,12.605,4.2141,4.2286,4.1623,9.7754,1.9009,1.943,1.9759,1.9835,1.972,1.293,1.366,0.0143,0.0186,0.0219,0.0191,0.0215,1.4015,1.2057,1.4756,0.0639,0.0129,0.0068,0.0239,0.0097,0.0105,26
VURNAY,71.44,160.08,1.95,5.35,8.55,27,18.8,11.5,504.97,-3.218,-1.5824,3.09,1.84,1.81,0.2467,-0.4618,-0.5734,-0.1511,1.8165,2.8268,2.0956,3.4963,28.8305,7.3605,8.4797,7.134,0.8738,0,0.7001,3.1921,1.4867,1.4379,1.2716,6.5477,12.446,4.1895,4.129,4.1275,9.7596,1.9457,1.9117,1.9565,1.9658,1.9798,1.5596,1.6003,0.0504,0.0784,0.0611,0.0497,0.064,1.3474,1.2839,1.2748,0.0987,0.016,0.0211,0.0173,0.0172,0.0271,29.1
VUWREK,69.34,174.32,1.85,8.39,8.77,26.2,20.7,15.1,594.79,-3.1931,-1.3927,1.85,3.26,1.82,0.2387,-0.465,-0.1543,-0.5572,1.8019,2.827,3.3968,2.1043,28.8504,7.3582,7.1093,8.4501,0.8682,0.7186,0,3.1939,1.5385,1.3793,1.2803,6.5589,12.4375,4.1842,4.1885,4.0648,9.7648,1.8848,1.9761,1.9686,1.9749,1.9605,1.3419,1.3402,0.0146,0.0218,0.0204,0.015,0.027,1.5562,1.4885,1.6906,0.2676,0.0695,0.0317,0.0636,0.0452,0.0577,32.2
VUXRAH,86.55,191.14,1.63,5.38,8.64,30.5,19.9,11,497.94,-3.1525,-2.8037,1.93,1.91,1.84,0.4753,-0.3471,-0.609,-0.8234,2.3577,2.9079,2.0827,1.8628,28.7259,7.297,8.4278,8.5906,0.7731,0.5616,0.5986,3.2124,1.2419,1.4197,1.3972,6.3535,12.4999,4.1286,4.202,4.1693,9.6714,1.9694,1.8931,1.9263,1.9636,1.919,1.4955,1.4802,0.091,0.0798,0.0617,0.1019,0.0705,1.6715,1.4707,1.7154,0.4047,0.0882,0.0624,0.0984,0.0741,0.0816,22.9
VUXRAI,82.58,184.1,1.62,4.76,7.6,31.5,20.5,10.4,455.96,-3.3565,-2.7377,1.93,2.05,1.82,0.3087,-0.3848,-0.3422,-0.57,2.0976,2.903,3.0906,1.9947,28.714,7.3478,7.2547,8.4767,0.8309,0.5559,0.3648,3.2048,1.3508,1.444,1.309,6.4043,12.5431,4.1957,4.1617,4.1857,9.7439,1.8866,1.9632,1.9783,1.9792,1.9366,1.3371,1.4067,0.0111,0.0227,0.0282,0.0132,0.0145,1.4943,1.5307,1.6703,0.3551,0.072,0.079,0.0627,0.0719,0.0695,13.8
VUZQUD,86.11,199.46,1.71,5.36,6.73,35.1,21.1,10.6,445.4,-3.0348,-2.2457,1.97,1.91,1.86,0.4101,-0.4019,0.0674,-0.704,2.3378,2.8659,3.083,1.8775,28.7867,7.3529,7.0556,8.3381,0.8192,0.5897,0.5277,3.2182,1.3561,1.3785,1.3758,6.3941,12.4936,4.2076,4.1526,4.1334,9.7022,1.8846,1.96,1.9702,1.9782,1.9092,1.3202,1.2662,0.011,0.0216,0.0416,0.0139,0.0203,1.5729,1.5875,1.4885,0.4633,0.0578,0.0939,0.1166,0.058,0.1371,27
WAHWEL,84,280.89,2.42,6.22,8.83,51.2,33.8,17,557.81,-4.1602,-3.5584,1.84,1.92,1.9,0.3651,-0.2459,-0.1435,-0.1391,3.2529,2.8793,3.1243,3.2163,28.992,7.1053,6.9507,7.1239,0.8213,0.7185,0.5975,3.2594,1.2501,1.1656,1.4942,6.33,12.7078,4.1999,4.2659,4.242,9.5971,1.8622,1.9407,1.9827,1.9976,1.8141,1.3423,1.1343,0.028,0.0127,0.0353,0.0154,0.0255,1.3394,1.3155,1.2262,0.1103,0.0185,0.0213,0.027,0.0222,0.0213,35.1
WAJQAC,69.4,157.01,1.67,4.81,9.74,26,18.5,10.5,500.84,-3.3225,-2.2472,1.82,3.16,1.81,0.2452,-0.4538,-0.1348,-0.1345,1.8645,2.8527,3.3125,2.9516,28.8004,7.3596,7.0224,6.993,0.879,0.7143,0,3.1954,1.4864,1.4312,1.2677,6.5544,12.4514,4.1728,4.1456,4.133,9.749,1.9469,1.924,1.9392,1.9634,1.9755,1.3256,1.3029,0.018,0.0216,0.0216,0.0226,0.0365,1.3327,1.3128,1.1227,0.1197,0.0124,0.0344,0.0338,0.0145,0.0247,27.3
WALNOP,90.11,234.36,1.83,9.29,7.93,39,27.5,16.8,621.57,-2.8476,-2.339,2,1.93,1.86,0.3716,-0.3835,-0.0945,-0.7163,2.2287,2.8718,3.159,2.0014,28.7747,7.3219,7.0978,8.5313,0.7691,0.5028,0.5375,3.2085,1.3518,1.3867,1.3623,6.3801,12.5032,4.1918,4.1978,4.1137,9.7451,1.9448,1.9381,1.9804,1.9695,1.9123,1.2521,1.4128,0.0168,0.0221,0.0405,0.0167,0.0255,1.5395,1.6197,1.6256,0.413,0.0684,0.0852,0.0895,0.0733,0.0967,22
WANJEA,89.02,188.98,3.27,5.2,9.13,34.2,25.3,16.2,569.47,-2.482,-0.0379,2.09,2,1.91,0.3552,-0.4662,-0.6186,-0.5499,1.7091,2.7577,1.8161,2.0635,28.7941,7.3972,8.4883,8.4649,0.7691,0.3164,0.4016,3.2161,1.3729,1.4989,1.3042,6.3984,12.4231,4.1692,4.152,4.1019,9.8233,1.9682,1.9141,1.9874,1.967,1.9865,1.6305,1.4455,0.0938,0.0507,0.0923,0.0735,0.0817,1.6238,1.5678,1.504,0.3605,0.0716,0.0754,0.0797,0.081,0.0528,22.9
WANREK,96.39,208.66,2.62,9.71,7.17,35.5,27.2,18.5,699.9,-3.5299,-3.1111,1.93,2.07,1.85,0.3703,-0.36,-0.1327,-0.5379,2.1379,2.9403,3.34,2.0389,28.7504,7.3082,7.1514,8.485,0.833,0.605,0.3284,3.2088,1.4138,1.4296,1.2327,6.3736,12.5166,4.1682,4.2036,4.1447,9.7395,1.9328,1.9717,1.9674,1.9432,1.9244,1.2543,1.4231,0.0139,0.0185,0.0294,0.0121,0.0212,1.4817,1.6506,1.5189,0.3892,0.071,0.0809,0.0877,0.0655,0.084,13.9
