Ligand,Bite Angle (°),Change in Bite Angle (°),Cone Angle (°),Sterimol B1,Sterimol B5,Sterimol L,% Buried Volume (3.5A),% Buried Volume (5.0A),% Buried Volume (7.0A),SASA (A^2),HOMO Energy (eV),LUMO Energy (eV),Cu-L1 (A),Cu-L2 (A),ΔCu-L1 (A),ΔCu-L2 (A),Cu-I (A),Cu-C (A),Cu-N (A),Amide C-N (A),Amide C-O (A),Cu-I-C (°),I-C-Cu (°),Cc-N-Cu (°),Ca-N-Cu (°),Cc-N-Ca (°),C-Cu-I (°),Amide O-C-N (°),Lowdin Charge (Cu),Lowdin Charge (C),Lowdin Charge (N),Lowdin Charge (I),Lowdin Charge (L1),Lowdin Charge (L2),Lowdin Charge (Amide C),Lowdin Charge (Amide O),Bonded Valence (Cu),Bonded Valence (C),Bonded Valence (N),Bonded Valence (I),Bonded Valence (L1),Bonded Valence (L2),Bonded Valence (Amide C),Bonded Valence (Amide O),Atomic Population (Cu),Atomic Population (C),Atomic Population (N),Atomic Population (I),Atomic Population (L1),Atomic Population (L2),Atomic Population (Amide C),Atomic Population (Amide O),Bond Order (Cu-I),Bond Order (Cu-N),Bond Order (C-I),Bond Order (Cu-L1),Bond Order (Cu-L2),Bond Order (Cu-O),Bond Order (Amide C-O),Bond Order (Amide C-N),Orbital Charge C(s),Orbital Charge C(pz),Orbital Charge C(px),Orbital Charge C(py),Orbital Charge N(s),Orbital Charge N(pz),Orbital Charge N(px),Orbital Charge N(py),Orbital Charge I(pz),Orbital Charge I(px),Orbital Charge I(py),Orbital Charge I(d),Orbital Charge I(dxz),Orbital Charge I(dyz),Orbital Charge I(dxy),Orbital Charge I(dz2),Orbital Charge I(dx2y2),Orbital Charge Cu(s),Orbital Charge Cu(p),Orbital Charge Cu(pz),Orbital Charge Cu(px),Orbital Charge Cu(py),Orbital Charge Cu(d),Orbital Charge Cu(dxz),Orbital Charge Cu(dyz),Orbital Charge Cu(dxy),Orbital Charge Cu(dz2),Orbital Charge Cu(dx2y2),Orbital Charge L1(pz),Orbital Charge L1(px),Orbital Charge L1(d),Orbital Charge L1(dxz),Orbital Charge L1(dxy),Orbital Charge L1(dz2),Orbital Charge L2(pz),Orbital Charge L2(px),Orbital Charge L2(py),Orbital Charge L2(d),Orbital Charge L2(dxz),Orbital Charge L2(dyz),Orbital Charge L2(dxy),Orbital Charge L2(dz2),Orbital Charge Amide C(s),Orbital Charge Amide C(p),Orbital Charge Amide C(pz),Orbital Charge Amide C(px),Orbital Charge Amide C(py),Orbital Charge Amide O(pz),Orbital Charge Amide O(px),Orbital Charge Amide O(py),Magnitude of the Imaginary Frequency (cm-1),Ea
BOGSOG,71.55,7.48,183.24,2.69,8.34,7.7,28,21.5,13.8,637.6,-5.6363,-1.9563,2.49,2.08,-0.41,-0.03,2.53,1.98,2,1.3,1.26,47.21,69.9,91.83,156.76,111.35,62.89,121.27,-0.4061,-0.2326,0.1033,0.4498,0.1294,0.1865,-0.4969,0.0225,2.8601,3.6148,2.8491,1.2728,2.901,2.1288,4.1028,1.9323,29.0751,5.4642,7.19,25.1953,7.1061,8.3403,5.7579,8.5075,0.7138,0.5265,0.4315,0.1269,0.387,0.2934,1.6026,1.39,2.7654,0.916,0.9299,1.0555,2.9923,1.2746,1.2388,1.1532,3.4067,3.6433,3.748,10.1297,2.0447,2.0245,2.0179,2.0312,2.0114,6.3029,12.5814,4.2377,4.1857,4.158,10.5214,2.041,2.17,2.1317,2.1653,2.0134,1.1408,1.1428,0.284,0.0381,0.0867,0.0262,1.4007,1.4443,1.5528,0.0747,0.0173,0.0117,0.0189,0.0099,2.7255,2.692,0.972,0.7655,0.9545,1.5191,1.4767,1.5353,-127.44,30.7
CIVKAW,56.57,-9.97,140.24,1.87,5.8,7.47,22.5,14.9,9,538.04,-5.469,-1.6794,2.52,2.09,0.56,-0.21,2.53,1.96,2.02,1.3,1.26,47.24,71.6,90.92,157.69,111.32,61.16,121.05,-0.3609,-0.2631,0.1037,0.4799,0.0607,0.056,-0.4946,0.0168,2.7319,3.655,2.8662,1.3119,2.009,1.9087,4.0084,1.9329,29.0229,5.5109,7.2326,25.1698,8.4436,8.4925,5.7067,8.5222,0.6766,0.5237,0.4785,0.1126,0.3539,0.3273,1.5552,1.3772,2.7619,0.9143,0.928,1.0754,2.9946,1.2607,1.2286,1.1749,3.4866,3.5099,3.7723,10.142,2.0409,2.021,2.0195,2.0397,2.021,6.2949,12.5537,4.2338,4.1857,4.1342,10.5119,1.9724,2.1569,2.0978,2.206,2.0789,1.425,1.5078,0.0661,0.0086,0.0237,0.0083,1.4801,1.5603,1.4639,0.0705,0.0042,0.0168,0.0189,0.008,2.7259,2.6911,0.9428,0.7891,0.9591,1.4987,1.478,1.5601,-103.05,30.7
COSRIM,77.26,10.03,180.26,1.7,9.84,8.25,32.7,24.7,16.1,678.87,-5.3102,-1.5693,2.05,2.12,-0.01,-0.18,2.53,1.94,2.1,1.3,1.26,46.84,72.15,92.76,154.62,110.88,61.01,121.67,-0.4304,-0.2668,0.1122,0.4743,0.1664,0.0803,-0.5093,0.0081,2.8278,3.516,2.6851,1.2869,2.0761,1.9808,4.1532,1.9123,29.0284,5.4172,7.3048,25.1827,8.3578,8.472,5.7741,8.518,0.7127,0.3892,0.4079,0.344,0.3411,0.2194,1.6164,1.3745,2.7571,1.0071,0.951,0.9616,2.9996,1.2781,1.2314,1.1454,3.5844,3.7511,3.4469,10.1376,2.0221,2.04,2.0255,2.0167,2.0334,6.2864,12.5715,4.1862,4.2076,4.1776,10.5721,2.1534,2.2079,2.0853,2.09,2.0355,1.4613,1.4016,0.074,0.0189,0.0207,0.0095,1.4606,1.4231,1.6098,0.0704,0.0178,0.0046,0.0198,0.0084,2.7278,2.7039,0.9376,0.8197,0.9467,1.5431,1.4815,1.5156,-88.73,30.7
FAGLIM04,56.38,-9.9,149.26,2.16,15.69,8.04,22.4,16.8,11.8,815.08,-5.4866,-1.7114,2.53,2.09,0.55,-0.21,2.52,1.95,2.01,1.3,1.26,47.11,71.21,91.16,157.37,111.37,61.67,121.04,-0.3579,-0.2629,0.1052,0.4877,0.0634,0.0559,-0.4949,0.0165,2.7634,3.6428,2.8741,1.3184,2.0227,1.8984,4.0011,1.9317,29.0379,5.4912,7.2236,25.1686,8.4452,8.5038,5.704,8.5222,0.6928,0.54,0.451,0.1103,0.3593,0.3254,1.5567,1.3713,2.7618,0.9714,0.914,1.0318,2.9936,1.3024,1.2156,1.1453,3.6342,3.4681,3.6596,10.1438,2.0283,2.0247,2.0293,2.0289,2.0325,6.2953,12.5568,4.193,4.1912,4.1726,10.5055,2.0011,2.2398,2.0404,2.1425,2.0817,1.4998,1.4898,0.0661,0.0141,0.019,0.0086,1.4746,1.5735,1.4573,0.0707,0.0095,0.0229,0.0132,0.0116,2.7259,2.691,0.9787,0.7954,0.9169,1.5677,1.473,1.4962,-107.54,30.7
FAQSEV,76.92,2.63,166.85,1.68,6.71,8.08,26.9,19.9,12.2,581.28,-5.6491,-1.9047,2.4,2.04,-0.44,0.2,2.52,1.94,2.04,1.3,1.26,46.5,69.92,92.51,156.12,111.31,63.58,121.29,-0.419,-0.2408,0.104,0.4505,0.146,0.2053,-0.502,0.0148,2.8453,3.5857,2.7618,1.2812,2.92,2.1689,4.1527,1.9296,29.0636,5.4522,7.2356,25.1857,7.1115,8.3041,5.7788,8.5056,0.7735,0.4414,0.3535,0.1506,0.3925,0.2733,1.6226,1.3917,2.7615,0.9187,0.9569,1.0309,2.9964,1.2748,1.232,1.1582,3.3479,3.7659,3.6893,10.1271,2.0415,2.0327,2.0172,2.0271,2.0085,6.3,12.5829,4.2292,4.1924,4.1613,10.5357,2.1501,2.1828,2.0966,2.0963,2.0099,1.113,1.3227,0.2776,0.0305,0.0682,0.0253,1.3762,1.4669,1.541,0.0748,0.0099,0.0079,0.0275,0.0086,2.7272,2.6964,0.9813,0.7606,0.9545,1.5223,1.4734,1.5404,-122.43,30.7
NAMMAS,84.01,11.57,190.25,2.03,9.74,15.32,31.2,21.8,12.6,823.31,-4.9562,-1.9728,2.26,1.97,-0.26,-0.07,2.62,2.21,1.98,1.32,1.24,53.69,72.89,115.36,132.05,111.49,53.42,125.52,-0.4111,-0.2939,0.0834,0.5585,0.0685,0.1256,-0.5182,-0.045,2.5069,3.6082,2.9253,1.3306,2.9593,2.046,4.1856,1.9858,29.066,5.5423,7.2774,25.1034,7.0283,8.424,5.7602,8.5416,0.4695,0.6699,0.7225,0.2517,0.4747,0,1.807,1.3341,2.7704,0.9442,0.9504,1.0529,2.9901,1.2873,1.2455,1.1549,3.3447,3.6904,3.6579,10.1544,2.0496,2.036,2.0215,2.0352,2.0121,6.3086,12.5705,4.2412,4.1882,4.1411,10.5318,2.1316,2.0928,2.1209,2.1363,2.0501,1.247,1.2058,0.3048,0.0399,0.0759,0.0507,1.4232,1.4007,1.6345,0.0754,0.0222,0.0101,0.0152,0.0138,2.7369,2.7121,0.9762,0.7876,0.9483,1.6022,1.4593,1.5126,-118.34,30.7
OTROSC,57.11,-10.21,141.43,2.34,5.34,12,22.2,14.4,9,638.74,-5.4986,-1.7239,2.09,2.49,-0.2,0.58,2.54,1.96,2.01,1.3,1.26,46.96,71.54,91.58,157.01,111.37,61.51,121.12,-0.358,-0.2597,0.1044,0.4619,0.0567,0.0727,-0.496,0.0148,2.7654,3.6693,2.8672,1.2934,1.9086,2.0204,4.0159,1.9331,29.0482,5.52,7.2331,25.1785,8.5072,8.4522,5.7101,8.5213,0.6893,0.5383,0.4651,0.364,0.1339,0.3159,1.5678,1.3716,2.762,0.9119,0.9295,1.0743,2.9939,1.2666,1.2246,1.1731,3.4142,3.6028,3.7688,10.1372,2.0489,2.0224,2.0167,2.0332,2.016,6.2953,12.5532,4.2334,4.1852,4.1347,10.509,2.0197,2.181,2.0814,2.1761,2.0509,1.4857,1.5613,0.071,0.0045,0.0179,0.0081,1.4384,1.4828,1.5534,0.0665,0.0095,0.0059,0.0239,0.0083,2.7263,2.6921,0.9658,0.7723,0.9539,1.5055,1.477,1.5553,-104.45,30.7
WAQTOZ,79.33,4.31,191.41,3.58,9.7,8.87,37.6,35.3,27.3,719.91,-4.7367,-0.9725,2.01,2.37,-0.07,-0.2,2.66,2.17,2.07,1.3,1.26,52.22,75.28,92.31,156.09,111.19,52.5,121.88,-0.3954,-0.3075,0.1053,0.5294,-0.0472,0.2058,-0.5144,0.0182,2.3651,3.8289,2.7301,1.2802,1.7055,2.1011,3.8887,1.905,28.9722,5.6137,7.3837,25.1327,8.7041,8.3182,5.6512,8.5318,0.4148,0.4252,0.7127,0.5355,0.1175,0.2777,1.5184,1.3168,2.765,0.9962,0.9792,0.9838,2.9988,1.2929,1.2348,1.1328,3.6773,3.7044,3.3339,10.1649,2.0251,2.0362,2.0491,2.0268,2.0277,6.291,12.5106,4.1658,4.1832,4.1616,10.5935,2.11,2.1986,2.1362,2.0979,2.0507,1.5853,1.4856,0.0664,0.0115,0.0161,0.0105,1.3073,1.4769,1.571,0.0729,0.0135,0.002,0.0249,0.0081,2.728,2.7074,0.9506,0.8031,0.9537,1.5366,1.4901,1.5069,-72.42,30.7
XOSBAK,70.48,7.59,199.51,2.09,10.85,11.22,27.3,23.8,21.7,902.38,-5.6886,-1.9646,2.08,2.47,0.07,-0.49,2.52,1.96,2.01,1.3,1.26,46.83,69.55,90.81,157.8,111.39,63.62,121.04,-0.4066,-0.2284,0.1059,0.4526,0.1586,0.1798,-0.4953,0.0298,2.8844,3.5912,2.8113,1.2758,2.0877,2.8907,4.1286,1.9258,29.0579,5.4529,7.1725,25.2047,8.3669,7.1745,5.7787,8.5045,0.7044,0.5117,0.4399,0.3781,0.1011,0.3136,1.5827,1.4048,2.7636,0.9012,0.9107,1.0857,2.994,1.287,1.2326,1.1431,3.3779,3.6044,3.8123,10.1316,2.0497,2.0219,2.0107,2.0328,2.0165,6.2997,12.5824,4.2367,4.1869,4.1588,10.5241,2.0332,2.1885,2.1294,2.1702,2.0028,1.4383,1.4423,0.0733,0.0195,0.0161,0.0127,1.1937,1.121,1.1517,0.2733,0.0412,0.0547,0.073,0.0298,2.7249,2.6912,0.9691,0.7722,0.9499,1.5262,1.4793,1.5206,-123.83,30.7
ZIYVOU,84.66,-3.58,213.81,2.72,8.69,8.94,36.1,26.7,18.7,710.69,-5.6568,-1.902,2.02,2.01,0.11,-0.03,2.54,1.97,2.09,1.28,1.3,47.17,70.71,117.87,131.59,110.41,62.12,128.6,-0.4012,-0.2485,0.1658,0.4715,0.0616,0.275,-0.3777,0.2639,3.0132,3.4557,3.0545,1.2881,1.9586,3.2547,4.229,2.1314,29.2476,5.4004,7.1546,25.1879,8.5087,6.9765,5.8173,8.2784,0.7457,0.4514,0.3871,0.4859,0.5077,0,1.3014,1.6368,2.763,0.8937,0.9884,1.032,2.9918,1.2785,1.1683,1.158,3.2535,3.7843,3.7359,10.1355,2.0358,2.0416,2.0086,2.036,2.0134,6.2969,12.6394,4.2419,4.2096,4.188,10.4644,2.1603,2.0987,2.0146,2.1081,2.0826,1.5385,1.4236,0.0725,0.0153,0.0243,0.0093,1.0659,1.286,1.1656,0.2491,0.0273,0.0445,0.0799,0.0211,2.7182,2.6705,0.9636,0.9182,0.7887,1.3183,1.5075,1.5317,-99.78,30.7
AYUQAN,84.95,7.99,181.85,2.73,6.89,5.92,40.5,30.6,14.3,547.23,-4.3253,-0.7773,2,2.11,0.03,-0.13,2.56,2.34,2.03,1.32,1.24,58.48,68.86,117.33,129.95,110.86,52.65,126.21,-0.4862,-0.2845,0.1001,0.6067,0.075,0.1084,-0.5216,-0.0612,2.539,3.5359,2.876,1.3692,1.9765,2.7099,4.3188,1.9839,29.0818,5.5405,7.2847,25.1102,8.406,7.4144,5.8294,8.5464,0.5125,0.571,0.6757,0.4318,0.3723,0,1.8366,1.386,2.7707,0.9572,0.9313,1.0504,2.9957,1.2695,1.2387,1.1613,3.4355,3.6353,3.5863,10.176,2.0477,2.0395,2.034,2.0374,2.0173,6.3058,12.5835,4.2335,4.1829,4.167,10.5966,2.1577,2.1247,2.1108,2.1107,2.0928,1.4671,1.4695,0.0708,0.0198,0.0149,0.0112,1.1053,1.3272,1.2549,0.2116,0.0685,0.0413,0.0164,0.0671,2.7392,2.7172,0.9695,0.7777,0.97,1.5959,1.4562,1.5335,-144.22,30.8
CEJTEQ,80.41,6.54,195.27,3.21,9.95,6.13,38.5,30.9,17.2,650.74,-4.4002,-0.7468,2.04,2.23,-0.04,-0.15,2.62,2.29,2.16,1.3,1.26,56.25,72.24,86.66,161.97,110.52,51.5,122.38,-0.4699,-0.3043,0.1027,0.6034,0.1313,0.1349,-0.5044,0.0376,2.2827,3.5913,2.6711,1.3441,2.8568,2.0172,4.031,1.9085,29.0311,5.5202,7.3403,25.1117,7.2623,8.4242,5.734,8.5243,0.4772,0.326,0.7084,0.4848,0.1728,0.3083,1.5308,1.3896,2.7661,1.0481,0.9396,0.9722,3.0091,1.3304,1.2077,1.1195,3.7246,3.6581,3.2809,10.1662,2.0213,2.034,2.0543,2.0219,2.0348,6.2803,12.5125,4.1575,4.1812,4.1738,10.6768,2.1318,2.181,2.1308,2.1536,2.0796,1.3063,1.2516,0.2185,0.0203,0.0629,0.028,1.476,1.4349,1.5205,0.0735,0.0133,0.0127,0.0215,0.0103,2.7272,2.7008,0.9935,0.7676,0.9397,1.5863,1.4777,1.4573,-111.12,30.8
DETZOS,73.94,10.39,175.23,2.62,7.17,9.83,31.9,26.6,17.2,725.43,-5.7654,-2.1877,2.06,2.39,0.03,-0.4,2.54,1.96,1.98,1.3,1.26,46.09,68.65,92.16,156.3,111.54,65.25,121.48,-0.404,-0.211,0.115,0.4064,0.1975,0.1442,-0.4961,0.0254,3.0586,3.5965,2.8549,1.2475,2.109,2.8573,4.1232,1.9408,29.1089,5.4447,7.1615,25.2186,8.318,7.2328,5.7808,8.4887,0.7422,0.5594,0.3483,0.3501,0.1912,0.2969,1.6095,1.377,2.766,0.9011,0.9415,1.0447,2.9862,1.2376,1.2415,1.18,3.3702,3.7218,3.7436,10.124,2.0436,2.0253,2.0179,2.0291,2.0082,6.3014,12.5921,4.2481,4.1917,4.1524,10.51,2.0899,2.1435,2.1216,2.1236,2.0315,1.4358,1.4119,0.0737,0.0248,0.01,0.0172,1.2857,1.092,1.2287,0.2268,0.0399,0.0571,0.039,0.0542,2.7237,2.6913,0.9663,0.7644,0.9606,1.4908,1.4756,1.5628,-145.27,30.8
FAQSOF01,76.32,2.97,167.24,1.81,6.64,10.67,27.1,20.1,13.3,643.26,-5.6789,-1.9446,2.03,2.4,0.17,-0.44,2.51,1.94,2.04,1.3,1.26,46.35,69.66,92.32,156.35,111.26,63.99,121.26,-0.4192,-0.2376,0.1049,0.4464,0.2081,0.151,-0.5018,0.0159,2.8598,3.5766,2.7447,1.2808,2.1676,2.9252,4.152,1.9314,29.0708,5.4471,7.2379,25.1857,8.3022,7.1008,5.7792,8.5038,0.7904,0.4344,0.3361,0.3943,0.1498,0.2757,1.6211,1.3861,2.7615,0.9164,0.9565,1.0315,2.9964,1.2721,1.2313,1.1608,3.3379,3.7729,3.6969,10.1254,2.0406,2.0328,2.0159,2.0275,2.0086,6.3009,12.5847,4.229,4.1951,4.1606,10.5332,2.1591,2.1809,2.0928,2.0873,2.0132,1.3759,1.4634,0.075,0.0104,0.0273,0.0086,1.1139,1.3182,1.0626,0.2768,0.031,0.062,0.0681,0.0245,2.7271,2.6962,0.9788,0.7623,0.955,1.5186,1.4732,1.5435,-124.75,30.8
LOSMUC,88.93,1.26,184.09,2.45,9.88,8.19,38,33.3,25.3,767.15,-4.9968,-1.5024,2.01,2.19,-0.13,0.17,2.61,1.98,2,1.32,1.24,47.13,74.35,119.75,128.93,111.13,58.53,126.13,-0.4026,-0.269,0.0818,0.4362,-0.0574,0.2222,-0.5213,-0.0375,2.892,3.4304,2.8766,1.2232,1.7638,2.1145,4.2408,2.0242,29.1074,5.3914,7.2812,25.1902,8.6176,8.2747,5.793,8.5136,0.5768,0.6472,0.5275,0.5669,0.202,0,1.8758,1.283,2.7618,0.9055,0.9554,1.0572,2.9922,1.2631,1.2528,1.1728,3.2993,3.774,3.7284,10.1423,2.0472,2.0318,2.0188,2.0354,2.009,6.3141,12.5952,4.2526,4.1915,4.1512,10.4929,2.1491,2.1417,2.0931,2.0932,2.0158,1.6312,1.4317,0.066,0.0143,0.0189,0.009,1.4174,1.4453,1.4968,0.0726,0.0168,0.0015,0.0212,0.0089,2.7388,2.7136,0.9674,0.7829,0.9633,1.5889,1.4393,1.5351,-105.17,30.8
NHQUSA,83.01,0.36,184.33,1.32,7.04,7.11,33.8,23.7,14.5,584.71,-4.9241,-1.9639,2.03,2.02,0.01,-0.07,2.56,2.23,2.01,1.32,1.24,55.36,70.9,115.29,126.73,111.07,53.74,124.86,-0.456,-0.2918,0.0847,0.6194,0.2396,0.128,-0.5186,-0.0294,2.5838,3.4584,2.8735,1.3702,3.1172,2.0915,4.3955,2.004,29.1594,5.4507,7.2779,25.0894,7.0682,8.3868,5.8515,8.5153,0.5348,0.5833,0.6726,0.4294,0.3667,0,1.8821,1.3833,2.7636,0.9785,0.9279,1.0388,2.9968,1.2709,1.2751,1.1371,3.3848,3.7032,3.5614,10.1631,2.0406,2.0409,2.0282,2.0329,2.0205,6.2939,12.5863,4.2457,4.177,4.1635,10.5754,2.1595,2.1262,2.1097,2.1058,2.0743,1.1064,1.2664,0.2529,0.0214,0.0785,0.0242,1.4171,1.4057,1.6213,0.0754,0.0198,0.0064,0.0205,0.009,2.7387,2.7101,0.9076,0.8484,0.954,1.5522,1.5243,1.4831,-125.75,30.8
VOFDOL,67.49,-0.58,191.91,2.3,8.85,5.18,37.3,30,17.4,647.75,-4.1879,-1.556,2.01,1.97,-0.06,0.03,2.6,2.21,2.03,1.32,1.24,54.41,72.66,118.64,126.5,111.37,52.93,125.49,-0.4463,-0.307,0.0915,0.5833,0.1246,0.144,-0.5191,-0.0389,2.779,3.5906,2.8413,1.3611,2.756,2.8144,4.0021,2.0005,29.2677,5.5495,7.3781,25.0952,7.2152,7.1286,5.6779,8.5487,0.4783,0.6313,0.7139,0.4721,0.4726,0,1.7659,1.2464,2.7629,0.9344,0.9372,1.0818,2.9941,1.2629,1.2394,1.1768,3.245,3.6745,3.7587,10.1695,2.0605,2.0332,2.0189,2.0454,2.0114,6.2925,12.6044,4.2452,4.1871,4.1721,10.549,2.1581,2.1189,2.0895,2.1465,2.036,1.2785,1.2599,0.2232,0.0217,0.0699,0.0222,1.2875,1.2296,1.126,0.2297,0.0227,0.0495,0.0573,0.0357,2.7375,2.713,0.9612,0.7903,0.9615,1.5726,1.4493,1.5464,-135.93,30.8
BOLNAR,60.02,-11.39,148.07,2.67,5.7,9.44,26,17.8,11.2,602.91,-4.8547,-1.3234,2.33,2.07,-0.49,0.91,2.66,2.14,2.06,1.3,1.26,51.31,76.35,90.97,157.67,111.17,52.34,121.4,-0.3782,-0.3219,0.0985,0.5464,0.0889,0.0964,-0.506,0.0049,2.323,3.9309,2.7882,1.3196,2.0071,1.9915,4.0536,1.9211,29.0198,5.7144,7.2878,25.091,8.4594,8.4684,5.7308,8.5286,0.3937,0.4591,0.8098,0.1821,0.428,0.3027,1.5678,1.3847,2.7619,0.96,0.9768,1.0291,3.0022,1.2594,1.2189,1.1847,3.5893,3.6049,3.5094,10.1626,2.0319,2.0347,2.0419,2.0374,2.0167,6.2769,12.502,4.1918,4.1691,4.1411,10.5991,2.0599,2.1689,2.0897,2.165,2.1156,1.4119,1.4705,0.0668,0.0105,0.0235,0.0083,1.4511,1.5632,1.4562,0.0705,0.0025,0.014,0.0188,0.0089,2.7281,2.7015,0.9458,0.7874,0.9683,1.4915,1.4831,1.5711,-79.06,30.9
CIDJUV01,84.53,11.97,204.6,1.65,12.34,6.64,34.7,26.2,16.7,742.93,-4.6425,-1.3207,2,2.12,-0.05,-0.15,2.67,2.17,2.01,1.32,1.24,52.05,75.93,119.18,128.13,111.32,52.02,126.1,-0.4111,-0.3147,0.0898,0.5492,0.059,0.1075,-0.5192,-0.0466,2.5231,3.6577,2.9203,1.288,1.9724,3.0286,4.2044,1.9989,29.0783,5.5692,7.3162,25.109,8.491,7.008,5.7758,8.5435,0.3954,0.6017,0.7457,0.443,0.3528,0,1.8202,1.3532,2.7628,0.9413,0.932,1.0883,2.9921,1.3032,1.2535,1.1246,3.1901,3.6857,3.8283,10.158,2.0662,2.0257,2.0109,2.0448,2.0103,6.3,12.5561,4.2309,4.1769,4.1483,10.5547,2.1361,2.1381,2.1028,2.1306,2.0471,1.4802,1.4017,0.0719,0.0199,0.0182,0.0107,1.1361,1.2079,1.221,0.3063,0.0513,0.0439,0.0918,0.0488,2.7388,2.7133,0.9732,0.7731,0.9669,1.6374,1.4497,1.4861,-78.24,30.9
DAZGIU,78.29,-16.4,196.94,2.34,8.3,6.73,39.5,34.1,20.8,632.65,-4.6055,-0.9388,2.24,1.99,1.23,-0.03,2.64,2.29,1.98,1.31,1.24,55.69,72.11,121.29,126.49,111.29,52.19,126.42,-0.4063,-0.2932,0.0928,0.5651,0.1808,0.106,-0.5203,-0.0376,2.462,3.628,2.951,1.3406,2.0597,2.8714,4.0838,1.9864,29.1424,5.5478,7.31,25.1181,8.3568,7.3031,5.7315,8.5418,0.4646,0.6751,0.7084,0.1939,0.5823,0,1.7804,1.2842,2.7712,0.931,0.9878,1.0283,2.9886,1.2829,1.2069,1.1895,3.3424,3.7298,3.616,10.1639,2.0483,2.0444,2.0186,2.0382,2.0143,6.323,12.5543,4.2368,4.1743,4.1432,10.5286,2.1398,2.0983,2.0708,2.1507,2.069,1.3843,1.4431,0.0721,0.021,0.0181,0.0087,1.2426,1.2715,1.1676,0.2201,0.0309,0.0416,0.0669,0.0267,2.7372,2.7136,0.9617,0.8425,0.9095,1.6038,1.4517,1.5096,-137.25,30.9
FUGTUW,93.01,1.38,190.58,3.24,7.82,9.57,34.7,27.6,21,746.16,-5.0885,-1.4056,2.06,1.98,-0.14,0.06,2.56,1.97,2.01,1.32,1.24,47.47,72.95,118.3,130.07,111.62,59.58,125.3,-0.4213,-0.2735,0.0953,0.4759,-0.0296,0.2118,-0.5193,-0.0431,2.9507,3.5792,2.8465,1.2578,1.7766,2.0959,4.1735,2.0015,29.176,5.4555,7.2866,25.1871,8.6322,8.3126,5.7579,8.5419,0.632,0.6277,0.4891,0.4652,0.4152,0,1.828,1.2985,2.7566,0.907,0.947,1.0679,2.9925,1.2802,1.2507,1.148,3.2492,3.7663,3.7583,10.1437,2.0389,2.0304,2.0147,2.0466,2.0131,6.2953,12.6064,4.2503,4.2036,4.1525,10.5192,2.1473,2.1415,2.0967,2.0794,2.0544,1.6026,1.4042,0.0678,0.0187,0.016,0.0088,1.5405,1.3898,1.4462,0.0795,0.0158,0.0074,0.0272,0.0107,2.7373,2.713,0.9627,0.7929,0.9574,1.6011,1.4518,1.52,-91.18,30.9
