Ligand,Bite_Angle,D_Bite_Angle,Cone_Angle,Sterimol_B1,HOMO_Energy,LUMO_Energy,Lowdin_Charge_Cu,Lowdin_Charge_C,Bonded_Valence_I,Bonded_Valence_L1,Atomic_Population_C,Atomic_Population_L2,Bond_Order_Cu_L2,Orbital_Charge_C_pz,Orbital_Charge_I_d,Orbital_Charge_Cu_s,Orbital_Charge_Cu_p,Orbital_Charge_Cu_d,Orbital_Charge_L1_pz,Orbital_Charge_L1_px,Orbital_Charge_L1_py,Orbital_Charge_L1_d,Orbital_Charge_L2_px,Orbital_Charge_L2_dz2,Ea
NASTUX,61.06,2.53,181.74,2.12,-2.8185,-1.4967,0.3962,-0.2186,1.384,1.8987,6.0287,8.4741,0.443,1.0318,10.1955,6.2654,12.4954,9.8431,1.563,1.4753,1.6768,0.3421,1.6874,0.0535,24.1
MAQXEJ,75.79,3.21,189.73,1.71,-4.2556,-2.3996,0.3325,-0.1881,1.3404,3.0023,5.8943,8.4463,0.4433,0.9937,10.1496,6.3135,12.5942,9.7598,1.2218,1.2676,1.2754,0.1143,1.4905,0.0502,17.9
VECKEU,79.91,18.71,171.34,1.84,-4.2159,-2.6937,0.4048,-0.139,1.3025,1.9539,5.8277,8.3649,0.4433,1.0058,10.1291,6.2762,12.5945,9.7245,1.481,1.4698,1.7179,0.4047,1.4366,0.0593,25.4
ZIYVOU,84.66,-2.9,213.81,2.72,-4.6301,-2.6958,0.2696,-0.1713,1.3612,1.8422,5.8988,6.9678,0.4433,0.9955,10.1438,6.2965,12.676,9.7578,1.6204,1.4444,1.6393,0.4335,1.3862,0.0087,30.9
HEGMAI,77.5,7.07,183.75,2.84,-3.1383,-1.5043,0.375,-0.217,1.3478,2.9527,6.0411,8.4296,0.4434,1.0709,10.1836,6.2801,12.5186,9.8263,1.2158,1.4322,1.2498,0.0777,1.5942,0.0776,48.8
COHFIQ,61.45,1.1,151.93,2.66,-3.5298,-2.0361,0.3478,-0.2078,1.4042,1.8161,6.009,8.5169,0.4435,1.0272,10.179,6.3132,12.5227,9.8164,1.539,1.5223,1.6503,0.3433,1.6801,0.0433,16
WINPEO,61.71,1.1,152.85,3.04,-3.525,-1.6156,0.3554,-0.2097,1.3901,1.9002,6.0054,8.5197,0.4436,1.0444,10.1793,6.3096,12.5201,9.8149,1.5558,1.5115,1.644,0.353,1.6742,0.0463,16
XUKFUF,96.83,17.1,188.31,1.44,-4.2209,-3.3703,0.4067,-0.1708,1.3491,2.0012,5.8739,8.3617,0.4438,1.012,10.1487,6.2888,12.5686,9.736,1.4522,1.4977,1.7153,0.3821,1.4255,0.0558,12.9
QUDPOW,87.5,9.51,183.21,1.63,-3.4738,-1.5912,0.2433,-0.2122,1.3939,1.6237,5.9856,6.998,0.4439,1.0507,10.1798,6.319,12.5956,9.8422,1.5233,1.4513,1.7094,0.3986,1.2355,0.0164,20.4
HAXRII,81.97,2.38,196.86,2.09,-4.3096,-3.396,0.3038,-0.169,1.3422,2.0449,5.8822,6.9907,0.4442,0.9886,10.1441,6.3241,12.6331,9.739,1.4858,1.4708,1.717,0.3585,1.4093,0.008,7.1
VUNYAE10,61.66,1.12,158.38,2.09,-3.4486,-1.6225,0.3521,-0.2138,1.4151,1.9293,6.0211,8.5071,0.4442,1.0687,10.188,6.3079,12.5251,9.8149,1.5603,1.4886,1.6558,0.3296,1.6928,0.0475,17.3
NAMLUL,79.92,17.51,178.18,1.92,-3.9244,-2.44,0.3061,-0.1709,1.3469,3.0567,5.8709,8.4766,0.4443,0.9788,10.1509,6.3121,12.6283,9.7534,1.1733,1.2688,1.1231,0.1216,1.4388,0.0705,33.4
KONCUM,61.2,1.72,180.86,2.13,-3.5221,-1.6176,0.3612,-0.2097,1.3767,1.8988,6.0236,8.5162,0.4443,1.0313,10.1788,6.3139,12.5189,9.8059,1.5327,1.5207,1.654,0.3293,1.6738,0.0507,13.6
RUXJEZ,79.46,9.19,191.44,1.7,-4.3972,-2.861,0.4029,-0.1405,1.3109,2.0477,5.7881,8.3564,0.4444,1.0067,10.1261,6.2794,12.5934,9.7243,1.4073,1.4757,1.7308,0.4249,1.4364,0.0542,8.8
WOLCOR,100.72,3.07,202.5,2.77,-3.6223,-1.9086,0.3812,-0.2084,1.3314,1.9644,6.0522,8.4284,0.4444,1.0448,10.1657,6.2673,12.5596,9.7919,1.5363,1.4314,1.6868,0.4152,1.4734,0.0562,18.3
CCOLED,76.57,5.27,167.22,4.1,-4.3704,-3.5363,0.4023,-0.1437,1.3106,2.0728,5.7786,8.5245,0.4445,1.0213,10.1313,6.2817,12.5892,9.7268,1.3578,1.4876,1.7361,0.375,1.5133,0.062,18.5
BIHZOI,94.12,-3.73,187.52,2.86,-3.4771,-1.6209,0.3703,-0.2076,1.3754,1.9131,5.9921,8.4469,0.4445,1.0384,10.1799,6.2841,12.5404,9.8052,1.5783,1.456,1.6906,0.4332,1.4481,0.0485,14.6
KUJVIW,96.23,7.58,190.18,3.22,-4.4874,-2.8749,0.3891,-0.1646,1.3192,1.9452,5.8895,8.3314,0.4445,1.0129,10.1347,6.2825,12.5939,9.7345,1.6097,1.5272,1.5551,0.4075,1.4556,0.0576,13.4
PUPKIX,82.16,12.65,186.53,1.7,-3.1692,-1.5291,0.337,-0.2263,1.3324,1.9816,6.1235,7.5204,0.4446,1.0576,10.1765,6.2811,12.5345,9.8474,1.4757,1.4741,1.7419,0.4157,1.3872,0.0091,28.4
HOJKEY,61.32,1.16,151.74,2.24,-3.5256,-1.6075,0.3551,-0.2096,1.3918,1.9039,6.0081,8.5212,0.4446,1.054,10.1793,6.3133,12.5182,9.8133,1.5742,1.5115,1.6388,0.327,1.6802,0.046,16.5
AMOPOJ,60.6,1.9,149.66,2.33,-2.9549,-1.4784,0.3893,-0.2178,1.3497,1.8992,6.0399,8.5202,0.4449,1.0326,10.1842,6.2744,12.4917,9.8446,1.5268,1.5291,1.6507,0.3342,1.6736,0.0515,22.8
YAYFAH,61.91,1.24,153.05,2.03,-3.573,-2.289,0.3571,-0.2089,1.3952,1.8864,6.0217,8.5257,0.445,1.0614,10.1774,6.3054,12.5242,9.8133,1.5627,1.5169,1.6313,0.349,1.6769,0.0469,15.9
MIZXOK,62.68,1.1,155.7,2.37,-3.5515,-2.8349,0.3532,-0.2085,1.4008,1.9019,6.0206,8.5015,0.445,1.0206,10.178,6.3018,12.5382,9.8068,1.5291,1.5709,1.6107,0.3331,1.6367,0.0544,16.3
ECELED,65.13,1.47,209.07,2.55,-4.1258,-2.6714,0.2112,-0.1766,1.297,2.9829,5.8175,7.0826,0.4452,0.981,10.1501,6.3385,12.6995,9.7508,1.3211,1.3995,1.1665,0.0835,1.4027,0.0089,29
IREXOS,60.94,2.14,157.59,2.37,-2.7963,-1.9902,0.4006,-0.219,1.3311,1.948,6.0307,8.5409,0.4454,1.1031,10.19,6.2697,12.4907,9.839,1.6266,1.5325,1.5474,0.3464,1.6521,0.104,27.9
ITBPHZ,82.26,3.24,205,3.08,-4.6547,-3.8318,0.2945,-0.1404,1.3592,2.0282,5.806,6.911,0.4455,0.9944,10.1256,6.3332,12.6572,9.7151,1.4398,1.4812,1.7206,0.3696,1.3597,0.0117,2.8
BOGSEW,71.28,8.76,178.13,2.15,-4.5331,-2.9062,0.3594,-0.1512,1.3294,3.0755,5.8089,8.4048,0.4456,0.9733,10.1349,6.297,12.6033,9.7402,1.2325,1.3462,1.1977,0.1115,1.4432,0.053,29.9
KEGGIM,61.46,1.16,151.68,1.7,-3.5739,-1.6516,0.3514,-0.2081,1.4085,1.8701,6.0166,8.5062,0.4458,1.0439,10.1778,6.3111,12.5168,9.8207,1.5387,1.5343,1.6388,0.3638,1.6755,0.0444,14.9
IHUNOR,81.57,2.65,195.48,3.4,-3.8724,-2.1545,0.2136,-0.1912,1.3096,3.0665,5.8365,7.1942,0.4458,0.9891,10.1654,6.335,12.6747,9.7767,1.3394,1.3365,1.2159,0.0913,1.3326,0.0089,28.3
RUFHEG,74.57,5.95,174.08,2.56,-4.2244,-2.5301,0.3497,-0.1642,1.3215,2.8743,5.8249,8.4525,0.4459,1.0518,10.1416,6.2893,12.6033,9.7577,1.1908,1.395,1.1602,0.1147,1.4771,0.0809,28.6
VURDES,81.16,1.26,175,1.78,-3.579,-1.7286,0.3522,-0.2057,1.4188,1.9665,5.9983,8.4106,0.446,1.0508,10.1747,6.2882,12.5476,9.8119,1.457,1.4537,1.691,0.3659,1.5182,0.0478,16.7
HOJYIR,87.57,6.4,192.08,2.06,-4.772,-3.4952,0.2925,-0.1564,1.3336,1.9602,5.8328,6.8745,0.4461,0.9946,10.1307,6.3252,12.6513,9.731,1.4796,1.4495,1.7266,0.3995,1.2945,0.0235,11.9
AKIHAF,89.64,6.82,184.89,1.7,-3.5118,-1.6139,0.3638,-0.2121,1.3531,1.8414,5.9965,8.453,0.4462,1.0478,10.1746,6.2827,12.5509,9.8026,1.5527,1.4951,1.6651,0.3669,1.4695,0.0459,16.9
TEFSED,61.75,1.11,152.92,3.11,-3.4755,-1.6069,0.3575,-0.2093,1.3853,1.8852,6.0204,8.529,0.4465,1.0255,10.179,6.3092,12.5204,9.813,1.5331,1.5382,1.6334,0.354,1.6484,0.0466,16.1
POLWUK,71.58,8.98,167.32,1.56,-4.4192,-3.7597,0.2574,-0.1458,1.2925,2.7662,5.8493,7.3989,0.4466,0.9835,10.1357,6.3244,12.6848,9.7334,1.1966,1.2343,1.28,0.116,1.3912,0.0072,30.5
YOZGAY,82.61,3.39,174.71,1.7,-4.5457,-3.759,0.2891,-0.1724,1.3346,2.0375,5.8318,6.9568,0.4466,1.0009,10.1373,6.3341,12.6416,9.7353,1.4162,1.4798,1.7374,0.3842,1.3999,0.0085,13.7
QIQYOE,60.98,-16.22,161,2.22,-3.4741,-1.6395,0.3036,-0.209,1.3728,1.9268,6.0198,7.1877,0.4466,1.0409,10.1766,6.3363,12.5436,9.8165,1.5416,1.5222,1.665,0.3697,1.3469,0.0098,29.5
NIKCIV,82.08,1.13,175.78,1.7,-3.6308,-2.7254,0.3588,-0.2087,1.4069,2.0165,6.0097,8.4253,0.4467,1.0375,10.1742,6.2855,12.5459,9.8097,1.4768,1.4943,1.6902,0.3878,1.477,0.0514,17.4
REBLER,74.78,4.25,204.03,2.3,-4.4301,-3.5427,0.3417,-0.1674,1.355,3.0991,5.855,8.4155,0.4469,0.9774,10.1374,6.3192,12.6053,9.7337,1.2282,1.2728,1.2311,0.1141,1.4829,0.0588,16.1
GOVXIB,65.28,-0.33,168.84,1.81,-3.1029,-1.4991,0.2456,-0.2069,1.4285,1.9127,5.9827,7.2445,0.4469,1.0753,10.1955,6.3257,12.5854,9.8434,1.6049,1.4983,1.6831,0.3686,1.3562,0.0103,28.8
TAPPUV,79.31,3.09,193.37,2.97,-3.9551,-2.1327,0.3072,-0.1984,1.3496,2.0231,6.0069,7.1763,0.4472,1.0036,10.1593,6.3208,12.6073,9.7647,1.4766,1.4726,1.7126,0.4061,1.3661,0.0088,13.4
PEZPIV,93.91,-0.79,202.47,2.18,-4.7938,-3.4143,0.2652,-0.1469,1.3209,3.1689,5.7639,8.4644,0.4472,0.9727,10.1267,6.3103,12.6822,9.7424,1.3182,1.3625,1.2163,0.09,1.4791,0.0819,20.8
YUNVAH,85.84,-8.21,225.2,2.36,-4.3127,-2.4365,0.2752,-0.1944,1.3441,1.8481,6.0035,6.8853,0.4472,1.0078,10.1542,6.2938,12.6534,9.7776,1.646,1.4333,1.6445,0.4064,1.381,0.0097,37.7
JOGNOK,71.13,9.42,194.51,2.2,-4.4424,-2.7676,0.3605,-0.1559,1.338,2.9159,5.7908,8.4105,0.4473,1.0116,10.1386,6.2971,12.5969,9.7456,1.4484,1.2318,1.1053,0.1108,1.4748,0.1099,26.7
XIFLAA,62.26,2.49,168.25,2.22,-3.6551,-1.6193,0.2353,-0.2216,1.3669,2.865,6.0523,7.0699,0.4473,1.0285,10.1778,6.3518,12.5706,9.8423,1.4833,1.4154,1.1579,0.0746,1.4358,0.0092,16.5
PUFLAE,79.64,-1.71,230.79,2.66,-3.5299,-2.3314,0.2089,-0.2117,1.3194,3.1564,5.8622,7.1235,0.4473,1.0309,10.1712,6.3368,12.667,9.7874,1.2303,1.3603,1.2668,0.0913,1.3581,0.0111,29.9
CORLUT,90.9,-3.75,187.27,2.63,-4.2934,-3.6454,0.3947,-0.1591,1.3396,1.8585,5.8303,8.3198,0.4474,0.9902,10.1352,6.2832,12.6045,9.7176,1.5078,1.5789,1.5821,0.4195,1.4388,0.0583,2.9
YIZREE,82.79,0.31,174.07,1.7,-4.1996,-2.3332,0.332,-0.193,1.3398,3.0691,5.9469,8.4278,0.4476,0.9956,10.1494,6.3067,12.592,9.7693,1.2437,1.3711,1.2317,0.0919,1.5058,0.0488,20.4
NUPTEY,82.06,2.25,194.49,2.23,-4.3326,-3.426,0.3032,-0.169,1.3406,2.0477,5.8826,6.9882,0.4476,0.9967,10.143,6.3254,12.6352,9.7363,1.4858,1.4747,1.7105,0.3567,1.409,0.0084,6.7
HABXOX,94.75,0.94,187.98,2.7,-3.4916,-1.67,0.3639,-0.2097,1.3775,1.5957,5.9973,8.4383,0.4476,1.0273,10.1817,6.2896,12.5392,9.8073,1.657,1.2645,1.7265,0.4689,1.4418,0.0537,17.5
VOBDOF,61.63,1.19,152.48,4.05,-3.5637,-1.6427,0.3589,-0.2079,1.396,1.881,6.0123,8.5032,0.4476,1.0373,10.1788,6.3057,12.5197,9.8157,1.5404,1.5229,1.6361,0.3599,1.6688,0.0516,14
SEWCAA,62.22,0.97,153.69,3.43,-3.5207,-1.65,0.3408,-0.2078,1.4222,1.9342,6.0084,8.5011,0.4476,1.0871,10.1805,6.3106,12.5297,9.8189,1.5484,1.5172,1.6125,0.3311,1.6621,0.0557,15.3
VEPDEA,98.41,3.99,193.13,4.22,-3.4479,-1.6259,0.3643,-0.2088,1.3672,2.0407,6.0344,8.495,0.4476,1.0392,10.1756,6.2748,12.5488,9.8121,1.5174,1.4553,1.6691,0.3483,1.4312,0.0507,16.5
PIKYOZ,81.73,3.79,176.86,5.7,-4.1291,-3.0148,0.3946,-0.192,1.3614,2.082,5.9434,8.5183,0.4479,1.0142,10.1523,6.2914,12.5501,9.7639,1.3829,1.4875,1.6753,0.3635,1.5136,0.0519,9.2
LELROJ,62.79,3.64,178.2,1.7,-3.4915,-1.8078,0.2358,-0.2167,1.3956,3.0146,6.0316,7.2459,0.448,1.0477,10.1829,6.3493,12.5777,9.8372,1.2269,1.4524,1.2194,0.0864,1.4225,0.0106,20.7
BUDGEM,59.89,2.16,147.78,1.7,-3.0832,-1.5197,0.3663,-0.2141,1.3836,1.856,6.0258,8.4516,0.4481,1.0516,10.1836,6.2873,12.5021,9.8443,1.5405,1.5511,1.6324,0.2984,1.6918,0.0433,29.2
LACCAT,61.79,0.96,152.62,2.98,-3.4944,-1.6382,0.3492,-0.2083,1.4078,1.8513,6.0057,8.5067,0.4481,1.0485,10.1805,6.311,12.5213,9.8185,1.5403,1.517,1.6482,0.3485,1.6787,0.0449,16.8
LAXGEZ,81.5,9.61,185.47,1.71,-3.5255,-1.7043,0.2735,-0.2161,1.3934,2.0423,5.9613,7.1003,0.4483,1.0938,10.1806,6.3088,12.5883,9.8294,1.5199,1.4409,1.7081,0.4015,1.3137,0.009,26.6
OYUGIA,71.6,7.93,193.86,2.47,-4.4109,-2.5857,0.36,-0.1613,1.3423,2.9443,5.8618,8.418,0.4488,1.0145,10.1426,6.2952,12.5964,9.7484,1.3494,1.2336,1.1774,0.1133,1.4689,0.1068,22
HOGPEB,61.05,1.65,150.85,2.67,-2.9192,-1.4688,0.3895,-0.2168,1.3513,1.8124,6.0211,8.5333,0.4488,1.0373,10.1843,6.2758,12.4951,9.8396,1.5506,1.515,1.6445,0.3623,1.6833,0.0574,22.6
CEKRIT,62.06,1.11,153.37,2.13,-3.5275,-1.6491,0.3479,-0.2084,1.4088,1.9247,6.0123,8.4941,0.4491,1.0279,10.1791,6.3104,12.5256,9.8161,1.5323,1.5286,1.6367,0.3255,1.6496,0.0456,14.1
BINNAN,86.44,7.95,181.59,3.71,-3.5997,-2.6404,0.3062,-0.223,1.3306,2.0355,6.0143,7.4901,0.4492,1.0293,10.1721,6.3125,12.5755,9.8058,1.4863,1.4817,1.6771,0.437,1.3704,0.0078,17.3
REGMAT,82.74,3.49,188.56,1.7,-4.561,-3.7509,0.2925,-0.1725,1.3307,1.9913,5.7789,6.9963,0.4495,1.0211,10.1375,6.3326,12.6395,9.7354,1.4402,1.4722,1.74,0.3764,1.4003,0.0087,13.7
FIBBIE,87.9,8.48,185.01,1.7,-3.458,-1.8297,0.3752,-0.2117,1.3629,1.9685,5.9973,8.4088,0.4495,1.1025,10.1759,6.2747,12.5576,9.7925,1.5193,1.4469,1.7421,0.4268,1.4262,0.0479,17.9
WIXLAS,78.07,4.2,175.84,1.95,-4.7721,-3.0122,0.2813,-0.1666,1.3314,2.0286,5.9187,6.8475,0.4496,0.9962,10.129,6.3377,12.6511,9.7299,1.4415,1.4851,1.7403,0.3768,1.4395,0.0167,2.8
YIRNOC,62.21,1.21,183.16,2.54,-3.2752,-1.4955,0.3032,-0.2207,1.3401,1.8949,6.0041,7.2463,0.4496,1.0372,10.1845,6.3341,12.5517,9.811,1.6015,1.5211,1.6654,0.3631,1.3846,0.0105,17.4
ZANREO14,61.71,1.44,152.44,2.37,-3.6348,-2.4977,0.3572,-0.209,1.3959,1.8935,6.0212,8.525,0.4497,1.0735,10.1754,6.307,12.522,9.8138,1.5603,1.5129,1.6292,0.3413,1.6818,0.0536,14.9
YOZGEC,81.91,3.51,174.65,1.65,-4.5426,-3.7681,0.2874,-0.174,1.3359,2.0335,5.8342,6.9506,0.4498,1,10.1379,6.3324,12.6445,9.7357,1.4119,1.4808,1.7398,0.3847,1.401,0.0087,14.2
DUSBEZ,85.24,18.44,178.49,2.17,-4.5246,-2.9407,0.4081,-0.1237,1.2844,1.9851,5.7891,8.3889,0.4499,1.0047,10.118,6.2852,12.5988,9.7079,1.4843,1.5259,1.6158,0.3982,1.4285,0.0561,28.9
DAFKIF,80.76,4.99,185.1,3.28,-3.7413,-2.0261,0.3869,-0.205,1.3609,1.9827,5.9084,8.4933,0.4499,1.0392,10.1699,6.2925,12.5436,9.777,1.4194,1.4737,1.718,0.4275,1.4321,0.0744,-5.7
KNQXSO,78.62,-45.31,186.91,2.15,-4.5549,-3.4923,0.3046,-0.1552,1.346,3.2344,5.8986,8.3939,0.4499,1.0209,10.1355,6.3115,12.6572,9.7267,1.115,1.3557,1.0337,0.1391,1.4544,0.0627,-1.5
ITOBIE,83.78,1.04,212.27,2.91,-3.4812,-1.7928,0.2998,-0.2197,1.3554,3.0796,5.8522,8.4092,0.45,1.0859,10.1815,6.2958,12.5937,9.8107,1.2755,1.3359,1.2549,0.0824,1.4724,0.0619,28
LIVSEQ,89.34,-5.09,185.37,1.1,-4.1734,-3.4006,0.3654,-0.2299,1.4435,2.0656,6.122,8.3915,0.4501,1.0431,10.1647,6.2486,12.537,9.849,1.4833,1.4836,1.6645,0.3759,1.4921,0.0578,8.3
QUWBUH,61.9,1.12,153.28,2.12,-3.5119,-1.6147,0.3549,-0.2093,1.3823,1.9007,6.0085,8.5442,0.4501,1.0452,10.1779,6.3101,12.5258,9.8092,1.5571,1.5514,1.6111,0.3424,1.651,0.0501,16.3
PUJHIM,72.41,8.73,187.06,2.64,-4.4518,-2.9483,0.3606,-0.1566,1.3473,2.8827,5.8582,8.4091,0.4502,0.9939,10.1398,6.295,12.597,9.7474,1.2469,1.227,1.3096,0.1116,1.4839,0.0559,25.8
DUJVAG,77.73,1.99,208.47,1.94,-4.3894,-2.666,0.2848,-0.1709,1.3301,2.0004,5.9719,7.0426,0.4502,0.9949,10.1415,6.33,12.6481,9.7371,1.5144,1.4744,1.6975,0.4353,1.3075,0.0117,15.9
VUKQEZ,55.95,-10.49,139.97,2.34,-4.1516,-2.3449,0.3919,-0.1724,1.3352,1.8211,5.8834,8.4744,0.4504,0.9952,10.1533,6.2826,12.5667,9.7588,1.5655,1.6161,1.5546,0.3724,1.6459,0.0541,26.9
KUFLUU01,85.95,11.7,201.63,2.51,-3.8269,-3.0883,0.3104,-0.1839,1.3465,3.1143,5.9484,8.4552,0.4506,0.9997,10.1586,6.3006,12.6239,9.7651,1.3294,1.3249,1.2463,0.0863,1.484,0.0771,21.4
AQAPAJ,75.12,5.56,204.01,2.45,-4.3208,-2.7174,0.3395,-0.1763,1.3491,2.9649,5.8226,8.4455,0.4508,1.0294,10.1448,6.3168,12.5948,9.7488,1.2201,1.2411,1.2894,0.1141,1.4695,0.058,18.5
BACSEH,94.73,5.13,187.07,1.85,-4.4053,-2.671,0.3787,-0.176,1.3469,2.0113,5.9488,8.449,0.4508,0.9848,10.1407,6.2899,12.5895,9.7419,1.5191,1.4554,1.7087,0.3821,1.4363,0.0555,12.8
DMBZAC01,61.86,1,152.99,2.05,-3.5561,-1.6022,0.3606,-0.21,1.3943,1.9005,6.0113,8.5209,0.4509,1.0387,10.1783,6.3056,12.5171,9.8167,1.5403,1.524,1.6346,0.3303,1.6637,0.0452,14.9
TUQKAS,82.77,3.88,199.07,1.78,-4.628,-3.8042,0.2904,-0.1571,1.3554,2.0677,5.8451,6.8925,0.451,1.0059,10.1316,6.3376,12.6399,9.7321,1.395,1.4936,1.7361,0.3438,1.411,0.0089,5.9
FIQDUF,78.41,1.03,208.07,1.8,-4.5306,-2.7881,0.2805,-0.1633,1.3344,1.9457,5.9396,7.0622,0.451,1.0098,10.1358,6.331,12.6552,9.7334,1.5198,1.4615,1.7086,0.4296,1.3237,0.0129,17.7
TEFWUZ,85.08,-3.3,213.39,2.26,-4.5009,-2.6568,0.2669,-0.1823,1.3694,1.8192,5.9407,6.9811,0.451,1.0172,10.1495,6.2959,12.6711,9.766,1.5713,1.4762,1.661,0.4257,1.3819,0.0086,33.1
FAFRIN,88.83,-7.62,180.86,4.03,-4.2349,-3.451,0.3861,-0.182,1.3676,1.8981,5.8912,8.3863,0.4511,1.007,10.1468,6.2897,12.5679,9.7564,1.5523,1.4547,1.6028,0.3857,1.4441,0.0556,1.9
DIVJUN,73.47,6.68,188.3,2.41,-4.3149,-2.4998,0.2751,-0.1695,1.3213,2.9518,5.8163,7.1555,0.4512,1.0148,10.1493,6.3223,12.6476,9.7551,1.2163,1.3008,1.0438,0.1273,1.4006,0.0083,23.2
HUZKIW,81.79,2.36,192.63,2.12,-4.3328,-3.4744,0.305,-0.1675,1.3404,2.0521,5.8676,6.9914,0.4512,1.0077,10.143,6.3252,12.6333,9.7365,1.4874,1.4691,1.7103,0.3546,1.3988,0.009,7.3
AMILEP,61.74,1.4,152.53,2.19,-3.6323,-2.0811,0.361,-0.2087,1.3961,1.8976,6.0105,8.5255,0.4512,1.0505,10.1759,6.3055,12.5203,9.8132,1.5443,1.52,1.6384,0.3409,1.6799,0.0462,14.9
WADSAW,81.78,2.38,193.01,2.07,-4.325,-3.4728,0.3051,-0.168,1.3408,2.0526,5.8688,6.9919,0.4513,1.0042,10.1436,6.3251,12.6327,9.7371,1.4849,1.4702,1.7115,0.3543,1.4061,0.0088,7
APUMEF,80.51,2.18,186.65,2.13,-4.0204,-2.2992,0.1942,-0.1874,1.3245,3.1545,5.9039,6.9515,0.4513,1.003,10.1582,6.3406,12.6979,9.7673,1.2476,1.3877,1.236,0.0893,1.3516,0.0121,23.7
QOPXOI,61.88,1.15,153.21,1.97,-3.5329,-1.6088,0.3555,-0.2108,1.3854,1.8982,6.0142,8.5418,0.4514,1.0593,10.1781,6.309,12.5245,9.8111,1.5604,1.5101,1.6458,0.3383,1.6826,0.0498,14.9
MAMMAP,85.74,13.49,226.63,4.06,-3.3868,-2.0338,0.3224,-0.2388,1.3058,2.9467,6.0702,8.4822,0.4515,1.0406,10.1734,6.2996,12.5596,9.8184,1.2389,1.4473,1.214,0.0843,1.495,0.0635,25.1
TECWED,61.68,1.28,156.76,2.47,-3.4972,-1.5765,0.3692,-0.2135,1.3825,1.9299,5.9881,8.515,0.4516,1.0311,10.1817,6.3064,12.5154,9.8089,1.5568,1.5113,1.6353,0.3649,1.6617,0.0518,13.9
QUJZIF,86.3,8.95,186.91,1.7,-3.5275,-1.815,0.3894,-0.2136,1.3415,1.9897,6.0137,8.3955,0.4516,1.0672,10.1714,6.2714,12.5544,9.7848,1.4903,1.4671,1.7374,0.4298,1.4327,0.0497,15.6
DUPTEP,79.38,1.44,206.98,2.16,-3.9765,-3.2002,0.2996,-0.1759,1.341,1.9734,5.8488,7.2265,0.4517,1.0483,10.1566,6.3233,12.6364,9.7407,1.4571,1.5186,1.6359,0.3733,1.2939,0.0094,25.1
ELULUT,83.71,13.01,198.05,2.75,-3.785,-1.7773,0.3645,-0.2257,1.3789,2.0275,6.0904,7.0625,0.4517,1.1448,10.1691,6.254,12.5336,9.8479,1.5188,1.466,1.6659,0.4101,1.2342,0.0092,32.2
EZEDUJ,61.92,1.54,152.92,2.83,-3.5727,-1.866,0.3484,-0.2089,1.4105,1.939,6.0214,8.5007,0.4518,1.0957,10.1772,6.3119,12.5238,9.8159,1.5692,1.5085,1.5965,0.3244,1.6664,0.0618,13.2
MOFSOQ,60.95,1.84,150.84,2.79,-2.9711,-1.4799,0.3934,-0.2168,1.3442,1.8505,6.0293,8.4942,0.4519,1.0385,10.1832,6.2734,12.4934,9.8399,1.5634,1.5068,1.6422,0.3692,1.6822,0.0478,22.5
KIXBID,84.85,1.5,212.07,2.37,-3.3318,-1.6888,0.2645,-0.2077,1.4206,1.9753,5.8782,7.1636,0.452,1.099,10.2121,6.3002,12.6253,9.8101,1.5808,1.4417,1.6769,0.3994,1.3484,0.01,46.4
CUDCEM,59.3,-10.14,161.87,2.32,-3.5324,-1.642,0.2923,-0.2139,1.3642,1.9452,6.034,7.2401,0.4521,1.0345,10.1784,6.3548,12.5412,9.8117,1.5106,1.5457,1.6761,0.34,1.3782,0.0102,25
IQIYEN,61.17,2.6,180.75,2.61,-3.0808,-1.4597,0.3419,-0.224,1.3019,1.9157,6.0564,7.2001,0.4522,1.0324,10.1784,6.2927,12.5206,9.8448,1.5482,1.5298,1.6484,0.3705,1.3717,0.0094,22.9
SODRAG,83.5,0.94,178.95,1.52,-3.5937,-2.008,0.2967,-0.2156,1.3929,2.9638,6.0124,8.4252,0.4523,1.0565,10.177,6.3017,12.5759,9.8257,1.2293,1.3105,1.1993,0.1248,1.4913,0.0495,21.4
FURYOI,61.69,1.47,152.47,1.71,-3.6374,-1.9383,0.3622,-0.209,1.3942,1.8909,6.0141,8.5231,0.4523,1.0535,10.1754,6.3042,12.5222,9.8113,1.5464,1.5132,1.6453,0.345,1.6844,0.0465,15
ISURET,61.82,1.27,153.12,2.36,-3.6427,-2.7116,0.3622,-0.2094,1.3985,1.9534,6.0275,8.5927,0.4523,1.0686,10.1755,6.2994,12.5228,9.8157,1.5516,1.5095,1.6381,0.3541,1.6773,0.0541,15.6
YUFRUM,89.46,7.01,184.29,1.7,-3.7361,-2.1065,0.3875,-0.189,1.2894,1.9647,5.9739,8.3889,0.4524,0.9964,10.1499,6.279,12.5946,9.7389,1.5494,1.467,1.721,0.3943,1.4428,0.0559,19.1
FOTYUI10,61.95,1.26,152.62,1.65,-3.6465,-1.8176,0.3575,-0.2088,1.4052,1.8909,6.0169,8.4938,0.4526,1.0499,10.1752,6.3068,12.5206,9.8151,1.547,1.5061,1.6414,0.3201,1.6763,0.0447,15
SAHSOJ,90.4,10.76,190.23,1.52,-3.292,-1.8934,0.3839,-0.2012,1.4752,1.9156,6.037,8.4309,0.453,1.0278,10.2174,6.2566,12.5276,9.8319,1.5398,1.5155,1.6144,0.3648,1.4176,0.0598,26.6
