Ligand,Bite_Angle,D_Bite_Angle,PC_Buried_Volume_7A,HOMO_Energy,LUMO_Energy,Cu-L1,Cu-L2,D_Cu-L1,D_Cu-L2,C-I,Cu-I-C,N-Cu-I,Lowdin_Charge_I,Lowdin_Charge_L1,Lowdin_Charge_L2,Bonded_Valence_Cu,Bonded_Valence_N,Bonded_Valence_I,Atomic_Population_Cu,Atomic_Population_N,Atomic_Population_I,Atomic_Population_Amide_O,Bond_Order_C-I,Bond_Order_Cu-N,Bond_Order_Cu-L1,Bond_Order_Amide_C-N,Orbital_Charge_N_s,Orbital_Charge_I_pz,Orbital_Charge_I_py,Orbital_Charge_I_dxy,Orbital_Charge_I_dx2y2,Orbital_Charge_Cu_s,Orbital_Charge_Cu_d,Orbital_Charge_L1_pz,Orbital_Charge_L2_d,Orbital_Charge_L2_dxz,Orbital_Charge_Amide_C_s,Orbital_Charge_Amide_O_s,ImgFreq,Amide_C-O,Amide_O-C-N,Ea
JOPMIN,83.27,-1.72,17.2,-4.3214,-3.007,2.04,1.99,0.03,0.02,2.53,74.56,89.61,0.0325,-0.5311,0.0167,2.345,2.7486,1.3706,28.825,7.268,25.2246,8.3793,0.6154,0.4878,0.3728,1.1327,3.2056,3.6385,3.6317,2.0223,2.0215,6.3283,9.8257,1.5088,0.1278,0.0279,2.7916,3.5529,-429.82,1.22,124.44,24.9
ACOXAS,86.58,0.92,17,-3.2374,-2.4435,1.97,1.98,-0.06,-0.03,2.44,83.62,84.31,0.0337,-0.5437,-0.7704,2.2839,2.6047,1.4127,28.864,7.2565,25.2518,8.4252,0.7032,0.3013,0.5157,1.2224,3.2177,3.5342,3.5891,2.0208,2.0231,6.2883,9.8452,1.4277,0.4356,0.0547,2.7889,3.5579,-381.11,1.23,126.27,40.4
CAPFOP,79.27,2.19,22.8,-3.3915,-1.9946,2.19,1.97,-0.11,-0.02,2.37,85.76,79.44,0.1044,-0.0402,-0.4164,2.0742,2.5717,1.441,28.8473,7.2577,25.2112,8.4126,0.8065,0.2258,0.291,1.2319,3.2162,3.4697,3.6279,2.0236,2.0229,6.3915,9.8927,1.3518,0.0601,0.0098,2.7884,3.5576,-363.47,1.23,127.02,44.3
LUVGIU,93.85,3.74,16.1,-3.555,-2.556,1.94,1.94,-0.08,-0.04,2.48,81.12,86.32,0.0063,-0.6019,-0.6494,2.448,2.6383,1.353,28.821,7.2508,25.2637,8.4143,0.7002,0.3683,0.4924,1.1914,3.2146,3.5921,3.5803,2.0141,2.0236,6.2685,9.8081,1.4481,0.3935,0.0315,2.7904,3.557,-398.04,1.23,125.68,46.1
FAHROV,87.84,0.04,14.7,-2.5691,-2.6995,1.94,1.9,0.02,-0.02,2.89,72.12,108.71,-0.3293,-0.7088,-0.6451,2.6641,2.7844,1.0076,28.9534,7.1996,25.5685,8.4454,0.1515,0.3666,0.5885,1.3348,3.193,3.7222,3.7326,2.0297,2.0211,6.302,9.8039,1.6212,0.4261,0.0505,2.7881,3.5599,-229.2,1.24,126.43,53.1
EHOREA,61.99,-28.04,12,-3.6615,-2.3796,2.32,1.96,1.32,0.06,2.47,79.49,87.54,0.0176,-0.6662,-0.1231,2.0834,2.6316,1.3867,28.8978,7.2709,25.2516,8.4164,0.6516,0.3658,0.2276,1.1792,3.2118,3.5062,3.6485,2.0162,2.0189,6.3817,9.8723,1.5833,0.0815,0.0123,2.79,3.5574,-387.04,1.23,126.27,47.5
AXEBUC,95.13,2.45,18,-3.4136,-2.202,1.93,1.95,-0.06,-0.04,2.42,80.35,83.45,0.0562,-0.5973,-0.6842,2.3021,2.5871,1.3844,28.8392,7.2598,25.2414,8.4185,0.6892,0.2834,0.511,1.2241,3.2154,3.4977,3.6482,2.0232,2.018,6.2795,9.8423,1.5374,0.4013,0.0348,2.7891,3.5579,-388.93,1.23,126.41,40.4
BOWXUH,97.03,0.73,14.6,-3.1652,-2.1232,1.93,1.93,-0.05,-0.02,2.39,84.85,80.85,0.0755,-0.6312,-0.6908,2.2363,2.5403,1.4242,28.8231,7.2402,25.2257,8.4271,0.7359,0.2385,0.5239,1.2433,3.2174,3.4831,3.6047,2.0232,2.0216,6.2775,9.8468,1.5186,0.4284,0.0341,2.7883,3.5575,-359.91,1.23,126.82,39.4
PARLIE,94.08,-1.19,15,-3.4741,-2.1278,1.95,1.93,-0.06,-0.01,2.39,86.66,80.67,0.1032,-0.5952,-0.6945,2.185,2.5746,1.4783,28.8516,7.2328,25.1887,8.4509,0.7609,0.2236,0.471,1.2862,3.2166,3.4645,3.628,2.0256,2.0191,6.287,9.8537,1.4623,0.4688,0.0746,2.787,3.5557,-359.72,1.23,126.82,39.5
HIHZUT,81.44,-0.77,9.2,-4.2884,-3.637,2.24,1.88,-0.18,0.17,2.56,72.66,92.16,0.0184,-0.5352,-0.5296,2.2932,2.7853,1.3568,28.8027,7.2567,25.2405,8.3908,0.5851,0.5101,0.2389,1.1513,3.1979,3.5377,3.6336,2.0127,2.0166,6.3024,9.814,1.4946,0.3875,0.0441,2.7913,3.5544,-427.42,1.22,124.28,21
CUPDIB,104.06,-1.6,15.8,-3.069,-2.0209,1.97,1.95,-0.02,-0.02,2.36,79.73,80.53,0.0742,-0.4801,-0.8771,2.1504,2.5206,1.3674,28.8369,7.2401,25.2479,8.4124,0.7334,0.2415,0.4735,1.2193,3.2129,3.4596,3.6413,2.0235,2.0225,6.2896,9.8667,1.5042,0.4249,0.0382,2.7874,3.5551,-387.07,1.23,126.71,41.4
HEFTUI,94.96,2.84,10.6,-2.7853,-2.0583,1.98,1.95,-0.07,-0.03,2.43,86.04,64.42,0.0725,-0.5798,-0.7324,2.6297,2.7194,1.429,28.9625,7.158,25.2531,8.4241,0.6296,0,0.4564,1.6342,3.2176,3.8543,3.6001,2.0718,2.0289,6.2597,9.8071,1.5904,0.4088,0.0576,2.7868,3.5253,-268.2,1.28,126.59,42.2
LOJJAW,99.97,-0.89,13.4,-3.5179,-2.2514,1.97,1.91,-0.08,-0.01,2.4,80.15,79.52,0.0829,-0.6419,-0.6153,2.1451,2.5114,1.4531,28.837,7.1847,25.1851,8.4393,0.7304,0.1834,0.4893,1.3603,3.2174,3.5635,3.687,2.0328,2.0222,6.2904,9.8542,1.5254,0.4371,0.0704,2.7811,3.5488,-386.96,1.24,126.67,46.5
ZOYVUH,99.64,-4.25,19.3,-2.685,-2.1511,1.95,1.93,-0.01,0.05,2.5,79.08,85.28,-0.0379,-0.291,-0.761,2.4015,2.634,1.2788,28.9811,7.2358,25.3253,8.4235,0.6272,0.2718,0.6514,1.2876,3.2105,3.5318,3.6738,2.0217,2.0183,6.3377,9.8462,1.4856,0.4435,0.0535,2.7878,3.5607,-310.99,1.24,127,38.6
MAPSAZ,87.86,0.09,11.2,-2.8555,-2.0592,1.98,1.93,-0.07,0.01,2.44,84.72,64.93,0.0552,-0.6446,-0.7275,2.6892,2.7202,1.4146,28.9878,7.1535,25.2721,8.4166,0.6186,0,0.5229,1.6525,3.2204,3.6914,3.6551,2.0511,2.025,6.2534,9.8001,1.6218,0.4005,0.0343,2.7885,3.5214,-258.42,1.28,126.34,45.4
UKUTEZ,100.88,1.71,15.6,-3.2639,-2.4798,2.07,1.96,-0.02,-0.02,2.51,78.41,83.67,-0.027,-0.495,-0.8665,2.1247,2.5599,1.3517,28.8469,7.1698,25.2683,8.4156,0.6816,0.2698,0.3775,1.3254,3.2143,3.6492,3.7808,2.0217,2.03,6.3059,9.8663,1.5093,0.4181,0.0576,2.7831,3.5435,-382.79,1.24,126.44,53.1
HONYAM,99.83,-1.27,22.4,-3.2989,-2.065,1.94,1.99,0,-0.04,2.4,83.13,81.29,0.0897,-0.5683,-0.7483,2.4424,2.5803,1.3482,28.8843,7.2253,25.2525,8.4196,0.7388,0.2909,0.4627,1.2351,3.2132,3.6782,3.4627,2.0163,2.0356,6.2599,9.8196,1.4579,0.4176,0.0688,2.7882,3.5573,-377.57,1.23,126.33,44
WEFVUB,70.01,-0.34,10.5,-2.854,-1.7792,1.93,1.9,0.02,0,2.44,79.12,81.16,-0.105,-0.6846,-0.2615,2.8179,2.7178,1.1267,29.0807,7.1531,25.4225,8.3983,0.6439,0.541,0.5393,1.0839,3.1938,3.8052,3.6742,2.0711,2.0302,6.2931,9.7943,1.6825,0.0788,0.0126,2.7781,3.5677,-322.41,1.25,127,59.7
ASATOF,80.23,0.62,15.2,-4.3722,-3.569,2.2,2,-0.06,0.02,2.51,74.64,87.98,0.0133,-0.5403,-0.034,2.2529,2.7344,1.3218,28.8433,7.2812,25.2458,8.3763,0.6399,0.4933,0.2788,1.1164,3.2071,3.5852,3.6184,2.0133,2.0208,6.3532,9.8308,1.5208,0.1195,0.022,2.7917,3.5521,-441.94,1.22,124.63,25.6
JITPEH,85.67,-2.46,14.2,-4.6725,-3.995,1.88,1.95,0.07,0.03,2.58,74.6,91.14,0.1117,-0.5711,-0.5614,2.7888,2.8358,1.4726,28.8642,7.2286,25.1357,8.3665,0.5821,0.5556,0.667,1.1152,3.1961,3.6114,3.572,2.0172,2.0203,6.2855,9.7039,1.4772,0.4104,0.0354,2.7906,3.5517,-417.42,1.22,124.16,33.5
XENJUX,82.22,1.24,12.5,-3.1229,-2.5609,2.13,1.97,-0.05,0,2.55,75.77,87.32,-0.0552,-0.4861,-0.8132,2.075,2.6066,1.3408,28.8549,7.2458,25.2909,8.4548,0.6073,0.3392,0.2961,1.2355,3.2178,3.8069,3.7347,2.0364,2.0284,6.3247,9.8715,1.5216,0.3985,0.074,2.7862,3.5527,-393.82,1.23,125.56,45.3
WUNSUW,80.15,-0.4,12.6,-3.4046,-2.2105,2.15,2.01,-0.03,-0.01,2.43,78.61,84.19,0.0314,-0.6392,-0.0947,2.1156,2.6039,1.3595,28.909,7.2689,25.2609,8.4208,0.674,0.3237,0.3475,1.1922,3.2111,3.4688,3.6711,2.0164,2.0203,6.3602,9.8841,1.5519,0.1036,0.019,2.7888,3.5576,-391.84,1.23,126.49,40.1
LIRFOH,84.26,-1.52,20.6,-3.3383,-2.324,2.07,1.98,0.03,0.01,2.44,79.62,80.01,0.0425,-0.5343,-0.1998,2.1078,2.537,1.4219,28.9516,7.196,25.2133,8.4316,0.7151,0.197,0.3925,1.345,3.216,3.6873,3.7068,2.0244,2.0377,6.3722,9.8793,1.479,0.0777,0.0163,2.7803,3.5389,-387.24,1.24,126.68,52.4
XIPWEA,88.33,-2.54,22.7,-4.3757,-3.6123,2.05,1.99,-0.1,0.15,2.52,73.4,89.14,0.0775,-0.5353,-0.0375,2.5194,2.7965,1.3719,28.9234,7.2558,25.2322,8.4177,0.6023,0.4866,0.5097,1.1593,3.201,3.548,3.609,2.0177,2.0171,6.3116,9.8182,1.4293,0.0947,0.0167,2.7883,3.5526,-443.68,1.22,124.61,20.5
TEBRIE,86.76,0.04,20,-3.3166,-2.41,2.17,1.99,-0.08,0,2.49,78.18,88.77,0.0024,-0.5412,-0.8004,2.1357,2.6588,1.3485,28.8819,7.2557,25.2752,8.4162,0.6475,0.362,0.3026,1.2199,3.2086,3.5658,3.6011,2.0135,2.0237,6.3068,9.8734,1.5124,0.4237,0.0744,2.7911,3.5589,-394.01,1.23,126.09,44.9
EFOGEM,83.97,1.25,12.1,-3.2259,-2.2741,2.13,1.97,-0.11,0,2.46,81.08,86.25,0.0168,-0.5342,-0.6858,2.1132,2.5963,1.3864,28.847,7.2461,25.2691,8.4217,0.6661,0.3176,0.3236,1.2159,3.2148,3.5484,3.5952,2.0169,2.0235,6.3045,9.8707,1.4725,0.3975,0.0486,2.7898,3.558,-381.11,1.23,126.57,41.9
DAPTIA,83.85,1.35,13.9,-3.4622,-2.3369,2,1.95,-0.03,-0.01,2.45,82.2,83.72,0.0256,-0.1057,-0.454,2.3081,2.5965,1.3908,28.8754,7.2425,25.2367,8.411,0.6953,0.2666,0.4504,1.2289,3.2198,3.5325,3.707,2.0254,2.023,6.3877,9.8597,1.3786,0.0626,0.0105,2.7906,3.5569,-397.49,1.23,126.02,40.3
ABIXAK,96.5,5.32,19.7,-2.709,-2.5094,1.88,1.94,0.08,0.03,4.54,50.12,123.09,-0.6166,-0.8439,-0.8695,2.9239,2.9031,0.5197,28.8801,7.1612,25.7911,8.4172,0,0.6296,0.6468,1.1714,3.2084,3.7815,3.9269,2.005,2.0069,6.2973,9.6966,1.7501,0.4578,0.0581,2.7932,3.5582,-119.54,1.23,126.9,28.6
XIBKUQ,86.86,0.28,13.7,-2.7983,-1.8843,1.95,1.96,-0.03,-0.01,2.37,93.42,77.52,0.1043,-0.7163,-0.7225,2.1646,2.5701,1.5458,28.9071,7.1987,25.1936,8.4543,0.7601,0.1212,0.5643,1.3893,3.216,3.4661,3.6138,2.0341,2.0251,6.3395,9.8331,1.5453,0.4122,0.0644,2.7863,3.5598,-306.96,1.24,127.64,43.8
AGUJAO,79.31,-0.27,14.2,-4.1345,-2.5405,2.26,1.97,0.04,-0.02,2.48,79.44,86.7,0.0007,-0.0711,-0.1425,2.1348,2.6814,1.3645,28.8072,7.2614,25.2483,8.4108,0.7022,0.3736,0.2493,1.1844,3.2147,3.5672,3.621,2.0179,2.0183,6.3644,9.8826,1.249,0.0955,0.0166,2.7922,3.555,-425.54,1.23,125.24,35.3
CAWWAA,84.98,-1.8,15.3,-4.0629,-3.2879,1.98,1.95,0.06,-0.02,2.51,73.9,88.72,0.0229,-0.0903,-0.6329,2.5014,2.7504,1.3591,28.8562,7.2463,25.2295,8.4005,0.6276,0.456,0.5232,1.1504,3.2032,3.5824,3.618,2.0201,2.0177,6.3083,9.8027,1.2153,0.4306,0.0388,2.792,3.5552,-444.02,1.22,124.73,34.7
CUJDUI,83.78,4.33,14,-4.8412,-3.8073,2.08,1.95,-0.07,0,2.53,73.95,86.65,0.0229,-0.1663,-0.095,2.4583,2.7629,1.3326,28.7587,7.2759,25.2244,8.3684,0.6335,0.4999,0.3967,1.1307,3.2062,3.6743,3.6246,2.021,2.0192,6.3582,9.7765,1.3328,0.1223,0.0247,2.7928,3.555,-442.6,1.22,123.93,19.1
WUCBEE,84.46,-0.92,16.6,-3.9675,-3.1799,2.07,1.94,-0.05,0.04,2.5,73.29,88.67,0.0185,-0.6536,-0.62,2.3386,2.7295,1.3401,28.8217,7.253,25.2578,8.3893,0.6108,0.4437,0.427,1.1538,3.2028,3.512,3.6442,2.0141,2.0183,6.2836,9.8204,1.5591,0.4164,0.047,2.7919,3.5549,-442.95,1.22,124.94,36.1
HPMSAH,84.29,1.77,12,-3.1758,-2.1912,2.01,1.98,-0.09,0,2.45,86.45,83.26,0.042,-0.6107,-0.6892,2.2081,2.5583,1.4669,28.8938,7.2338,25.2315,8.4225,0.7166,0.2453,0.4381,1.2454,3.2206,3.4915,3.6728,2.033,2.0216,6.3108,9.8552,1.4912,0.3798,0.0401,2.7893,3.5584,-366.54,1.24,126.24,44.7
BUYNUE,94.28,-2.63,13.3,-3.7963,-2.5041,1.85,2.01,0.07,-0.08,2.5,72.46,90.64,0.0995,-0.464,-0.6686,3.0992,2.7254,1.3769,29.2139,7.2364,25.2238,8.3972,0.6135,0.4491,0.7201,1.2005,3.199,3.6071,3.4961,2.011,2.0301,6.2471,9.7945,1.58,0.3794,0.051,2.7899,3.5551,-431.1,1.22,125.09,66.2
ATZCBX,85.36,-0.79,9.2,-3.4844,-2.1875,2.09,1.96,-0.09,0.03,2.42,78.61,84.01,0.0242,-0.0791,-0.397,2.1663,2.6004,1.3592,28.8803,7.2621,25.2612,8.4183,0.6905,0.2949,0.3743,1.2194,3.2112,3.4934,3.6446,2.0198,2.0205,6.3821,9.8952,1.2224,0.0602,0.006,2.7896,3.5586,-394.89,1.23,126.8,36.7
RIHYIS,93.4,1.37,18.9,-3.1373,-2.1502,1.96,1.95,-0.03,-0.03,2.43,82.35,82.96,0.0412,-0.6455,-0.807,2.2705,2.5528,1.3858,28.8835,7.2433,25.2593,8.4163,0.692,0.2727,0.4963,1.2222,3.2173,3.4317,3.6905,2.0248,2.0196,6.289,9.8523,1.5458,0.436,0.0485,2.7888,3.556,-377.71,1.23,126.56,39.6
VELZES01,81.18,0.03,17.8,-4.634,-3.4812,2.02,2,-0.02,0.02,2.57,77.86,90.75,0.005,-0.5859,0.0036,2.5617,2.7776,1.3939,28.8933,7.2158,25.2147,8.3798,0.6272,0.44,0.4707,1.1535,3.2118,3.5418,3.6399,2.0142,2.0155,6.3297,9.7959,1.5156,0.1187,0.0212,2.7924,3.5541,-424.57,1.22,124.27,32.4
XEYGEN,101.41,-3.51,17.7,-2.8967,-2.6513,1.94,1.93,0.01,0.02,2.68,75.17,97.2,-0.1406,-0.7381,-0.7374,2.541,2.7311,1.2227,28.9179,7.2345,25.3918,8.4238,0.4577,0.3399,0.5562,1.3049,3.2043,3.5575,3.724,2.0203,2.0174,6.284,9.8242,1.6975,0.4012,0.0841,2.7899,3.5628,-286.46,1.24,126.78,39.8
USIJUC,85.15,-2.02,20.5,-4.6491,-3.9387,1.86,1.95,0.04,0.05,2.58,74.48,91.16,0.1494,-0.5907,-0.5529,2.7939,2.8444,1.5108,28.8413,7.2276,25.1251,8.3693,0.5835,0.5495,0.6463,1.1245,3.1954,3.6396,3.5692,2.0216,2.0217,6.28,9.7026,1.4553,0.4099,0.0332,2.7905,3.5516,-418.97,1.22,124.19,32.5
NURQEW,87.04,0.34,9.1,-2.732,-2.006,2.02,1.93,-0.06,0,2.43,84.43,64.94,0.0584,-0.5393,-0.6975,2.6593,2.72,1.4027,28.9561,7.1544,25.2755,8.4255,0.621,0,0.4523,1.6444,3.2169,3.922,3.5029,2.0746,2.0435,6.2631,9.7987,1.5706,0.4015,0.0456,2.7869,3.5207,-270.76,1.28,126.56,46.8
PIMGAV,94.52,0.46,13.4,-3.6446,-2.801,1.96,1.92,-0.06,-0.01,2.43,82.48,83.94,0.0624,-0.5853,-0.6369,2.3035,2.5747,1.4216,28.826,7.2434,25.2162,8.4183,0.7062,0.294,0.4667,1.2124,3.2168,3.4706,3.6463,2.0224,2.0176,6.275,9.8376,1.4528,0.4374,0.0343,2.7896,3.5561,-388.5,1.23,126.36,38.1
PIZBUX,100.04,-0.52,21.2,-3.2527,-2.2874,2.04,1.96,-0.05,-0.03,2.46,76.32,84.21,0.0097,-0.6374,-0.7997,2.2732,2.6103,1.2779,28.8342,7.291,25.2943,8.3979,0.6679,0.3265,0.4123,1.1662,3.218,3.5208,3.6511,2.0175,2.0195,6.2835,9.8593,1.5268,0.4503,0.0609,2.792,3.5568,-430.67,1.23,125.93,38.3
QIVZIH,102.31,-3.71,21.2,-3.3141,-2.2348,2.01,1.97,0.03,-0.01,2.42,81.95,78.17,0.0682,-0.5444,-0.1723,2.0901,2.5826,1.3931,28.8599,7.1957,25.2174,8.5256,0.7436,0.1777,0.3708,1.4007,3.2145,3.6485,3.7258,2.0268,2.0234,6.3352,9.8617,1.556,0.0757,0.0137,2.7811,3.5317,-395.63,1.24,126.73,35.8
BEYHAQ,87.75,9.24,15.2,-3.8206,-3.0658,1.95,1.93,-0.1,-0.04,2.5,80.28,86.95,0.0026,-0.6474,-0.6565,2.5567,2.6691,1.35,28.8411,7.2476,25.253,8.4118,0.693,0.4154,0.5053,1.1546,3.2123,3.6208,3.5436,2.0111,2.0233,6.2786,9.7754,1.4825,0.4008,0.0376,2.7914,3.5576,-409.34,1.23,125.26,37.4
NEJGAM,93.07,5.25,16.3,-3.8845,-2.6857,1.91,1.95,-0.05,-0.05,2.5,75.65,87.06,0.0222,-0.5903,-0.69,2.5121,2.6905,1.3087,28.8153,7.2704,25.2739,8.4026,0.6752,0.4104,0.5003,1.1896,3.2077,3.6316,3.6006,2.0142,2.0288,6.2735,9.7857,1.4521,0.393,0.0396,2.7915,3.5583,-427.96,1.23,125.33,36.9
QECCOQ,61.89,-28.04,12.8,-3.6758,-2.4045,2.33,1.96,1.32,0.06,2.48,79.88,87.83,0.0152,-0.6724,-0.1204,2.0928,2.6279,1.3927,28.9066,7.2669,25.2497,8.4187,0.6501,0.3627,0.2254,1.1818,3.2122,3.5224,3.6255,2.0156,2.0192,6.3846,9.8713,1.5855,0.0816,0.012,2.7901,3.5574,-381.51,1.23,126.31,45.2
ZEVDAF,81.11,0.36,14.8,-3.3223,-2.2233,2.17,1.97,-0.04,0,2.44,81.97,84.38,0.0186,-0.6334,-0.2095,2.1,2.6151,1.3785,28.8407,7.2527,25.2601,8.4377,0.7027,0.3018,0.2904,1.2394,3.2131,3.5306,3.6158,2.0179,2.0219,6.355,9.8712,1.5331,0.078,0.0155,2.789,3.5588,-373.5,1.23,126.79,40.2
OYOROL,81.03,0.18,18,-4.6119,-3.4056,2.03,2,-0.02,0.01,2.56,77.86,90.44,0.0073,-0.5927,0.0032,2.5395,2.7661,1.3943,28.8879,7.2182,25.2153,8.3792,0.6302,0.4336,0.4631,1.1561,3.2119,3.5353,3.6438,2.0146,2.0153,6.3299,9.7996,1.5235,0.1188,0.021,2.7924,3.5542,-426.07,1.22,124.35,32.8
GAQDAG,79.42,1.53,15.6,-4.6211,-3.5772,2.05,1.96,-0.09,0.11,2.6,78.88,90.53,0.0554,-0.1037,0.1844,2.6548,2.7498,1.4251,28.9372,7.1798,25.1909,8.3699,0.6142,0.419,0.4111,1.221,3.2178,3.589,3.6136,2.0166,2.0203,6.3525,9.7779,1.2375,0.1353,0.0322,2.7909,3.5554,-432.84,1.23,121.96,66.9
XOXZES,97.22,-7.79,25.7,-4.0273,-2.6704,2.08,1.95,-0.09,0.04,2.46,75.05,87.06,0.0408,-0.5381,-0.517,2.2432,2.6544,1.3576,28.8888,7.255,25.2403,8.4042,0.6388,0.3809,0.4086,1.186,3.2108,3.4751,3.6638,2.0154,2.0184,6.2836,9.8603,1.5877,0.3767,0.0338,2.7916,3.5561,-433.25,1.23,125.2,20.6
SEDLAQ,85.56,-0.36,12.3,-4.3663,-3.8216,2.33,1.92,-0.21,0.13,2.35,82.74,64.08,0.1778,-0.0896,-0.546,2.4838,2.7557,1.509,28.931,7.1823,25.1028,8.4569,0.768,0,0.2752,1.5673,3.196,3.8516,3.536,2.0556,2.0242,6.2786,9.8173,1.2157,0.3869,0.0444,2.7729,3.5015,-363.24,1.27,128.45,50.5
MIZHEK,90.85,0.23,29.2,-4.1426,-2.9445,2.04,1.89,-0.11,0.04,2.51,73.21,88.64,0.0058,-0.5424,-0.5938,2.4151,2.7257,1.2896,28.8299,7.2512,25.2682,8.3953,0.6402,0.4531,0.3941,1.1696,3.2038,3.5851,3.6372,2.019,2.0131,6.2831,9.8092,1.6005,0.4885,0.0707,2.7927,3.5561,-443.9,1.22,124.16,25
FIVHAT,94.19,-0.36,15.3,-3.2968,-2.125,1.97,1.95,-0.04,-0.04,2.39,87.18,80.32,0.0842,-0.4928,-0.708,2.1284,2.5726,1.4667,28.8568,7.2312,25.1976,8.4478,0.7828,0.2197,0.4334,1.2645,3.2184,3.4505,3.6961,2.0188,2.0258,6.2947,9.8616,1.6189,0.4164,0.0539,2.7866,3.5578,-360.03,1.23,127.06,42.9
HICYAW,79.35,2.13,12.7,-3.2789,-1.9888,2.1,2.01,-0.09,-0.04,2.33,90.59,62.29,0.1472,-0.6167,-0.4272,2.2374,2.7326,1.5245,28.9489,7.1854,25.1536,8.4771,0.7956,0,0.3637,1.5496,3.1927,3.4567,3.5947,2.0299,2.0211,6.3331,9.8643,1.5349,0.0796,0.0175,2.7755,3.5246,-343.16,1.26,127.74,47.5
WAJRAE,88.92,-1.8,13.4,-2.7579,-2.0271,1.96,1.92,-0.02,0.07,2.48,82.79,65.4,-0.0246,-0.6863,-0.742,2.7532,2.7257,1.295,28.9688,7.144,25.3488,8.4233,0.5574,0,0.5252,1.6515,3.2204,3.8436,3.5973,2.0783,2.0273,6.2556,9.7746,1.6118,0.4109,0.0409,2.7881,3.5118,-252.69,1.28,126.25,45.5
JUZCEP,79.61,0.87,14.8,-4.0652,-2.4562,2.26,1.95,-0.1,0.02,2.45,76.91,85.58,0.0033,-0.1569,-0.1392,2.0857,2.6999,1.3218,28.7988,7.2766,25.2645,8.4126,0.6839,0.3897,0.2476,1.1895,3.2118,3.5218,3.6453,2.0144,2.0194,6.3663,9.8878,1.2093,0.095,0.0151,2.7925,3.5558,-430.82,1.23,125.34,35.9
VOHCEC,86.1,-1.82,9.6,-3.8481,-2.2848,2.08,1.95,-0.04,0.02,2.45,79.96,85.18,0.0358,-0.1244,-0.1313,2.2363,2.5902,1.3988,28.9269,7.2468,25.2367,8.4142,0.6784,0.279,0.3969,1.2211,3.2148,3.4917,3.6413,2.021,2.0186,6.383,9.9028,1.355,0.121,0.0243,2.79,3.557,-393.31,1.23,126.57,35.6
CHMPIP,97.57,-14.38,25.2,-3.5883,-2.0671,1.82,1.98,0.28,-0.05,2.32,86.99,61.18,0.246,-0.5267,-0.822,3.1435,2.7232,1.4343,29.2651,7.1554,25.1782,8.4199,0.7767,0,0.7646,1.6164,3.1974,3.6834,3.5043,2.0491,2.0253,6.2027,9.7931,1.6389,0.4436,0.0562,2.7788,3.5009,-318.58,1.27,125.79,78.3
TAGGOZ,100.43,2.06,18.7,-3.3763,-2.4706,1.96,1.93,-0.03,-0.03,2.43,81.87,82.38,0.0465,-0.597,-0.8435,2.3669,2.5613,1.365,28.8227,7.2684,25.2506,8.4111,0.7077,0.2709,0.4908,1.2128,3.2182,3.4589,3.6835,2.0207,2.0198,6.2904,9.82,1.4906,0.4157,0.0438,2.7897,3.5572,-388.94,1.23,126.41,38.9
SALBZF,91.49,6.95,23.9,-3.9258,-2.9484,1.91,1.98,-0.04,-0.07,2.49,77.27,86.63,0.0511,-0.6287,-0.6861,2.5734,2.6903,1.3441,28.8792,7.2637,25.2595,8.4052,0.6864,0.4159,0.5361,1.1833,3.207,3.7219,3.5558,2.0197,2.0347,6.2674,9.7846,1.4376,0.3847,0.0372,2.7912,3.5586,-418.17,1.23,125.44,39.9
NOHDUK,94.79,0.57,16.5,-3.3777,-2.173,1.94,1.94,-0.05,-0.03,2.41,82.38,82.54,0.0603,-0.5975,-0.6863,2.2771,2.5532,1.3993,28.8263,7.2556,25.2335,8.4184,0.7195,0.2712,0.5044,1.218,3.2172,3.5798,3.5669,2.0226,2.0244,6.2776,9.8476,1.5299,0.4084,0.0371,2.7891,3.5576,-381.58,1.23,126.59,38.6
GOSLIJ,79.04,0.18,25.7,-3.2711,-2.2608,2.25,1.96,-0.07,0,2.46,76.79,85.97,-0.012,-0.645,-0.1728,2.0037,2.6503,1.2957,28.8397,7.251,25.3011,8.4055,0.6653,0.372,0.2087,1.1829,3.2078,3.5774,3.6472,2.0172,2.0282,6.3655,9.8658,1.5521,0.0771,0.0134,2.7907,3.5572,-402.44,1.23,126.31,35.5
TEGJUN,82.29,3.48,24.7,-3.1056,-2.0694,2.15,1.97,-0.18,-0.02,2.39,80.33,80.23,0.0618,-0.5156,-0.2973,2.0363,2.5421,1.3553,28.8228,7.2659,25.2566,8.4146,0.7151,0.255,0.3032,1.2034,3.2156,3.5166,3.6214,2.0195,2.0243,6.3598,9.8871,1.4882,0.0736,0.0098,2.7875,3.555,-392.2,1.23,126.61,45.2
SILZIW,83.97,0.22,16.7,-3.4234,-1.938,2.09,1.95,-0.08,0,2.31,86.69,61.67,0.1406,-0.11,-0.3911,2.3702,2.7411,1.4866,28.9783,7.1792,25.1618,8.4815,0.8235,0,0.3554,1.5541,3.1918,3.6212,3.6056,2.042,2.0276,6.3409,9.8747,1.2863,0.0609,0.0092,2.7748,3.5198,-338.65,1.26,127.68,54.4
