Ligand,Bite_Angle,D_Bite_Angle,Cone_Angle,Sterimol_B1,Sterimol_B5,Sterimol_L,PC_Buried_Volume_35A,PC_Buried_Volume_5A,PC_Buried_Volume_7A,SASA,HOMO_Energy,LUMO_Energy,Cu_L1,Cu_L2,D_Cu_L1,D_Cu_L2,Cu_I,Cu_I_C,I_C_Cu,Lowdin_Charge_Cu,Lowdin_Charge_C,Lowdin_Charge_I,Lowdin_Charge_L1,Lowdin_Charge_L2,Bonded_Valence_Cu,Bonded_Valence_C,Bonded_Valence_I,Bonded_Valence_L1,Bonded_Valence_L2,Atomic_Population_Cu,Atomic_Population_C,Atomic_Population_I,Atomic_Population_L1,Atomic_Population_L2,Bond_Order_Cu_I,Bond_Order_Cu_L1,Bond_Order_Cu_L2,Orbital_Charge_C_s,Orbital_Charge_C_pz,Orbital_Charge_C_px,Orbital_Charge_C_py,Orbital_Charge_I_pz,Orbital_Charge_I_px,Orbital_Charge_I_py,Orbital_Charge_I_d,Orbital_Charge_I_dxz,Orbital_Charge_I_dyz,Orbital_Charge_I_dxy,Orbital_Charge_I_dz2,Orbital_Charge_I_dx2y2,Orbital_Charge_Cu_s,Orbital_Charge_Cu_p,Orbital_Charge_Cu_pz,Orbital_Charge_Cu_px,Orbital_Charge_Cu_py,Orbital_Charge_Cu_d,Orbital_Charge_Cu_dxz,Orbital_Charge_Cu_dyz,Orbital_Charge_Cu_dxy,Orbital_Charge_Cu_dz2,Orbital_Charge_Cu_dx2y2,Orbital_Charge_L1_pz,Orbital_Charge_L1_px,Orbital_Charge_L1_py,Orbital_Charge_L1_d,Orbital_Charge_L1_dyz,Orbital_Charge_L1_dz2,Orbital_Charge_L2_pz,Orbital_Charge_L2_px,Orbital_Charge_L2_py,Orbital_Charge_L2_d,Orbital_Charge_L2_dyz,Orbital_Charge_L2_dz2,ImgFreq,Ea
QIXBUW,91.24,4.63,220.61,3.88,7.99,8.92,43.5,33.8,20.5,778.53,-3.483,-2.1719,2,2.11,-0.05,-0.2,2.61,48.33,74.01,0.3074,-0.1845,0.1408,-0.1792,-0.7265,3.0223,3.778,1.2578,2.9233,1.8279,29.0934,5.8707,25.1952,7.1549,8.464,0.584,0.5667,0.3961,2.92,1.0989,1.0616,1.0102,3.7993,3.8468,3.3014,10.1717,2.013,2.0582,2.043,2.0169,2.0406,6.3121,12.6438,4.2386,4.1747,4.2305,9.7366,1.8855,1.9748,2.0093,1.9755,1.8916,1.291,1.3357,1.3086,0.0757,0.0177,0.0118,1.4572,1.513,1.781,0.4383,0.112,0.1241,-113.62,20.5
YOBKAE,74.48,7.51,191.56,2.81,9.91,13.53,33.1,27.8,17.8,850.96,-4.5267,-2.9393,2.53,2.03,-0.53,0.06,2.5,46.46,68.73,0.2774,-0.1524,0.0835,-0.1124,-0.1443,3.0168,3.74,1.3157,2.7976,3.1637,29.1018,5.7721,25.1407,7.0596,7.0508,0.7369,0.1326,0.3962,2.915,0.985,1.0432,1.1166,3.3107,3.8359,3.8632,10.1414,2.0394,2.0328,2.0143,2.0447,2.0101,6.3172,12.6418,4.2339,4.2387,4.1692,9.7635,1.986,2.0366,1.9395,1.8913,1.9101,1.2408,1.2463,1.2798,0.1113,0.0168,0.0144,1.3263,1.3899,1.1805,0.0917,0.0176,0.0088,-118.7,32.6
HATPIC,89.68,9.18,181.28,2.61,9.85,9.1,34,28.7,21.9,750.34,-4.3725,-2.8412,2.25,2.01,-0.33,-0.05,2.56,47.88,71.22,0.3898,-0.1667,0.1954,-0.5276,-0.6127,2.8528,3.8699,1.3313,2.0342,2.0507,29.0633,5.9032,25.1021,8.359,8.311,0.6881,0.2433,0.3964,2.917,1.0006,1.0334,1.1229,3.2788,3.7953,3.8396,10.137,2.0459,2.0287,2.0125,2.0416,2.0082,6.2952,12.578,4.2584,4.2039,4.1157,9.737,2.0039,1.9793,1.9748,1.8617,1.9173,1.4876,1.4966,1.6329,0.3937,0.0433,0.0507,1.478,1.4602,1.7231,0.4625,0.0664,0.0663,-129.34,3.3
CAXDEK,58.14,-12.93,143.11,2.32,5.72,10.9,22.3,14.2,8.8,637.46,-4.0792,-2.387,2.39,2.13,-0.5,1,2.54,47,71.87,0.397,-0.1699,0.1574,-0.5317,-0.6635,2.9524,3.8239,1.3287,1.9382,1.8756,29.1648,5.8388,25.1378,8.4912,8.5937,0.7285,0.1958,0.3967,2.9119,1.02,1.0356,1.1067,3.4435,3.7405,3.7639,10.1452,2.0461,2.0315,2.0232,2.0327,2.0117,6.2878,12.5633,4.231,4.1906,4.1417,9.7519,1.9191,1.9937,1.9858,1.9493,1.904,1.5069,1.5561,1.6208,0.3131,0.0472,0.0404,1.5864,1.6629,1.4764,0.4055,0.0658,0.0505,-95.99,34.3
DAQCOQ,79.62,1.86,195.05,1.4,9.6,8.47,32.8,22,13,660.31,-4.7089,-2.8988,2.14,2.05,-0.1,-0.07,2.53,46.63,69.6,0.2771,-0.161,0.1192,-0.6224,-0.0694,2.9516,3.9276,1.3366,2.0368,3.1954,29.1193,5.9382,25.1027,8.4199,7.0799,0.7283,0.3425,0.3967,2.9169,0.9814,1.0659,1.104,3.2683,3.8534,3.8581,10.1312,2.0406,2.0332,2.0091,2.041,2.0073,6.3209,12.6572,4.2738,4.2216,4.1619,9.7448,2.0005,1.9923,1.9313,1.8694,1.9513,1.5368,1.4741,1.6942,0.3963,0.0355,0.0592,1.2709,1.3493,1.2102,0.0908,0.0185,0.0092,-131.89,16.2
PALQUQ,86.33,-4.64,230.84,3.1,11.12,8.37,42.1,34.3,21.2,763.24,-4.5078,-2.802,2.02,2.07,0.06,-0.04,2.54,46.21,70.75,0.2874,-0.1671,0.1542,-0.66,-0.1095,3.0726,3.8018,1.3523,1.8486,3.1179,29.1599,5.8338,25.1041,8.4917,7.1604,0.7017,0.5334,0.3968,2.9132,0.992,1.0476,1.1199,3.2857,3.8254,3.8327,10.1416,2.0458,2.0327,2.0125,2.0402,2.0103,6.2965,12.6669,4.2553,4.2358,4.1758,9.7492,1.9996,1.9872,1.969,1.8758,1.9176,1.643,1.4315,1.6575,0.4261,0.0449,0.0748,1.3563,1.3148,1.1969,0.0829,0.0205,0.0108,-108.53,27.5
JOPPIN,82.92,3.17,184.29,1.92,7.8,12.39,32.4,24.1,14.6,745.07,-4.2959,-2.5758,2.26,2.04,-0.28,0.1,2.55,47.22,71.18,0.2285,-0.1787,0.1149,-0.14,-0.1202,2.9103,3.8982,1.3229,3.0482,3.2473,29.0371,5.8968,25.1236,7.0211,6.9418,0.675,0.2635,0.3969,2.9175,1.0019,1.0419,1.1238,3.2957,3.8272,3.8556,10.1461,2.0479,2.0299,2.0138,2.0452,2.0093,6.3418,12.6698,4.2754,4.2355,4.1589,9.7599,2.0072,1.992,1.9892,1.8578,1.9137,1.2045,1.3702,1.2959,0.0889,0.0141,0.009,1.2242,1.4187,1.2227,0.0971,0.0197,0.0087,-123.07,17
TIVMAN,67.41,0.61,207.19,1.89,8.85,6.45,38,29.4,17.3,647.36,-3.2525,-2.0089,1.95,2.03,0,-0.07,2.61,53.4,73.77,0.1999,-0.2308,0.2716,-0.202,-0.1973,2.867,3.9016,1.3626,2.9712,2.8284,29.0918,6.0443,25.1134,7.0808,7.0939,0.4917,0.5017,0.3969,2.9192,1.1174,1.04,1.0593,3.7032,3.7817,3.3482,10.1985,2.0273,2.045,2.0459,2.0375,2.0428,6.3214,12.659,4.2449,4.1936,4.2204,9.8197,1.9875,1.9896,1.959,1.9861,1.8974,1.4195,1.3452,1.2183,0.082,0.0126,0.0097,1.3973,1.369,1.1785,0.0813,0.0155,0.0114,-97.79,25
KIWCIE,77.18,10.96,167.07,1.63,10.46,7.2,29.4,20.8,13.4,667.01,-4.5313,-2.9062,2.3,2.03,-0.34,-0.01,2.5,45.54,68.4,0.4063,-0.1366,0.1008,-0.4955,-0.4796,3.0362,3.8625,1.3101,1.9687,2.1067,29.1627,5.8174,25.1299,8.4041,8.3669,0.8112,0.1844,0.397,2.9116,0.9815,1.0403,1.1097,3.3467,3.7937,3.8662,10.1213,2.0307,2.0275,2.0109,2.0417,2.0105,6.2792,12.5836,4.2148,4.227,4.1418,9.731,1.9272,2.0105,1.9391,1.9119,1.9423,1.4581,1.4616,1.6916,0.3744,0.0494,0.0525,1.4773,1.4251,1.6975,0.3997,0.0538,0.0636,-128.93,12.8
IKUPAI,81.13,1.2,211.55,2.16,11.17,9.91,34.9,26.5,17,824.83,-4.6278,-2.7739,2.1,2.13,-0.05,-0.12,2.53,47.25,70.22,0.2682,-0.1623,0.1503,-0.0567,-0.6376,2.9871,3.9415,1.3646,2.9748,1.9697,29.1863,5.9386,25.0842,6.9508,8.4913,0.7212,0.3417,0.397,2.9159,0.9888,1.0726,1.0917,3.2886,3.8503,3.8122,10.1372,2.0359,2.0386,2.0101,2.0418,2.0108,6.3195,12.6538,4.2746,4.2067,4.1725,9.7586,2.0044,1.9964,1.9194,1.8707,1.9677,1.3169,1.4088,1.0412,0.1138,0.0204,0.012,1.5257,1.4734,1.6872,0.4322,0.0492,0.0667,-120.85,16.8
YIZDUH,77.67,3.49,194.87,2.34,11.57,9.38,27.6,20.4,13.9,754.59,-4.3675,-2.6451,2.42,2.04,-0.45,0.11,2.52,46.46,69.71,0.3573,-0.1526,0.101,-0.1303,-0.5804,2.9638,3.8577,1.3154,2.9993,2.1019,29.0874,5.8267,25.1461,7.0478,8.4,0.7453,0.1367,0.3971,2.9128,0.9736,1.0478,1.1246,3.245,3.8388,3.9141,10.1374,2.0457,2.027,2.0091,2.049,2.0066,6.288,12.5965,4.2355,4.2072,4.1537,9.7582,2.0024,2.0206,1.9447,1.872,1.9187,1.2226,1.3992,1.2,0.0895,0.0144,0.0097,1.5189,1.4949,1.6608,0.3954,0.0414,0.0502,-110.61,30.8
HIJBAD,76.25,4.77,163.9,1.7,5.42,12,25.6,15.3,9.5,659.9,-4.5087,-3.9964,2.4,2.03,-0.29,-0.04,2.51,46.25,67.81,0.39,-0.1297,0.0924,-0.5244,-0.5069,3.0424,3.8742,1.3021,2.0503,2.142,29.1644,5.8387,25.1523,8.4193,8.3883,0.7871,0.1463,0.3971,2.9149,0.9942,1.0222,1.1069,3.3473,3.8222,3.8406,10.1219,2.042,2.0295,2.0129,2.0313,2.0061,6.2945,12.5931,4.2516,4.2023,4.1392,9.7225,1.9805,1.9924,1.9709,1.876,1.9027,1.4664,1.4752,1.6965,0.3467,0.0253,0.0444,1.4682,1.532,1.6093,0.3914,0.0422,0.0481,-163.99,2.7
LANFIR,70.29,6.98,189.34,3.87,8.49,7.79,29,26.7,19.4,702.8,-4.4814,-3.2804,2.54,2.02,-0.45,0.03,2.49,46.53,68.46,0.3511,-0.1458,0.1268,-0.047,-0.6325,2.9874,3.7713,1.3404,3.0356,2.0687,29.1078,5.8034,25.1381,7.0265,8.517,0.7712,0.106,0.3972,2.9136,0.9926,1.0263,1.12,3.319,3.8044,3.8535,10.1357,2.0482,2.0302,2.013,2.0359,2.0083,6.2964,12.6068,4.244,4.2063,4.1565,9.7457,1.9847,2.0142,1.9871,1.8897,1.8699,1.1555,1.2662,1.3162,0.1166,0.0204,0.0185,1.5762,1.4774,1.6174,0.4676,0.0634,0.0584,-123.39,16.8
KIZLUB,76.2,4.75,164.39,4.08,7.91,10.45,26.9,21.7,17.5,728.74,-4.14,-2.46,2.32,2.07,-0.28,-0.03,2.53,47.43,71.25,0.3967,-0.1613,0.1729,-0.5995,-0.5753,2.9743,3.8955,1.3422,1.9878,2.0685,29.1377,5.8915,25.1434,8.4635,8.4519,0.721,0.1942,0.3972,2.9118,0.9946,1.0376,1.1226,3.3079,3.7475,3.8781,10.1473,2.0563,2.0299,2.0123,2.0399,2.009,6.2782,12.5693,4.2441,4.1895,4.1357,9.7559,1.9474,1.9813,1.9769,1.9254,1.9248,1.5281,1.4574,1.6851,0.3914,0.0394,0.0515,1.5193,1.5129,1.6226,0.4092,0.0388,0.053,-105.61,16.9
PEXJOR,83.29,2.18,178.54,2.44,5.94,9.76,27.8,18.4,12.1,619.01,-3.238,-1.5236,2.02,2.1,-0.02,-0.12,2.63,57.74,70.75,0.3624,-0.2109,0.2271,-0.7341,-0.6732,2.5577,3.8106,1.3352,1.9018,1.9201,28.9574,5.9465,25.1663,8.5632,8.4999,0.5112,0.5093,0.3973,2.9263,1.0419,1.0437,1.1076,3.5331,3.6777,3.6731,10.1836,2.0507,2.0424,2.0345,2.0397,2.0162,6.2873,12.5536,4.2227,4.1891,4.1418,9.7967,1.9661,1.9715,1.9744,1.9411,1.9436,1.6387,1.532,1.6135,0.4157,0.0464,0.0547,1.5884,1.4443,1.7125,0.3875,0.0328,0.0463,-114.72,17.1
PADYEY,84.41,9.54,175.87,2.56,8.28,11.97,30.4,24,19.1,821.87,-4.4085,-3.0485,2.26,2.01,-0.34,0.03,2.52,47.24,70.27,0.3807,-0.1653,0.158,-0.4941,-0.4847,2.8868,3.8831,1.3496,2.0753,2.0613,29.0913,5.9055,25.1031,8.3526,8.3822,0.7707,0.2392,0.3974,2.9143,0.9904,1.0438,1.1227,3.2874,3.7956,3.8702,10.1321,2.0356,2.0274,2.0099,2.0498,2.0093,6.2994,12.5851,4.2554,4.218,4.1117,9.7348,1.9676,1.9879,1.9574,1.8836,1.9383,1.4043,1.4764,1.7103,0.3848,0.0399,0.0472,1.4666,1.4266,1.7057,0.4057,0.0507,0.0579,-133.5,7.7
URUPUT,79.06,0.84,208.77,2.27,9.5,9.08,40,31.8,16.6,668.16,-4.1356,-2.6277,2.16,2.16,-0.02,-0.16,2.53,46.71,70.04,0.3074,-0.1607,0.1442,-0.5043,-0.1977,2.9998,3.516,1.3164,1.9881,2.7181,29.088,5.6275,25.1563,8.3892,7.3322,0.7294,0.2647,0.3974,2.9147,1.0836,1.0432,1.025,3.6678,3.8033,3.4835,10.1423,2.0221,2.0351,2.0384,2.0249,2.0218,6.3218,12.6375,4.2525,4.2046,4.1804,9.7332,1.9755,1.9924,1.9831,1.9399,1.8424,1.4623,1.528,1.6246,0.3776,0.0548,0.0576,1.31,1.3518,1.2739,0.0759,0.0177,0.0117,-119.48,26.6
GIPGIV,77.49,3.89,165.28,1.7,6.32,12.88,26.8,17.9,10.1,666.25,-4.4038,-3.5941,2.42,2.05,-0.43,0.07,2.51,46.45,68.67,0.3493,-0.1461,0.0941,-0.0474,-0.5893,3.008,3.8991,1.3169,2.9045,2.1139,29.1224,5.861,25.1469,6.8905,8.399,0.7742,0.1329,0.3975,2.9145,0.9974,1.0462,1.0953,3.3626,3.8349,3.8094,10.1317,2.0398,2.036,2.0155,2.0332,2.0072,6.2937,12.6064,4.2414,4.201,4.164,9.7506,1.9927,2.0039,1.9449,1.8971,1.9121,1.154,1.3754,1.176,0.1233,0.0233,0.0139,1.5409,1.4993,1.6447,0.3929,0.0405,0.0487,-132.94,25
XOXDOG,69.63,10.51,189.17,1.98,11.42,9.01,29.4,23.6,15.7,739.2,-4.3919,-2.726,2.65,2.04,-0.54,-0.05,2.54,47.5,70.22,0.3614,-0.1574,0.1491,-0.0904,-0.5958,2.9777,3.7573,1.3297,2.9453,2.0613,29.1367,5.8048,25.1378,7.0329,8.4071,0.7248,0.1004,0.3976,2.9168,0.9928,1.026,1.1293,3.3043,3.748,3.9006,10.1388,2.0563,2.0251,2.0102,2.038,2.0092,6.2977,12.5878,4.2508,4.2008,4.1361,9.7531,1.9598,1.9954,1.985,1.9078,1.9051,1.3216,1.212,1.2395,0.112,0.0256,0.012,1.5031,1.5047,1.6568,0.4242,0.0651,0.0614,-121.27,13.8
LUCIFN01,80.19,5.04,206.85,2.16,10.33,6.95,36.6,26.6,15.2,640.37,-3.5216,-2.4107,2.21,2.06,-0.25,-0.11,2.63,52.31,73.94,0.3483,-0.2162,0.2405,-0.1527,-0.5922,2.7953,3.8862,1.3393,2.9295,1.86,29.0114,5.9887,25.11,7.0781,8.4011,0.5339,0.3167,0.3976,2.9219,1.0697,1.0475,1.0843,3.6222,3.6802,3.5695,10.1684,2.0355,2.0375,2.0439,2.0318,2.0197,6.2818,12.5567,4.2058,4.1805,4.1704,9.8131,1.9344,2.0034,1.9755,1.9701,1.9298,1.2183,1.4067,1.2384,0.0888,0.0174,0.0138,1.5738,1.5318,1.5923,0.3819,0.0584,0.0504,-110.65,29.1
IKEYOP,83.87,-0.47,181.09,2.96,6.18,6.69,35.3,28.8,13.7,545.41,-2.674,-1.3309,1.97,2.08,-0.04,0,2.55,60.48,67.12,0.3531,-0.2054,0.2226,-0.7988,-0.5845,2.7276,3.7192,1.3734,1.7457,1.8774,29.0113,5.8743,25.2119,8.5414,8.4425,0.6022,0.5821,0.3978,2.9301,1.049,1.0371,1.0992,3.5743,3.6599,3.6407,10.2064,2.0511,2.0489,2.0424,2.0404,2.0236,6.2916,12.5806,4.223,4.1989,4.1587,9.7747,1.9938,1.9803,1.9546,1.92,1.926,1.7556,1.5047,1.5643,0.437,0.0509,0.0643,1.5456,1.4476,1.7001,0.3755,0.0368,0.0573,-134.17,23.8
AYUDAA,82.37,15.94,178.69,1.7,10.39,9.65,31.6,22.6,16.9,804.92,-3.404,-2.0012,2,2.08,-0.11,-0.21,2.59,56.36,71.08,0.3712,-0.2148,0.2457,-0.6949,-0.623,2.709,3.9089,1.3731,1.9735,2.0194,29.0422,6.0088,25.1273,8.4898,8.3975,0.5731,0.525,0.3979,2.9237,1.0686,1.0268,1.1033,3.4443,3.7716,3.6588,10.1774,2.0376,2.0505,2.026,2.0378,2.0254,6.279,12.5518,4.2395,4.1726,4.1397,9.7981,1.9544,1.9942,1.9443,1.9493,1.9559,1.5702,1.4507,1.7404,0.4098,0.0374,0.0602,1.4936,1.4636,1.7138,0.4305,0.0493,0.0558,-161.07,20.1
XINKOX,78.07,5.7,163.77,4.56,10.09,13.76,26.4,21.3,17.8,933.48,-4.2835,-3.3103,2.46,2.06,-0.5,0.07,2.53,47.42,70.52,0.3886,-0.157,0.1757,-0.4754,-0.549,2.9607,3.9053,1.3562,2.0981,2.0746,29.1433,5.8935,25.1295,8.342,8.419,0.7337,0.115,0.3981,2.9125,1.0134,1.0169,1.1204,3.4468,3.6637,3.8203,10.1426,2.0452,2.0273,2.0198,2.0359,2.0145,6.2832,12.5711,4.2386,4.189,4.1435,9.7571,1.8604,1.996,1.9967,1.9804,1.9236,1.3695,1.5041,1.6961,0.366,0.0369,0.0465,1.5262,1.5458,1.5809,0.38,0.0482,0.0491,-112.28,3.9
INIDIU,81.65,9.85,174.03,1.86,8.12,7.32,30.1,23.3,15.3,646.05,-4.6344,-3.0911,2.22,2.01,-0.3,-0.03,2.51,45.99,67.37,0.4034,-0.1223,0.0883,-0.5699,-0.5545,3.1602,3.8191,1.2982,1.9768,2.1198,29.2177,5.7611,25.1366,8.352,8.299,0.807,0.2263,0.3982,2.9151,1.0165,1.031,1.069,3.4569,3.8269,3.7336,10.1149,2.0273,2.0354,2.015,2.0244,2.0128,6.2833,12.6039,4.2175,4.2248,4.1616,9.7094,1.983,2.0059,1.9271,1.8893,1.904,1.4344,1.5052,1.6861,0.4209,0.0497,0.0596,1.4742,1.4568,1.676,0.4615,0.0506,0.0566,-153.04,12
FAGLIM04,56.38,-10.88,149.26,2.16,15.69,8.04,22.4,16.8,11.8,815.08,-4.1952,-2.5019,2.53,2.09,-0.63,1.03,2.52,47.11,71.21,0.3937,-0.1648,0.1859,-0.5249,-0.6707,2.9873,3.8301,1.3424,1.9451,1.863,29.1631,5.8289,25.1366,8.461,8.552,0.7327,0.1244,0.3983,2.912,1.0567,1.0038,1.097,3.6687,3.5459,3.7051,10.1534,2.0315,2.026,2.0316,2.0307,2.0336,6.2861,12.5728,4.1968,4.2032,4.1728,9.7473,1.8486,2.0434,1.9135,1.9902,1.9516,1.5902,1.5367,1.5659,0.2914,0.0417,0.0431,1.5441,1.6778,1.5074,0.4106,0.0966,0.0611,-107.54,27
RIPZOF,57.75,-13.45,143.8,2.38,7.39,8.23,23,17.6,13.1,618.13,-4.164,-2.524,2.43,2.11,-0.54,1.06,2.53,46.74,70.84,0.3973,-0.1558,0.1695,-0.5381,-0.6678,3.0135,3.82,1.3288,1.9378,1.8512,29.1947,5.817,25.1455,8.4622,8.5743,0.7422,0.1618,0.3984,2.912,1.0037,1.0255,1.1197,3.3972,3.6904,3.8473,10.1448,2.0508,2.0272,2.0172,2.0362,2.0135,6.2865,12.5709,4.245,4.191,4.1349,9.7454,1.873,1.9815,1.9847,1.9679,1.9384,1.5218,1.5583,1.5947,0.3305,0.0532,0.0452,1.5907,1.6487,1.4848,0.4104,0.068,0.0546,-112.49,25.7
ESIYOU,84.14,5.11,192.88,4.59,8.33,10.03,37.5,32,25.1,811.76,-4.2481,-2.5818,2.28,2.07,-0.24,-0.04,2.57,47.92,71.01,0.2333,-0.1681,0.1063,-0.0892,-0.0669,2.9385,3.6899,1.2911,2.9218,3.0973,29.0171,5.7676,25.156,7.0056,6.9773,0.6537,0.2547,0.3984,2.9217,0.9932,1.021,1.1407,3.2912,3.7711,3.9192,10.1472,2.0658,2.0209,2.009,2.041,2.0105,6.3518,12.6674,4.2829,4.2458,4.1388,9.7476,1.9666,1.9837,2.0081,1.8732,1.9159,1.2878,1.112,1.3724,0.1134,0.0141,0.0137,1.3348,1.1895,1.2484,0.1154,0.019,0.0149,-137.94,20
TIVPOE,67.47,0.67,206.72,2.1,8.83,6.32,38.3,29.8,17.9,642.61,-3.2247,-1.9877,1.94,2.03,0,-0.07,2.61,53.31,73.8,0.2002,-0.2306,0.2674,-0.1986,-0.1991,2.8809,3.919,1.3596,2.9731,2.8185,29.1019,6.0573,25.1176,7.0703,7.0942,0.4908,0.5097,0.3984,2.9189,1.1187,1.0424,1.0556,3.7201,3.7849,3.332,10.1984,2.0259,2.0431,2.0465,2.0391,2.0438,6.3213,12.6596,4.2448,4.194,4.2208,9.8188,1.9867,1.9894,1.9578,1.9873,1.8977,1.4213,1.3406,1.2193,0.0819,0.0121,0.0097,1.4015,1.3611,1.1807,0.0811,0.0159,0.012,-102.46,26
SIVROH,82.37,15.07,178.21,1.7,10.82,10.5,32.4,23,16,848.25,-3.0324,-1.885,2.01,2.08,-0.1,-0.2,2.63,55.53,72.9,0.4273,-0.2223,0.2467,-0.6724,-0.6402,2.7783,3.9914,1.349,1.9644,1.9875,29.0845,6.0677,25.1209,8.4715,8.4297,0.5172,0.5139,0.3984,2.92,1.0893,1.035,1.085,3.5401,3.7791,3.5569,10.178,2.0339,2.0517,2.0269,2.0269,2.0386,6.2448,12.5119,4.182,4.1693,4.1607,9.8159,1.9721,2.004,1.9201,1.958,1.9618,1.5815,1.4362,1.7172,0.4165,0.0433,0.0558,1.497,1.4605,1.7412,0.4131,0.0457,0.0649,-127.34,28
ROFTOW,77.65,4.93,184.57,1.74,13.14,13.91,33.9,25.2,15.7,820.91,-4.3275,-2.5976,2.26,2.02,-0.24,0.01,2.54,47.88,71.09,0.2338,-0.1825,0.1334,-0.1277,-0.1011,2.9127,3.8164,1.341,3.0497,3.2615,29.0231,5.8593,25.1163,7.0108,7.0218,0.6851,0.242,0.3985,2.9185,0.993,1.0424,1.1353,3.2775,3.7895,3.8963,10.15,2.0394,2.0231,2.0131,2.0617,2.0127,6.3395,12.6662,4.2747,4.2488,4.1426,9.7605,1.9317,2.0009,1.9826,1.901,1.9443,1.1783,1.3536,1.3288,0.0899,0.0136,0.0089,1.2059,1.4068,1.2492,0.0925,0.0158,0.0089,-120.42,21.1
DURRIT,68.26,0.5,209.82,2.6,8.92,6.83,40.1,32.5,21.9,700.12,-3.0971,-1.8894,1.93,2.01,-0.01,-0.05,2.6,54.2,73.11,0.1948,-0.2323,0.273,-0.224,-0.1991,2.8496,3.8854,1.3666,2.7177,2.8477,29.085,6.0267,25.1199,7.0272,7.0829,0.4928,0.5725,0.3985,2.92,1.1291,1.0325,1.0556,3.7226,3.7778,3.3296,10.2056,2.0325,2.046,2.0448,2.0284,2.0539,6.3276,12.6573,4.245,4.1944,4.218,9.8203,1.9649,1.988,1.9385,1.9978,1.9311,1.4064,1.3913,1.1784,0.0792,0.0125,0.0105,1.3416,1.4149,1.1846,0.0819,0.015,0.0113,-118.41,28.8
XOHBOO,79.16,10.41,172.24,1.7,7.09,7.6,30.4,21.6,13.4,598.43,-4.4236,-2.7932,2.26,2.02,-0.24,-0.07,2.51,45.66,68.93,0.4049,-0.1402,0.0965,-0.6148,-0.5037,3.0571,3.8434,1.3006,1.9886,2.0209,29.1607,5.7978,25.1438,8.4446,8.3964,0.7968,0.2335,0.3986,2.9115,1.0025,1.0408,1.0916,3.3908,3.8293,3.7901,10.1239,2.0328,2.0353,2.0133,2.0318,2.0107,6.2794,12.5883,4.2192,4.2185,4.1506,9.7273,1.9944,2.0123,1.9365,1.8812,1.9029,1.5198,1.4637,1.7181,0.3837,0.0463,0.0605,1.4861,1.4216,1.6994,0.4173,0.0606,0.0603,-132.92,18
MUDHEY01,87.76,12.25,223.86,1.7,8.19,10.34,37.5,26.7,16.5,700.3,-3.7889,-2.5226,2.03,2.1,-0.13,-0.23,2.62,48.29,74.81,0.2918,-0.201,0.1758,-0.0306,-0.7175,3.0097,3.6843,1.3173,3.1635,1.8748,29.1228,5.854,25.12,7.0119,8.4535,0.5462,0.5067,0.3986,2.9194,1.1135,1.0538,1.0212,3.7816,3.8131,3.3305,10.1587,2.0145,2.0469,2.0401,2.0146,2.0427,6.3138,12.6405,4.2183,4.2138,4.2084,9.7539,1.9068,2.0064,1.9708,1.9886,1.8813,1.1913,1.2087,1.3371,0.1201,0.0188,0.0147,1.5132,1.4748,1.7594,0.4351,0.0496,0.0717,-111.4,15.6
EFODOT,87.03,11.82,184.48,1.47,9.48,9.46,30.9,22.4,15.8,760.21,-3.5022,-1.8497,1.99,2.06,-0.08,-0.19,2.62,54.82,72.45,0.3851,-0.2151,0.2366,-0.6961,-0.6371,2.7337,3.8869,1.3438,1.9658,1.9707,29.0226,5.997,25.1324,8.4823,8.4115,0.5522,0.5333,0.3986,2.9232,1.064,1.0381,1.0972,3.474,3.7857,3.6242,10.1713,2.0388,2.0496,2.0266,2.0338,2.0225,6.2752,12.5526,4.2323,4.1797,4.1405,9.7872,1.9939,1.9876,1.9513,1.9253,1.9291,1.6107,1.4394,1.7156,0.4107,0.0289,0.0486,1.4949,1.4751,1.716,0.4267,0.0563,0.0567,-147.56,17.3
MIJZAH,76.49,6.26,189.05,3.22,10.5,11.14,33.1,25.4,20.1,967.72,-4.3673,-2.7153,2.32,2.03,-0.3,-0.01,2.54,47.07,70.44,0.259,-0.1668,0.1168,-0.1191,-0.0837,2.9841,3.806,1.3238,3.0669,3.2526,29.0974,5.7625,25.1407,6.9983,6.9971,0.7088,0.2056,0.3987,2.9177,1.0559,1.0475,1.0529,3.5484,3.8207,3.6086,10.1436,2.0296,2.0418,2.0281,2.0221,2.0219,6.3224,12.6614,4.2241,4.248,4.1893,9.7572,1.9965,2.0178,1.9627,1.9054,1.8747,1.1653,1.3347,1.347,0.0897,0.0134,0.0091,1.1984,1.4129,1.2354,0.0928,0.0169,0.0083,-129.87,23.4
