Ligand,Bite_Angle,D_Bite_Angle,PC_Buried_Volume_7A,HOMO_Energy,LUMO_Energy,Cu-L1,Cu-L2,D_Cu-L1,D_Cu-L2,C-I,N-Cu-I,Cu-I-C,Lowdin_Charge_I,Lowdin_Charge_L1,Lowdin_Charge_L2,Bonded_Valence_Cu,Bonded_Valence_N,Bonded_Valence_I,Atomic_Population_Cu,Atomic_Population_N,Atomic_Population_I,Atomic_Population_Amide_O,Bond_Order_C-I,Bond_Order_Cu-N,Bond_Order_Cu-L1,Bond_Order_Amide_C-N,Orbital_Charge_N_s,Orbital_Charge_I_pz,Orbital_Charge_I_py,Orbital_Charge_I_dxy,Orbital_Charge_I_dx2y2,Orbital_Charge_Cu_s,Orbital_Charge_Cu_d,Orbital_Charge_L1_pz,Orbital_Charge_L2_d,Orbital_Charge_L2_dxz,Orbital_Charge_Amide_C_s,Orbital_Charge_Amide_O_s,ImgFreq,Amide_C-O,Amide_O-C-N,Ea
VUTGEW,61.68,0.73,9.3,-3.4291,-2.3876,2.21,2.04,-0.13,0.08,2.47,87.89,81.21,0.0248,-0.5741,-0.5803,2.0505,2.602,1.4267,28.8936,7.2492,25.2423,8.42,0.6696,0.3434,0.3241,1.192,3.2135,3.6393,3.5526,2.0222,2.0267,6.3415,9.8756,1.5343,0.332,0.0616,2.7902,3.5582,-387.87,1.23,126.28,40.3
UYOSUX,61.73,0.86,9.4,-3.4012,-2.3763,2.21,2.04,-0.11,0.06,2.47,87.54,81.5,0.0266,-0.5782,-0.5906,2.0471,2.6014,1.4283,28.8976,7.25,25.2429,8.4215,0.67,0.3354,0.3407,1.1978,3.214,3.5573,3.6517,2.0267,2.017,6.3421,9.8754,1.574,0.3426,0.0706,2.79,3.5584,-386.95,1.23,126.36,38.5
TUBXUJ01,82.55,-0.49,8.8,-3.5138,-2.379,1.99,2.03,0.01,-0.01,2.47,86.9,76.62,0.0124,-0.5963,0.1887,2.2384,2.6409,1.3475,28.8342,7.2679,25.2677,8.4011,0.6466,0.3785,0.4509,1.175,3.2103,3.5359,3.6181,2.0155,2.022,6.3188,9.8649,1.5764,0.1409,0.0215,2.7906,3.5553,-425.79,1.23,126.01,35.5
FOVVEU,93.4,4.54,20.2,-3.5656,-2.4918,1.94,1.95,-0.04,-0.08,2.43,83.57,82.76,0.0496,-0.6626,-0.6157,2.3882,2.5764,1.3955,28.8456,7.2443,25.2383,8.4151,0.7315,0.3266,0.5722,1.1903,3.2156,3.6078,3.5873,2.0219,2.0252,6.2734,9.8223,1.6627,0.4308,0.0615,2.7898,3.5574,-388.04,1.23,126.21,37.8
JAKCOO,81.16,-0.12,19,-4.8254,-4.126,1.87,2.01,0.06,-0.01,2.61,93.17,75.15,0.0641,-0.0193,-0.1099,2.9637,2.8843,1.4609,28.9553,7.1675,25.1413,8.3837,0.558,0.5279,0.7038,1.1465,3.201,3.5409,3.6084,2.0137,2.0159,6.3629,9.7086,1.3648,0.0905,0.0169,2.7894,3.5549,-419.2,1.22,123.51,24.7
EGUVAE,62.31,0.49,8.4,-3.5036,-2.362,2.18,2.04,-0.08,0.04,2.45,86.89,80.43,0.034,-0.5875,-0.5889,2.0519,2.6024,1.4145,28.8814,7.2592,25.2413,8.4166,0.6735,0.3511,0.3586,1.1811,3.2119,3.5369,3.6,2.0171,2.0218,6.3312,9.8744,1.5569,0.3447,0.0624,2.7901,3.5581,-392.99,1.23,126.36,37.8
DIZPAG,62.05,0.6,17.1,-3.3217,-2.3929,2.19,2.04,-0.1,0.06,2.48,88.32,80.28,0.009,-0.581,-0.6002,2.0581,2.6207,1.4007,28.8871,7.2648,25.2591,8.4218,0.6473,0.351,0.3604,1.1963,3.2133,3.6911,3.6833,2.0377,2.0208,6.3375,9.8741,1.5818,0.3493,0.0712,2.7904,3.5585,-390.66,1.23,126.24,36.4
XOSRUV,82.31,-0.42,19.8,-4.1317,-2.8262,2.06,2,-0.02,0.02,2.51,88.7,77.38,0.0135,-0.4752,-0.075,2.326,2.6925,1.3742,28.8521,7.2426,25.2442,8.3903,0.6667,0.3991,0.4012,1.1687,3.2113,3.5199,3.6573,2.016,2.0163,6.3203,9.8493,1.4833,0.093,0.0161,2.7918,3.554,-431.19,1.22,125.37,25.3
ZECJUO,88.38,-1.39,20.7,-2.5352,-1.7698,1.97,1.98,-0.01,-0.02,2.35,78.48,86.51,0.1118,-0.1461,-0.9054,2.2475,2.5742,1.4276,28.8539,7.2067,25.2541,8.4566,0.7656,0.1496,0.4653,1.3406,3.2145,3.4959,3.5829,2.0313,2.0318,6.3196,9.866,1.395,0.4799,0.0835,2.786,3.5585,-321.34,1.24,127.36,47.6
SUWLOL,98.49,-3.25,17.3,-3.767,-2.4873,2.18,1.95,0.06,-0.06,2.43,80.48,84.75,0.1108,-0.6973,-0.5969,1.8477,2.6451,1.426,28.7708,7.2344,25.2086,8.5508,0.725,0.2269,0.2507,1.3396,3.2143,3.612,3.6137,2.0203,2.0279,6.3213,9.8788,1.5088,0.3617,0.0546,2.7821,3.5366,-399.98,1.24,126.12,32.5
RADFAH,91.59,4.28,20.3,-3.243,-2.118,1.95,2,-0.05,-0.03,2.41,80.57,85.06,0.0553,-0.6679,-0.1626,2.3087,2.6024,1.3925,28.8887,7.2539,25.2387,8.4137,0.7502,0.2542,0.5178,1.2255,3.2174,3.5239,3.6232,2.0197,2.0222,6.3195,9.8575,1.507,0.079,0.0187,2.7885,3.5568,-371.96,1.23,126.6,39.8
XIFNOQ01,64.97,-0.56,15.7,-3.8436,-2.3202,2.18,1.97,0.02,0,2.45,86.75,79.95,0.0291,-0.4039,-0.1758,2.0992,2.6337,1.3939,28.8547,7.2801,25.2433,8.4202,0.6795,0.3371,0.2441,1.2043,3.2115,3.4926,3.6454,2.0185,2.0182,6.3869,9.8976,1.4515,0.0892,0.0146,2.7907,3.5573,-395.07,1.23,126.31,39
HIBKUA,62.01,1.06,14.5,-3.2828,-2.3858,2.2,2.04,-0.12,0.06,2.48,87.99,81.58,0.0181,-0.5726,-0.5962,2.0684,2.601,1.4252,28.9069,7.242,25.2498,8.4201,0.6681,0.3327,0.3594,1.2028,3.2144,3.5383,3.6238,2.0203,2.0202,6.3406,9.8727,1.5638,0.3616,0.0746,2.79,3.5587,-382.61,1.23,126.42,40.6
RISHEH,77.37,2.77,19.2,-2.7346,-1.9572,2.28,1.99,-0.07,-0.02,2.35,74.68,88.19,0.0654,-0.1313,-0.2522,1.9634,2.5713,1.4023,28.8206,7.1927,25.2265,8.5026,0.7736,0.1179,0.244,1.376,3.2137,3.741,3.5224,2.048,2.0263,6.4029,9.9109,1.3523,0.0806,0.0218,2.7832,3.5546,-347.01,1.24,127.18,45.5
KINVEL,96.09,1.57,21.1,-3.6171,-2.294,1.94,1.92,-0.03,-0.04,2.42,82.96,82.56,0.0645,-0.6774,-0.6037,2.337,2.5895,1.3982,28.8192,7.2544,25.2281,8.4179,0.7192,0.2755,0.5852,1.2115,3.2175,3.4463,3.6691,2.0215,2.0179,6.2749,9.8292,1.6172,0.4237,0.052,2.7894,3.5569,-384.13,1.23,126.33,38.9
BIMWUQ,82.73,-1.08,18.6,-3.6725,-2.2446,2.12,2.02,-0.01,-0.04,2.42,82.1,83.32,0.0562,-0.6425,-0.1955,2.0983,2.6404,1.4025,28.8548,7.2174,25.2253,8.5002,0.7688,0.2961,0.3428,1.279,3.2056,3.5956,3.6084,2.0231,2.0217,6.3327,9.8864,1.5295,0.0768,0.0149,2.7864,3.5535,-380.31,1.24,126.41,43.1
GEQWIL,84.33,-0.42,14.2,-3.7988,-2.6439,2.23,1.96,-0.19,0.15,2.52,90.41,73.2,0.0006,-0.5434,-0.5277,2.0454,2.7129,1.3295,28.8211,7.2614,25.273,8.3933,0.6127,0.4411,0.2526,1.1672,3.2056,3.5194,3.6612,2.0141,2.0178,6.2984,9.881,1.492,0.3507,0.041,2.7922,3.556,-438.98,1.22,124.8,20.9
DUJKUP,62.1,0.87,10.6,-3.4619,-2.3771,2.19,2.04,-0.11,0.05,2.46,87.17,81.84,0.0352,-0.5714,-0.5777,2.0644,2.5897,1.4382,28.9057,7.2469,25.2333,8.4191,0.6781,0.3306,0.3533,1.1957,3.2142,3.5434,3.5883,2.018,2.0221,6.3408,9.8725,1.5707,0.3481,0.0681,2.7899,3.5585,-383.92,1.23,126.41,38.4
MALEHY10,63.56,0.89,8.3,-2.9703,-2.0561,2.2,2,-0.06,0,2.45,85.42,82.6,-0.0139,-0.6927,-0.0736,2.1225,2.6247,1.3723,28.8584,7.2541,25.295,8.401,0.675,0.3361,0.3666,1.1671,3.2145,3.5958,3.6086,2.024,2.0221,6.3704,9.8666,1.6528,0.1164,0.0262,2.789,3.5608,-388.25,1.23,126.49,54.6
PABNAJ,62.87,0.13,9.8,-3.6663,-2.3852,2.23,2.01,-0.03,0.02,2.48,87.22,76.63,0.0071,-0.6348,-0.1747,2.0629,2.6583,1.3448,28.8675,7.2811,25.2681,8.4063,0.6396,0.3817,0.3049,1.1754,3.2097,3.507,3.6492,2.0143,2.0189,6.3666,9.8846,1.545,0.0849,0.0101,2.7906,3.5572,-412.8,1.23,126.04,44.8
MUSJUF,79.72,0.5,15,-3.4508,-2.1864,2.18,2,-0.04,-0.01,2.43,83.8,77.82,0.0167,-0.6205,-0.1531,1.9915,2.6231,1.2946,28.809,7.2872,25.291,8.4106,0.691,0.3861,0.266,1.1606,3.2095,3.5339,3.6587,2.0158,2.024,6.3535,9.8751,1.5316,0.0816,0.0122,2.7899,3.5565,-404.63,1.23,126.22,34.9
UJEYUG,91.68,4.31,19.8,-3.3472,-2.2528,2.01,1.95,-0.09,-0.03,2.44,82.6,81.12,0.0702,-0.7975,-0.613,2.2097,2.6172,1.3401,28.8212,7.2595,25.2596,8.4116,0.6888,0.3451,0.4669,1.1807,3.2146,3.7913,3.58,2.0452,2.024,6.2953,9.8223,1.6722,0.4359,0.0536,2.7893,3.5557,-413.32,1.23,125.7,36.4
RICHIX,80.67,0.92,22.4,-4.0966,-2.7982,2.15,1.98,-0.06,-0.01,2.47,86.18,78.89,0.0393,-0.0783,-0.5867,2.2358,2.6658,1.3917,28.8353,7.2685,25.2307,8.3924,0.6969,0.3861,0.3761,1.1469,3.2141,3.5461,3.6113,2.0164,2.0199,6.3198,9.8609,1.4116,0.4131,0.0695,2.7914,3.5541,-425.78,1.23,125.02,37.7
QAZXEU,62.83,1.71,14.8,-3.4735,-2.3367,2.25,2,-0.11,0.01,2.45,84.97,83.14,0.0433,-0.6873,-0.1489,1.9972,2.597,1.434,28.8584,7.2362,25.2239,8.4489,0.7199,0.3042,0.2526,1.2274,3.2159,3.5215,3.6091,2.0189,2.023,6.3662,9.8867,1.6058,0.0789,0.0151,2.7888,3.5579,-383.02,1.24,126.48,39.9
FATZEH,83.92,14.15,14.1,-3.4983,-2.2904,2.08,1.98,-0.17,-0.09,2.42,81.69,81.05,0.0466,0.1354,-0.7192,2.114,2.6184,1.3437,28.8342,7.2778,25.2475,8.4141,0.7013,0.3418,0.4395,1.1749,3.2166,3.6027,3.6726,2.0281,2.0198,6.3418,9.8518,1.3624,0.4301,0.0664,2.7908,3.557,-408.4,1.23,125.9,51.5
TICLAU,62.33,0.86,8.3,-3.4085,-2.3894,2.18,2.03,-0.11,0.05,2.47,87.63,81.55,0.0278,-0.5953,-0.5955,2.0597,2.6006,1.4332,28.8873,7.2517,25.2385,8.4204,0.668,0.3386,0.3457,1.1974,3.2143,3.5112,3.6446,2.0218,2.0184,6.3377,9.8727,1.5716,0.3489,0.0655,2.7901,3.5585,-385.74,1.23,126.38,38.4
OLUZEB,87.26,10.23,18.1,-3.4657,-2.048,2.04,2,-0.1,-0.1,2.34,61.75,89.78,0.1509,-0.1401,-0.6993,2.3501,2.7442,1.5008,28.9482,7.1816,25.1589,8.4799,0.7551,0,0.4136,1.5501,3.1957,3.6636,3.5561,2.0453,2.0222,6.2955,9.8646,1.2962,0.4014,0.0692,2.7749,3.5229,-348.55,1.26,127.97,43.6
LEGVOJ,82.87,-0.25,18.2,-3.9114,-3.228,1.98,1.97,-0.01,0,2.5,88.12,74.74,0.0184,-0.6783,-0.6724,2.3482,2.7365,1.3362,28.8058,7.2463,25.2572,8.3911,0.6222,0.4302,0.507,1.1754,3.2058,3.5513,3.6431,2.0158,2.021,6.2807,9.8132,1.5462,0.4473,0.047,2.792,3.5551,-441.9,1.22,124.91,36
YOXHOL,85.34,8.82,18.8,-3.778,-2.3442,1.97,2,-0.09,-0.07,2.44,84.91,80.94,0.0356,-0.6126,-0.6836,2.314,2.6212,1.3624,28.8796,7.2482,25.2513,8.4144,0.7278,0.3707,0.4825,1.1754,3.2102,3.6532,3.5195,2.0143,2.0309,6.2723,9.8428,1.4703,0.4422,0.0525,2.7903,3.5585,-393.6,1.23,125.97,39.4
COVWES,83.22,-1.16,12.3,-4.2493,-3.4774,2,2,0.07,-0.04,2.54,90.71,74.09,0.0186,-0.4334,-0.6081,2.3829,2.7746,1.3695,28.8312,7.2438,25.2381,8.3846,0.589,0.4753,0.4459,1.1546,3.2031,3.5395,3.618,2.0118,2.0198,6.2802,9.8196,1.4719,0.4231,0.0364,2.7919,3.5543,-432.72,1.22,124.69,23.1
QUWBUH,62.56,0.46,9,-3.3636,-2.3444,2.15,2.04,-0.08,0.05,2.46,87.01,81.32,0.0315,-0.5968,-0.6131,2.0796,2.597,1.4256,28.899,7.2521,25.2393,8.4219,0.6721,0.3361,0.3902,1.1949,3.2133,3.5194,3.616,2.021,2.0199,6.3365,9.8718,1.558,0.3551,0.0608,2.79,3.5584,-384.33,1.23,126.47,39.8
XOHFEH,78.75,1.18,17,-4.2449,-2.8709,2.07,2.07,-0.06,0,2.47,85.71,77.14,0.0263,-0.6586,-0.0323,2.2043,2.7064,1.3349,28.8624,7.2697,25.2435,8.3996,0.6634,0.4382,0.3961,1.1495,3.2133,3.5707,3.6506,2.02,2.0163,6.3325,9.8616,1.5345,0.119,0.0223,2.7917,3.5518,-434.29,1.22,125.05,33.3
KUNVEU01,85.83,0.69,11.2,-3.0392,-2.0167,1.98,2.01,0,-0.05,2.39,80.32,89.57,0.0929,-0.724,-0.6923,2.1553,2.5364,1.5162,28.9073,7.224,25.2001,8.4333,0.7542,0.1801,0.5801,1.2971,3.2184,3.471,3.6141,2.0318,2.0213,6.3239,9.8544,1.5885,0.4002,0.0453,2.7876,3.5587,-326.84,1.24,127.5,41.9
IVULUI,84.77,-0.96,17.8,-4.3867,-3.1302,1.95,2.03,0.04,0,2.56,92.05,76.96,-0.0119,-0.5618,-0.0842,2.4711,2.7301,1.3763,28.8865,7.2301,25.2445,8.3867,0.6004,0.4441,0.4856,1.1717,3.2101,3.5196,3.6837,2.0219,2.0159,6.3152,9.8306,1.4872,0.0916,0.0126,2.7921,3.5525,-415.96,1.22,124.99,38.2
VITSOI,93.48,5.02,14.9,-3.5813,-2.3212,1.95,1.93,-0.05,-0.06,2.44,83.83,82.34,0.0507,-0.6811,-0.6124,2.3472,2.5935,1.399,28.8324,7.2652,25.2331,8.4134,0.6971,0.283,0.5753,1.2103,3.2191,3.4637,3.6649,2.0211,2.0174,6.2816,9.8301,1.6103,0.4259,0.0621,2.7899,3.5565,-391.49,1.23,126.09,38.5
ILAZAX,83.25,5.91,19.1,-4.3651,-3.1904,2.02,2.01,-0.06,-0.03,2.47,85.96,79.91,0.0591,-0.5224,-0.034,2.3037,2.6396,1.4308,28.8738,7.2694,25.1989,8.4188,0.6629,0.3343,0.3941,1.2031,3.2173,3.5185,3.6557,2.017,2.0173,6.3427,9.8537,1.4884,0.1226,0.0282,2.7893,3.5516,-416.7,1.23,125.19,29.9
IJEPES,89,0.59,14.2,-2.6787,-1.929,1.97,2.03,0.02,-0.09,2.42,64.12,85.76,0.0431,-0.8856,-0.1848,2.5708,2.7129,1.3701,28.93,7.1599,25.2968,8.4561,0.6205,0,0.5417,1.6203,3.2122,3.8584,3.6226,2.0787,2.0302,6.2937,9.8136,1.7223,0.0789,0.0157,2.7843,3.5228,-274.27,1.27,127.61,44.6
BODBII,61.45,1.07,12,-3.3622,-2.3454,2.23,2.04,-0.12,0.06,2.46,86.92,82.05,0.0311,-0.5877,-0.5995,2.0117,2.6093,1.4354,28.8908,7.2486,25.2368,8.4253,0.6829,0.3305,0.3117,1.2024,3.2147,3.4858,3.6705,2.0196,2.0227,6.3482,9.8743,1.5481,0.3439,0.0656,2.7895,3.5587,-385.45,1.23,126.42,40.2
BEKKIO,83.08,-2.2,13.8,-4.6311,-3.2284,2.06,2.01,0.09,-0.01,2.53,89.58,73.45,0.0245,0.189,-0.0739,2.4189,2.7125,1.3505,28.8614,7.272,25.2199,8.3683,0.6213,0.4773,0.5017,1.1105,3.2068,3.6049,3.6918,2.0242,2.0184,6.3663,9.8368,1.2015,0.1242,0.0205,2.7928,3.5523,-446.59,1.22,124.21,28.5
YAYFAH,62.2,0.95,8.3,-3.4327,-2.3828,2.19,2.03,-0.11,0.05,2.46,87.44,81.45,0.0332,-0.5904,-0.5907,2.0551,2.6015,1.4311,28.8851,7.2514,25.2372,8.4191,0.667,0.3425,0.3398,1.1943,3.214,3.5032,3.6432,2.0191,2.0214,6.3371,9.8731,1.5515,0.3479,0.062,2.7902,3.5584,-388.03,1.23,126.35,38.9
SECDAI,92.19,-3.7,14.4,-4.341,-3.0656,2.25,1.92,-0.2,0.12,2.55,92.23,72.68,0.0287,-0.5592,-0.5421,2.1823,2.762,1.3332,28.8019,7.2725,25.2475,8.3947,0.6264,0.5025,0.2083,1.1466,3.2027,3.538,3.6271,2.0107,2.0175,6.3016,9.8367,1.5564,0.3958,0.05,2.7924,3.5556,-433.93,1.22,124.11,30.4
MXCPEC,62.87,0.58,10.9,-3.3353,-2.3488,2.16,2.03,-0.08,0.04,2.47,87.42,81.46,0.028,-0.5968,-0.5683,2.0816,2.5876,1.4295,28.8931,7.2465,25.2433,8.4214,0.6633,0.3343,0.3662,1.1978,3.2134,3.5363,3.6084,2.0205,2.0204,6.3383,9.8688,1.5869,0.3449,0.0673,2.7899,3.5584,-380.28,1.23,126.53,39
ZIPXUT,89.67,6.73,19.9,-3.5211,-2.2554,2.01,2,-0.04,-0.08,2.41,79.89,82.53,0.0273,-0.1464,-0.4103,2.1655,2.5881,1.3277,28.7882,7.2468,25.2468,8.4112,0.7578,0.2847,0.4642,1.215,3.2184,3.5229,3.7019,2.0259,2.0218,6.3683,9.8732,1.2641,0.0836,0.0125,2.7905,3.5574,-396.87,1.23,126.44,37.1
ZEJPAI,81.57,-0.88,16.9,-4.5175,-3.6647,1.98,2.08,-0.03,0.02,2.49,86.06,77.71,0.1052,-0.5961,-0.0374,2.3919,2.705,1.43,28.8332,7.2715,25.1822,8.3747,0.6463,0.4449,0.4866,1.1201,3.212,3.6836,3.6374,2.0307,2.0224,6.3299,9.8001,1.5015,0.1163,0.0218,2.792,3.5531,-432.99,1.22,124.17,34.3
VOFDOL,68.53,-0.32,17.1,-3.1709,-2.164,1.94,1.95,0,0.01,2.43,83.21,80.3,0.0519,-0.2128,-0.1945,2.3458,2.5731,1.4024,28.9481,7.2559,25.2418,8.4151,0.6822,0.2479,0.4908,1.2312,3.2164,3.4646,3.6617,2.026,2.0215,6.3849,9.8711,1.4475,0.0836,0.0265,2.7886,3.5562,-397.84,1.23,126.02,42.8
QIBJIU,83.21,-1.08,11,-4.3396,-3.737,1.9,1.96,0.04,0,2.56,90.14,74.36,0.0628,-0.5903,-0.5724,2.6428,2.7952,1.4062,28.8022,7.2379,25.1926,8.371,0.5912,0.5183,0.5849,1.1279,3.2001,3.5478,3.6166,2.0146,2.0188,6.2885,9.7343,1.5,0.4059,0.0324,2.7911,3.5521,-427.76,1.22,124.41,34.7
DOXYIY,112.99,-1.05,19.7,-4.3327,-3.1279,2.03,1.96,-0.1,-0.01,2.48,87.72,74.6,0.0905,-0.6264,-0.5831,2.3375,2.6707,1.3823,28.802,7.2648,25.2158,8.3906,0.6426,0.3945,0.3988,1.1797,3.2112,3.6682,3.5575,2.0172,2.0358,6.2728,9.8201,1.4289,0.4344,0.0332,2.7916,3.556,-440.67,1.23,124.71,26.9
LOYDIP,62.94,0.66,9.2,-3.3706,-2.3887,2.12,2.04,-0.08,0.03,2.48,87.74,82.27,0.0291,-0.6087,-0.6329,2.0995,2.5956,1.4493,28.9249,7.2454,25.2321,8.4196,0.6691,0.3249,0.3992,1.2111,3.2158,3.5289,3.6328,2.0233,2.0184,6.3372,9.8738,1.6031,0.3742,0.0691,2.79,3.5583,-378.45,1.23,126.4,38.9
XEFZOA,64.68,-2.08,21.3,-3.228,-2.0939,2.01,2.06,0.07,0.05,2.4,64.61,82.63,0.0865,-0.6236,-0.5489,2.4533,2.7435,1.4094,29.0608,7.1507,25.2275,8.4643,0.72,0,0.5059,1.6404,3.2041,3.6961,3.7414,2.0328,2.0314,6.274,9.8386,1.5669,0.3434,0.0571,2.7808,3.5058,-306.19,1.28,127.01,50.1
PIYGUZ,61.27,0.6,14.6,-3.7102,-2.4071,2.28,2.01,-0.06,0.02,2.47,87.66,80.29,0.0193,-0.6214,-0.1208,2.0217,2.6158,1.4045,28.8647,7.2673,25.2467,8.418,0.6644,0.3576,0.2531,1.1867,3.2122,3.5242,3.6238,2.017,2.0189,6.3739,9.8864,1.5181,0.082,0.0127,2.7901,3.5574,-391.92,1.23,126.22,45.4
OGADIM,96.65,0.5,25.5,-3.4415,-2.5007,1.93,1.97,-0.03,-0.03,2.41,82.38,83.36,0.0786,-0.8353,-0.5985,2.3924,2.5764,1.3941,28.8802,7.2481,25.2308,8.4175,0.7254,0.2958,0.6227,1.2115,3.2168,3.5796,3.541,2.0179,2.0278,6.2875,9.8225,1.7787,0.4576,0.0503,2.7893,3.5575,-382.22,1.23,126.25,42
VUQVUZ,62.23,0.9,8.9,-3.4579,-2.3886,2.19,2.03,-0.11,0.05,2.47,87.5,81.52,0.0327,-0.5877,-0.5882,2.0593,2.5982,1.4355,28.8872,7.2503,25.2343,8.4199,0.6731,0.3422,0.3412,1.1931,3.2138,3.5334,3.6045,2.0185,2.021,6.336,9.8727,1.5665,0.3481,0.0648,2.7901,3.5583,-388.63,1.23,126.35,38.7
LEKSOK,89.99,-0.69,21.7,-3.2433,-2.1688,1.93,1.99,-0.03,-0.05,2.35,78.14,80.74,0.1504,-0.9015,-0.1191,2.3131,2.5085,1.4152,28.8331,7.248,25.2158,8.424,0.8074,0.2284,0.637,1.2065,3.2171,3.3706,3.6968,2.0263,2.0259,6.3377,9.8338,1.8073,0.0923,0.0188,2.7869,3.5558,-382.89,1.23,126.83,46
IFUCUH,85.21,1.21,17.8,-3.1538,-2.2425,1.96,1.95,-0.02,-0.04,2.44,84.59,80.89,0.0215,-0.8578,-0.5741,2.3097,2.5989,1.3719,28.8407,7.2581,25.2612,8.4175,0.6786,0.3033,0.5581,1.2164,3.2166,3.4445,3.6942,2.0236,2.0198,6.2929,9.8345,1.7553,0.411,0.0441,2.7897,3.5568,-396.2,1.23,126.13,42.3
YIXQON,62.29,0.62,11.6,-3.3671,-2.3711,2.18,2.03,-0.09,0.05,2.47,87.8,81.18,0.0218,-0.5854,-0.5963,2.0623,2.5984,1.425,28.9047,7.2501,25.2469,8.4199,0.6573,0.3403,0.3533,1.1977,3.2136,3.5428,3.6037,2.0182,2.0227,6.3382,9.874,1.5527,0.3551,0.0629,2.79,3.5582,-386.8,1.23,126.42,39
YARZOG04,61.79,-0.24,9.4,-3.7067,-2.4435,2.2,2.05,0.04,-0.04,2.47,88.11,79.09,0.0293,-0.5809,-0.5514,2.0314,2.6183,1.4091,28.9055,7.2677,25.24,8.4095,0.6448,0.3705,0.3616,1.177,3.213,3.5322,3.6292,2.0195,2.0179,6.3287,9.8837,1.5679,0.3428,0.0485,2.7906,3.5563,-410.63,1.23,125.92,44.1
VUXXET,62.42,0.77,8.3,-3.4186,-2.3849,2.18,2.03,-0.1,0.05,2.47,87.68,81.31,0.0287,-0.5954,-0.5962,2.0682,2.5988,1.4307,28.892,7.2512,25.2392,8.4205,0.6641,0.3416,0.352,1.1949,3.2135,3.5204,3.6363,2.0217,2.0184,6.3364,9.8729,1.5753,0.3489,0.0661,2.7902,3.5584,-384.18,1.23,126.43,38.3
REGBIP,85.35,10.6,15,-3.2912,-2.0121,2.04,2.01,-0.14,-0.09,2.35,63.08,86.5,0.1279,-0.4971,-0.6733,2.3109,2.7336,1.4846,28.9506,7.1758,25.1774,8.4862,0.7573,0,0.389,1.5577,3.1953,3.6819,3.6972,2.0336,2.0376,6.2637,9.8597,1.5015,0.3912,0.0369,2.7751,3.5192,-351.56,1.27,128.57,41.7
ZAVCAD,61.95,0.08,8,-3.4519,-2.3862,2.2,2.05,-0.09,0.08,2.47,87.93,78.39,0.0006,-0.5771,-0.5839,2.051,2.635,1.349,28.8748,7.2759,25.2783,8.4143,0.6619,0.3831,0.3348,1.1696,3.2084,3.7743,3.4969,2.0276,2.0314,6.3294,9.8774,1.5135,0.3289,0.069,2.7908,3.5581,-406.18,1.23,126.15,38.6
POLJIL,87.12,-3.5,15.7,-4.6296,-3.9846,1.91,2.04,0.27,-0.13,2.6,93.68,73.72,0.073,-0.5333,-0.5089,2.6856,2.8709,1.4605,28.8779,7.2365,25.1605,8.391,0.5768,0.5552,0.599,1.1418,3.1932,3.5368,3.5931,2.0134,2.0154,6.2822,9.7541,1.4993,0.3555,0.028,2.7904,3.5537,-411.52,1.22,124.21,23.1
PUPHAK,62.35,0.82,8.8,-3.5137,-2.4196,2.19,2.03,-0.11,0.05,2.48,88.2,81.01,0.0282,-0.5831,-0.5836,2.0783,2.6024,1.432,28.8916,7.2521,25.237,8.4191,0.6589,0.3508,0.3434,1.1904,3.2133,3.5272,3.6261,2.0207,2.0185,6.3341,9.8717,1.5683,0.3496,0.0657,2.7903,3.5581,-388.32,1.23,126.31,38.4
CEPPOD,94.64,3.94,18.4,-3.546,-2.2386,1.96,1.93,-0.05,-0.06,2.42,83.08,82.19,0.062,-0.7117,-0.6141,2.2961,2.5826,1.4021,28.8248,7.2555,25.2293,8.4147,0.7086,0.2715,0.5633,1.2154,3.2177,3.4543,3.6642,2.0222,2.0178,6.2786,9.8404,1.6215,0.4257,0.0607,2.7895,3.5564,-388.52,1.23,126.22,37.3
GEXMAA,81.97,-1.33,13.7,-4.2617,-3.4169,1.91,1.97,0.05,-0.01,2.54,90.22,74.33,0.0533,-0.5977,-0.5849,2.5484,2.7772,1.385,28.831,7.2399,25.2077,8.3726,0.5963,0.5032,0.5604,1.1384,3.2016,3.6077,3.6323,2.0203,2.0191,6.2881,9.761,1.478,0.4329,0.0413,2.7915,3.5529,-432.79,1.22,124.42,34.5
GEZGAW,98.25,1.58,16.7,-3.2551,-1.9197,1.93,2.01,-0.02,-0.11,2.33,61.28,93.43,0.1287,-0.1336,-0.6998,2.5054,2.7044,1.4304,28.9498,7.1437,25.2013,8.4874,0.8062,0,0.5718,1.5873,3.2,3.453,3.7222,2.0258,2.0243,6.281,9.8322,1.2792,0.4121,0.0719,2.7809,3.5245,-318.02,1.27,126.21,40.1
DERPIC,97.66,0.38,24.3,-3.6412,-2.4977,1.91,1.98,0,-0.05,2.48,86.31,77.21,0.0354,-0.6668,-0.6813,2.476,2.6282,1.3249,28.8701,7.2347,25.264,8.3781,0.65,0.3826,0.5917,1.1523,3.2119,3.5956,3.6596,2.0231,2.0226,6.2833,9.8083,1.5639,0.4255,0.0465,2.7909,3.5537,-422.05,1.23,125.73,36.5
