Ligand,Bite_Angle,D_Bite_Angle,Cone_Angle,Sterimol_B1,Sterimol_B5,Sterimol_L,PC_Buried_Volume_35A,PX_Buried_Volume_5A,PC_Buried_Volume_7A,SASA,HOMO_Energy,LUMO_Energy,Cu-L1,Cu-L2,D_Cu-L1,D_Cu-L2,Cu-I,Cu-C,Cu-O,C-I,N-Cu-I,Cu-I-C,I-C-N,C-N-Cu,Lowdin_Charge_Cu,Lowdin_Charge_N,Lowdin_Charge_C,Lowdin_Charge_I,Lowdin_Charge_L1,Lowdin_Charge_L2,Lowdin_Charge_Amide_C,Lowdin_Charge_Amide_O,Bonded_Valence_Cu,Bonded_Valence_N,Bonded_Valence_C,Bonded_Valence_I,Bonded_Valence_L1,Bonded_Valence_L2,Bonded_Valence_Amide_C,Bonded_Valence_Amide_O,Atomic_Population_Cu,Atomic_Population_N,Atomic_Population_C,Atomic_Population_I,Atomic_Population_L1,Atomic_Population_L2,Atomic_Population_Amide_C,Atomic_Population_Amide_O,Bond_Order_Cu-I,Bond_Order_Cu-C,Bond_Order_C-I,Bond_Order_Cu-N,Bond_Order_Cu-L1,Bond_Order_Cu-L2,Bond_Order_Amide_C-O,Bond_Order_Amide_C-N,Orbital_Charge_C_s,Orbital_Charge_C_pz,Orbital_Charge_C_px,Orbital_Charge_C_py,Orbital_Charge_N_s,Orbital_Charge_N_p,Orbital_Charge_N_pz,Orbital_Charge_N_px,Orbital_Charge_N_py,Orbital_Charge_I_s,Orbital_Charge_I_pz,Orbital_Charge_I_px,Orbital_Charge_I_py,Orbital_Charge_I_d,Orbital_Charge_I_dxz,Orbital_Charge_I_dyz,Orbital_Charge_I_dxy,Orbital_Charge_I_dz2,Orbital_Charge_I_dx2y2,Orbital_Charge_Cu_s,Orbital_Charge_Cu_p,Orbital_Charge_Cu_pz,Orbital_Charge_Cu_px,Orbital_Charge_Cu_py,Orbital_Charge_Cu_d,Orbital_Charge_Cu_dxz,Orbital_Charge_Cu_dyz,Orbital_Charge_Cu_dxy,Orbital_Charge_Cu_dz2,Orbital_Charge_Cu_dx2y2,Orbital_Charge_L1_pz,Orbital_Charge_L1_px,Orbital_Charge_L1_py,Orbital_Charge_L1_d,Orbital_Charge_L1_dxz,Orbital_Charge_L1_dxy,Orbital_Charge_L1_dz2,Orbital_Charge L2_pz,Orbital_Charge_L2_px,Orbital_Charge_L2_py,Orbital_Charge_L2_d,Orbital_Charge_L2_dxz,Orbital_Charge_L2_dxy,Orbital_Charge_L2_dz2,Orbital_Charge_Amide_C_s,Orbital_Charge_Amide_C_p,Orbital_Charge_Amide_C_pz,Orbital_Charge_Amide_C_px,Orbital_Charge_Amide_C_py,Orbital_Charge_Amide_O_s,Orbital_Charge_Amide_O_p,Orbital_Charge_Amide_O_pz,Orbital_Charge_Amide_O_px,Orbital_Charge_Amide_O_py,ImgFreq,Amide_C-O,Amide_O-C-N,Ea
ULEJEC,92.31,1.67,193.85,1.75,12.62,8.97,35.7,26.6,16.7,837.35,-3.5691,-2.3535,1.99,1.94,-0.04,-0.03,2.54,3.24,2.99,2.46,85.89,80.86,88.79,102.37,0.3472,-0.1792,-0.0387,0.0333,-0.5712,-0.6304,0.2029,-0.6075,2.4126,2.6178,3.7504,1.3625,1.9124,1.9817,4.0129,2.0936,28.8657,7.2503,5.8567,25.2554,8.4214,8.4536,5.7642,8.4133,0.5843,0,0.6999,0.3659,0.4725,0.5091,1.9912,1.1845,2.9332,1.0521,1.0396,0.9218,3.2121,3.8877,1.2192,1.3099,1.3586,3.7634,3.7519,3.845,3.457,10.1494,2.0264,2.0289,2.0181,2.0348,2.0413,6.2689,12.5529,4.1989,4.1699,4.1841,9.831,1.9543,1.9556,1.9736,1.9898,1.9576,1.5631,1.6903,1.4506,0.3527,0.0435,0.0989,0.0574,1.4801,1.7206,1.4868,0.4301,0.067,0.0986,0.0698,2.7898,2.7659,0.9845,0.9741,0.8073,3.5574,4.7509,1.5061,1.7537,1.491,-393.67,1.23,126,35.4
GEQWOR,84.6,-0.59,178.68,3.48,8.26,10.38,28.2,20.6,17.9,811.57,-3.8633,-2.7103,2.24,1.95,-0.17,0.14,2.5,3,2.97,2.52,90.68,73.48,88.97,95.92,0.2894,-0.1672,-0.025,0.0064,-0.5419,-0.5242,0.2065,-0.5823,2.0766,2.72,3.6246,1.346,2.0062,2.1168,4.0187,2.076,28.8266,7.2573,5.9116,25.2635,8.515,8.526,5.761,8.3949,0.6294,0,0.6047,0.4352,0.2551,0.5092,1.9704,1.1728,2.9324,0.9998,1.0383,0.9632,3.2058,3.8801,1.2849,1.2497,1.3456,3.7685,3.4971,3.9096,3.6774,10.1411,2.024,2.0483,2.0141,2.0362,2.0185,6.2978,12.5366,4.2042,4.1113,4.2211,9.8763,1.9787,1.9706,1.9828,1.9757,1.9685,1.4989,1.6914,1.4616,0.3519,0.0262,0.1027,0.0441,1.5179,1.5913,1.5526,0.3591,0.0435,0.0984,0.0459,2.7921,2.7612,1.0125,0.9489,0.7999,3.5557,4.7223,1.5601,1.6596,1.5026,-435.19,1.22,124.85,22.5
JIZHEF,62.03,0.12,154.06,1.77,7.16,10.05,24.1,14.3,8,624.99,-3.4233,-2.3679,2.19,2.04,-0.09,0.07,2.52,3.17,3.01,2.46,87.68,79.08,89.86,101.22,0.2907,-0.1813,-0.0391,0.008,-0.5804,-0.586,0.2014,-0.6074,2.0566,2.6253,3.7023,1.365,1.9032,1.9552,4.0402,2.0886,28.8772,7.2718,5.8419,25.2708,8.5269,8.5289,5.7728,8.4155,0.6211,0,0.6643,0.3721,0.3331,0.5093,1.9866,1.1716,2.9337,0.9467,1.1179,0.9484,3.2089,3.892,1.317,1.1808,1.3943,3.7652,3.7154,3.8663,3.4964,10.1487,2.0268,2.0282,2.0224,2.0424,2.029,6.33,12.5024,4.1988,4.1145,4.1891,9.8769,1.9793,1.9314,1.9864,1.9962,1.9835,1.5249,1.6365,1.5601,0.3169,0.0596,0.0719,0.0437,1.595,1.4933,1.6365,0.3295,0.0647,0.089,0.0508,2.7905,2.7673,0.9679,0.9884,0.8109,3.5582,4.7525,1.7161,1.5169,1.5194,-400.65,1.23,126.25,38.9
HIHCAF,98.45,-1.11,202.08,2.56,5.65,14.08,36,23.7,14.4,742.3,-3.442,-2.3255,1.93,1.94,-0.02,-0.02,2.54,3.16,3.1,2.45,84.27,78.47,89.26,98.4,0.3405,-0.1777,-0.0372,0.0305,-0.8436,-0.5812,0.2022,-0.6045,2.4237,2.5959,3.6864,1.3444,1.8527,2.0267,4.0455,2.0978,28.8343,7.2527,5.8715,25.2619,8.5602,8.4036,5.7611,8.4089,0.5992,0,0.6645,0.2972,0.5997,0.5093,1.9982,1.2075,2.9306,0.9957,1.0731,0.9441,3.2165,3.8823,1.3285,1.2414,1.3124,3.7616,3.4652,3.9105,3.6826,10.1496,2.0238,2.0498,2.0184,2.0385,2.019,6.2899,12.5587,4.1633,4.1636,4.2317,9.8109,1.9625,2.0159,1.9747,1.9552,1.9026,1.652,1.679,1.5278,0.4341,0.0581,0.0932,0.0951,1.678,1.4561,1.5185,0.4205,0.0522,0.0852,0.0799,2.7905,2.7666,1.0068,0.9702,0.7896,3.5569,4.7444,1.6076,1.6691,1.4678,-417.65,1.23,126,40.6
USOGEQ,62.57,0.7,155.41,2.15,6.44,16.49,23.9,14,8.3,779.81,-3.3874,-2.3824,2.17,2.03,-0.09,0.05,2.49,3.23,3.03,2.47,87.64,81.37,88.92,101.57,0.2767,-0.1811,-0.0383,0.0255,-0.601,-0.6005,0.2008,-0.6107,2.0732,2.6005,3.7222,1.4278,1.8929,1.9419,4.0716,2.091,28.8931,7.2495,5.8518,25.2432,8.5378,8.5467,5.7941,8.4197,0.6678,0,0.6627,0.3392,0.3578,0.5094,1.9922,1.1975,2.9353,0.9838,1.1357,0.8924,3.2138,3.8882,1.3501,1.2307,1.3074,3.7609,3.5771,3.9067,3.58,10.1499,2.0226,2.051,2.0183,2.0353,2.0227,6.3365,12.5146,4.198,4.1029,4.2136,9.8722,1.9872,1.978,1.9758,1.9585,1.9727,1.5904,1.6348,1.4946,0.3403,0.0505,0.0884,0.0469,1.5487,1.4955,1.6788,0.3487,0.0688,0.0826,0.0525,2.7902,2.7684,1.0057,0.9554,0.8073,3.5586,4.7579,1.6891,1.5751,1.4937,-383.96,1.23,126.4,39
AJEJII,99.75,0.86,205.38,2.58,9.64,8.85,40.3,33.6,26.4,845.33,-3.5662,-2.6435,1.9,1.93,-0.04,-0.03,2.56,3.3,3.05,2.43,82.96,82.92,88.6,103.83,0.3861,-0.1774,-0.0452,0.0477,-0.8191,-0.6237,0.2019,-0.6058,2.5545,2.5913,3.766,1.3657,1.8196,2.0144,4.0353,2.09,28.8137,7.2346,5.8576,25.2484,8.5438,8.4387,5.7797,8.4131,0.5472,0,0.7531,0.3263,0.6195,0.5095,1.9807,1.19,2.9317,1.0087,1.0899,0.9217,3.2174,3.8816,1.2801,1.2593,1.3422,3.7606,3.6138,3.9,3.5274,10.1505,2.0224,2.0533,2.0154,2.0311,2.0283,6.2751,12.5597,4.1876,4.1653,4.2067,9.7792,1.9446,1.9851,1.9776,1.9771,1.8949,1.6957,1.6586,1.4811,0.4207,0.051,0.1144,0.0805,1.4767,1.6208,1.5749,0.4444,0.0885,0.1003,0.0671,2.7902,2.7667,1.0128,0.9722,0.7817,3.5573,4.7503,1.5838,1.6899,1.4765,-392.49,1.23,126.19,40.6
CEBBOC,60.98,1.36,151.52,2.16,9.98,13.88,23.4,13.6,8.5,773.1,-3.5836,-2.4569,2.28,2.02,-0.13,0.05,2.48,3.22,2.98,2.49,88.79,80.69,88.98,101.22,0.2745,-0.1801,-0.0335,0.022,-0.6002,-0.5654,0.2027,-0.607,2.021,2.6111,3.7371,1.4271,1.866,1.9787,4.0526,2.0874,28.8878,7.253,5.8634,25.2408,8.5587,8.526,5.7836,8.4197,0.6784,0,0.6548,0.3519,0.2772,0.5096,1.983,1.1919,2.9355,0.9924,1.1255,0.8897,3.2138,3.8873,1.4206,1.1776,1.2891,3.7632,3.4932,3.894,3.6827,10.1449,2.0173,2.0497,2.0248,2.0343,2.0188,6.3431,12.505,4.1624,4.1012,4.2414,9.8774,1.9777,1.9827,1.9919,1.9631,1.962,1.535,1.6119,1.5711,0.3389,0.0533,0.1043,0.0487,1.5696,1.4981,1.6445,0.3298,0.0577,0.0965,0.0441,2.7906,2.7661,0.9381,0.9887,0.8393,3.5581,4.753,1.6904,1.5111,1.5516,-391.26,1.23,126.09,44
OFEGEO,61.52,1.32,152.65,1.71,4.04,10.52,23.9,15.2,9.3,591.4,-3.5511,-2.5147,2.26,2.02,-0.16,0.08,2.47,3.21,2.94,2.51,89.78,80.47,88.73,101.03,0.2725,-0.1774,-0.0287,0.0131,-0.5475,-0.5501,0.2048,-0.6028,2.0667,2.6283,3.7587,1.4274,1.8961,1.9759,4.05,2.0843,28.8955,7.2498,5.8849,25.2432,8.4959,8.4941,5.7831,8.4165,0.6805,0,0.6492,0.359,0.2863,0.5096,1.9757,1.1927,2.9356,0.9863,1.1345,0.8825,3.2142,3.8845,1.3736,1.2155,1.2954,3.7644,3.5383,3.9121,3.6284,10.1437,2.0182,2.0553,2.0193,2.0323,2.0185,6.3405,12.5121,4.1957,4.0852,4.2312,9.875,1.9834,2.0005,1.9833,1.9499,1.9579,1.5661,1.5738,1.5466,0.3196,0.0508,0.0791,0.053,1.5267,1.5153,1.6472,0.3375,0.0683,0.0752,0.0492,2.7906,2.7645,1.0014,0.9584,0.8047,3.5583,4.748,1.6846,1.5669,1.4964,-397.03,1.23,125.82,45.3
HUQJEK,85.62,7.29,226.43,2.58,9.3,8.79,32.9,29.3,25.8,851.98,-3.186,-2.1573,2.02,1.99,-0.09,-0.07,2.54,3.31,3.15,2.42,81.94,83.71,88.5,103.21,0.349,-0.1857,-0.0488,0.0679,-0.5133,-0.7036,0.219,-0.5978,2.0192,2.6285,3.7779,1.4033,1.996,1.945,3.8417,1.9283,28.8039,7.2344,5.8585,25.2271,8.4862,8.5352,5.6981,8.449,0.5946,0,0.7444,0.2849,0.3805,0.5096,1.7268,1.271,2.9315,1.0213,1.0878,0.9145,3.2163,3.8906,1.4153,1.2022,1.2731,3.7562,3.5622,3.8162,3.6478,10.1497,2.0265,2.0537,2.02,2.0245,2.0251,6.3003,12.4884,4.1314,4.1783,4.1787,9.8623,1.9713,1.9863,1.9561,1.9594,1.9893,1.4851,1.7071,1.418,0.4131,0.0569,0.1074,0.063,1.6342,1.6756,1.4643,0.4151,0.0465,0.1198,0.0498,2.7837,2.7558,0.9493,0.9636,0.8428,3.5513,4.7084,1.722,1.4767,1.5097,-390,1.23,126.18,48.1
JOXPUK,82.81,-0.92,195.08,3.43,10.5,9.84,38.6,34,26.3,874.89,-4.206,-3.0627,1.97,2,-0.02,0.04,2.54,3.01,2.94,2.51,88.64,72.96,89.25,96.57,0.2613,-0.1656,-0.0263,0.0208,-0.6168,-0.0809,0.2065,-0.5758,2.4052,2.7205,3.6817,1.3439,2.0453,3.2417,3.9797,2.0552,28.8297,7.2611,5.9404,25.2298,8.4482,7.0181,5.7571,8.3925,0.5515,0,0.629,0.4436,0.489,0.5096,1.9481,1.1492,2.9305,1.0022,1.0522,0.9489,3.2052,3.8796,1.325,1.1945,1.3602,3.7745,3.6197,3.7944,3.6554,10.1352,2.0359,2.0341,2.0251,2.0246,2.0155,6.3193,12.6045,4.1992,4.1681,4.2372,9.8149,1.973,1.9075,1.9849,1.9809,1.9686,1.4771,1.7012,1.463,0.4661,0.0463,0.1399,0.0555,1.2428,1.2119,1.3823,0.0915,0.0174,0.0323,0.0099,2.7926,2.7611,0.9722,0.9783,0.8107,3.5553,4.7105,1.6536,1.5562,1.5007,-448.34,1.22,124.39,33.5
WOCREL,81.67,-1.07,177.69,1.83,7.11,7.07,29.8,19.5,10.3,569.1,-4.195,-2.6894,2.12,2.03,0.03,-0.04,2.55,3.04,3.06,2.48,87.06,74.32,89,97.69,0.2371,-0.1776,-0.0337,0.0218,-0.4817,-0.0292,0.2117,-0.5763,2.1276,2.6931,3.6839,1.3272,2.0703,3.2278,4.0067,2.1195,28.79,7.2759,5.9104,25.246,8.4441,7.0173,5.7588,8.3811,0.5515,0,0.6475,0.4483,0.3157,0.5097,2.0345,1.1309,2.9304,1.0302,1.0866,0.8933,3.2097,3.8882,1.2261,1.3181,1.344,3.7714,3.5726,3.866,3.6249,10.1433,2.0221,2.0535,2.0149,2.0307,2.0221,6.3368,12.5639,4.1899,4.1717,4.2023,9.8622,1.9748,1.9543,1.9781,1.9758,1.9791,1.4905,1.6297,1.5015,0.346,0.0356,0.1051,0.0449,1.2534,1.1101,1.3699,0.1197,0.0255,0.0237,0.0128,2.7922,2.7569,0.9939,0.9716,0.7914,3.5537,4.7142,1.5072,1.7541,1.4529,-442.51,1.22,124.95,36.1
ROLYIA,62.41,0.44,154.91,3.57,7.9,14.24,23.9,14,8.3,816.88,-3.5345,-2.4054,2.18,2.04,-0.09,0.05,2.5,3.18,3.01,2.46,87.73,79.6,89.51,101.22,0.2908,-0.1808,-0.0377,0.0213,-0.5807,-0.586,0.2033,-0.6037,2.073,2.6153,3.7096,1.3973,1.9103,1.9469,4.0392,2.0913,28.8812,7.2621,5.848,25.2506,8.5329,8.5458,5.7755,8.4155,0.6453,0,0.6592,0.3668,0.3556,0.5097,1.9891,1.1772,2.9338,0.9887,1.1375,0.8858,3.2109,3.89,1.3567,1.2133,1.32,3.7633,3.5328,3.9258,3.609,10.1477,2.019,2.0578,2.0172,2.0333,2.0205,6.3279,12.5085,4.1865,4.1014,4.2207,9.8727,1.9801,1.9825,1.9832,1.9595,1.9673,1.5423,1.6442,1.5222,0.3319,0.0462,0.0963,0.0462,1.5571,1.484,1.671,0.3457,0.0596,0.095,0.0466,2.7905,2.7655,1.0053,0.9714,0.7888,3.558,4.7499,1.6818,1.5865,1.4815,-402.53,1.23,126.16,37.1
WENPAG,96.99,-0.03,201.75,2.83,9.45,9.12,31.9,25.3,20.6,805.86,-3.6462,-2.7662,1.92,1.92,-0.02,-0.06,2.53,3.31,3.07,2.46,84.58,83.23,88.4,102.73,0.3424,-0.181,-0.0388,0.0378,-0.6653,-0.6007,0.2008,-0.6066,2.4288,2.5787,3.7883,1.403,2.0285,2.0063,4.0503,2.0957,28.8409,7.2302,5.8789,25.2304,8.5281,8.4818,5.7862,8.4163,0.6146,0,0.7189,0.3136,0.6087,0.5097,1.9968,1.207,2.9335,1.0024,1.112,0.8993,3.2187,3.8845,1.3095,1.2689,1.3061,3.7631,3.5275,3.8929,3.6333,10.1454,2.0197,2.0557,2.0211,2.0298,2.0192,6.2725,12.5698,4.1787,4.1588,4.2323,9.8153,1.9845,1.9988,1.9864,1.9295,1.916,1.6189,1.6935,1.4406,0.4054,0.0344,0.1185,0.051,1.4495,1.7472,1.4566,0.4448,0.0497,0.1191,0.064,2.7899,2.7675,0.9926,0.9696,0.8053,3.5563,4.7543,1.575,1.6832,1.4962,-387.26,1.23,126.03,45.3
MEYWAO,62.55,0.77,155.31,2.12,6.17,9.38,24,14.6,10.2,612.41,-3.3776,-2.3766,2.17,2.04,-0.1,0.05,2.48,3.24,3.03,2.47,87.55,81.8,88.89,101.46,0.2774,-0.1806,-0.0384,0.0324,-0.5558,-0.588,0.2006,-0.6103,2.0772,2.5974,3.7356,1.4417,1.9145,1.948,4.0717,2.0913,28.9043,7.2506,5.8561,25.2349,8.527,8.5324,5.7958,8.4194,0.6746,0,0.6715,0.3332,0.3568,0.5098,1.9928,1.204,2.9354,1.0013,1.122,0.8888,3.2143,3.8874,1.408,1.1828,1.2966,3.7588,3.5442,3.8906,3.6233,10.1506,2.0199,2.0561,2.0217,2.0293,2.0237,6.3388,12.5125,4.1633,4.1224,4.2268,9.8713,1.9777,1.9912,1.9853,1.9473,1.9697,1.5359,1.636,1.5086,0.3391,0.0536,0.0933,0.0442,1.5696,1.4808,1.6652,0.3428,0.0604,0.0944,0.0445,2.7898,2.7689,0.9663,0.9856,0.817,3.5588,4.7578,1.7406,1.4988,1.5184,-381.49,1.23,126.43,38.9
FIHSAT,63.98,0.66,159.53,2.67,7.83,12.21,24.4,14.3,8.4,766.42,-3.4961,-3.4878,2.09,2.02,-0.06,0.01,2.48,3.19,2.92,2.56,91.61,78.62,87.77,101.51,0.3089,-0.1706,-0.018,-0.0236,-0.5866,-0.584,0.2093,-0.5845,2.3272,2.6942,3.7554,1.3708,1.9047,1.955,4.0309,2.0841,28.8915,7.2533,5.9079,25.2713,8.5287,8.5399,5.7637,8.4068,0.6378,0,0.6052,0.4192,0.4247,0.5099,1.9716,1.1779,2.9353,0.9903,1.1347,0.869,3.2126,3.8785,1.3478,1.2361,1.2946,3.7754,3.5488,3.9056,3.6573,10.1365,2.0181,2.0526,2.0185,2.0305,2.0169,6.3228,12.5435,4.2053,4.1071,4.2311,9.8248,1.9723,1.9589,1.9764,1.9603,1.9569,1.5687,1.6226,1.5156,0.3465,0.0535,0.0867,0.055,1.5538,1.5017,1.6549,0.3471,0.0661,0.0804,0.0536,2.792,2.7589,1.0159,0.9537,0.7893,3.5569,4.7316,1.6477,1.6216,1.4624,-409.8,1.23,124.83,37.5
CCYBDX,61.4,1.31,152.2,2.39,4.98,7.4,24.5,17.4,10.6,532.28,-3.3498,-2.391,2.23,2.05,-0.14,0.06,2.48,3.23,2.9,2.48,88.09,81.35,88.87,101.68,0.281,-0.1779,-0.038,0.0188,-0.5766,-0.5549,0.2053,-0.6113,2.0377,2.6359,3.7465,1.4217,1.8405,1.9958,4.0749,2.082,28.8954,7.2529,5.8709,25.2475,8.5175,8.5194,5.8045,8.4209,0.6646,0,0.6687,0.3552,0.2981,0.51,1.9735,1.2009,2.9353,0.9895,1.1347,0.8878,3.2142,3.8847,1.4039,1.1845,1.2964,3.7615,3.5207,3.9228,3.6265,10.1498,2.0166,2.0601,2.02,2.0325,2.0205,6.3412,12.5023,4.1757,4.0977,4.2288,9.8756,1.9786,2.0035,1.9953,1.9425,1.9555,1.5333,1.5824,1.5668,0.3631,0.0649,0.0977,0.0562,1.5418,1.5199,1.6417,0.3245,0.059,0.0866,0.0454,2.79,2.7649,0.9857,0.9774,0.8017,3.5597,4.7535,1.7288,1.5206,1.5041,-391.61,1.24,125.72,45.6
DOCXAV,84.68,11.5,217.43,2.83,14.86,9.32,39.1,28.2,16.8,927.98,-3.5125,-2.2166,2.05,1.98,-0.11,-0.09,2.59,3.28,3.12,2.41,81.04,81.91,88.68,104.02,0.2757,-0.1944,-0.0495,0.0523,0.1584,-0.7072,0.2072,-0.6015,2.2459,2.5838,3.6651,1.3727,2.9898,1.8736,4.0071,2.1219,28.8999,7.2693,5.8142,25.2363,7.1107,8.5114,5.7489,8.4057,0.5448,0,0.7616,0.3233,0.4923,0.51,2.027,1.1912,2.9297,1.0531,1.0012,0.9706,3.2155,3.9004,1.1945,1.3787,1.3272,3.7625,3.7154,3.6535,3.6601,10.1562,2.0347,2.0355,2.0382,2.018,2.0297,6.3295,12.534,4.1259,4.1846,4.2235,9.8608,1.9717,1.9916,1.9829,1.9605,1.9541,1.113,1.1878,1.2599,0.1211,0.0354,0.0154,0.0244,1.6052,1.6383,1.5225,0.4205,0.0865,0.0789,0.0923,2.7894,2.7626,0.9641,0.9934,0.8051,3.5552,4.7408,1.5083,1.7636,1.4688,-391.26,1.23,126.28,40.9
HICSAP,65.86,-3.96,166.14,1.52,6.63,7.13,29.6,21.2,12.6,554.01,-3.786,-2.2022,2.03,1.98,0.08,0.14,2.66,3.22,2.52,2.37,81.6,79.49,87.73,111,0.3805,-0.159,-0.055,0.0508,-0.5941,-0.5705,0.1416,-0.6568,2.6275,2.6879,3.8497,1.27,1.9075,1.9244,4.0775,2.0116,29.0805,7.1703,5.8709,25.2597,8.4498,8.4633,5.7717,8.395,0.4181,0,0.7967,0.5935,0.4496,0.5101,1.8812,1.0103,2.928,0.962,1.1323,0.935,3.1837,3.8864,1.2982,1.2881,1.3001,3.7528,3.6936,3.8932,3.4436,10.1659,2.0206,2.0417,2.0153,2.0472,2.0411,6.2624,12.5185,4.1594,4.1509,4.2083,9.8386,1.9773,1.9562,1.9409,1.9981,1.9661,1.5491,1.6324,1.5152,0.3737,0.0587,0.1038,0.0576,1.5697,1.4893,1.6411,0.3486,0.0618,0.0959,0.0491,2.7754,2.8315,1.0174,0.9539,0.8602,3.5621,4.7701,1.6284,1.5916,1.5501,-393.73,1.24,126.9,55.8
HALVEX,81.55,0.9,218.2,3.56,8.86,9.75,38.8,31.8,23.7,816.06,-4.2509,-3.0514,2.1,2.02,-0.03,-0.03,2.53,3.2,2.76,2.54,89.2,78.21,88.79,102.86,0.2403,-0.1727,-0.0198,-0.0117,-0.0376,-0.554,0.2123,-0.5579,2.3885,2.7255,3.6954,1.3609,3.1022,2.0563,3.9948,2.0374,28.8967,7.2134,5.9247,25.2371,7.1203,8.5058,5.7705,8.3804,0.6133,0,0.6563,0.3993,0.4635,0.5101,1.9319,1.1782,2.9316,1.0065,1.1268,0.8642,3.2156,3.8771,1.3882,1.2031,1.2859,3.7798,3.5447,3.8904,3.6711,10.1257,2.0175,2.0488,2.0155,2.0263,2.0177,6.3368,12.5837,4.1938,4.1589,4.231,9.8392,1.9724,1.9319,1.9946,1.9603,1.9801,1.3508,1.2411,1.1709,0.12,0.0207,0.0286,0.0151,1.5275,1.6117,1.5234,0.3758,0.0481,0.1039,0.0474,2.7931,2.7546,1.009,0.94,0.8057,3.5558,4.6983,1.7105,1.5487,1.4392,-436.38,1.22,124.15,33.5
VUKCOW,64.7,-0.18,160.75,2.73,5.08,8.93,27.1,18.3,11.3,606.47,-3.8569,-3.398,2.02,2.07,0.02,-0.03,2.5,3.25,1.89,2.35,64.05,83.99,88.12,74.8,0.3741,-0.1961,-0.0618,0.1641,-0.4995,-0.4817,0.2202,-0.6436,2.5853,2.7299,3.6405,1.4844,1.9935,1.9979,3.97,2.0384,29.0879,7.1856,5.8254,25.1315,8.4708,8.4689,5.6864,8.4758,0.6728,0,0.7771,0,0.5403,0.5101,1.3407,1.5837,2.9301,0.9175,1.0426,1.0741,3.1985,3.918,1.3263,1.4037,1.1881,3.7302,3.9017,3.495,3.5353,10.1736,2.0297,2.0243,2.0628,2.0274,2.0295,6.279,12.5378,4.1806,4.1598,4.1974,9.8091,1.9843,1.9292,1.9895,1.947,1.9592,1.6033,1.5473,1.4942,0.3304,0.0534,0.0639,0.0664,1.4895,1.5267,1.6204,0.3154,0.0661,0.0463,0.0724,2.7737,2.7704,0.9716,0.8475,0.9513,3.5011,4.7557,1.6546,1.6222,1.4789,-356.59,1.27,128.72,31.3
APAQIT01,79.03,-5.52,219.75,2.65,8.5,9.22,39,29.1,17.3,675.44,-4.1457,-2.91,2.23,1.97,-0.02,0.13,2.55,3.28,1.94,2.33,62.76,84.36,89.55,75.36,0.3497,-0.1781,-0.0624,0.1837,-0.06,-0.5974,0.2304,-0.66,2.3913,2.7941,3.6618,1.4857,3.0648,2.1312,3.8506,2.0041,28.9196,7.1636,5.8315,25.132,7.188,8.5008,5.6475,8.4527,0.6451,0,0.7777,0,0.3147,0.5102,1.3058,1.5702,2.925,1.0558,0.933,1.0479,3.1896,3.9082,1.3729,1.298,1.2372,3.7307,3.6046,3.8692,3.4461,10.1658,2.0298,2.055,2.0281,2.0302,2.0225,6.2813,12.5393,4.2186,4.1413,4.1794,9.8297,1.958,1.9229,1.9747,1.9983,1.9758,1.4318,1.1169,1.2224,0.1131,0.0317,0.034,0.0161,1.5188,1.7083,1.4549,0.4135,0.0524,0.1009,0.0616,2.7717,2.7606,0.9427,0.8895,0.9284,3.502,4.7447,1.6772,1.6081,1.4593,-382.45,1.26,128.31,28.6
XIVWUX,93.91,-1.63,193.28,3.75,9.29,9.11,35.8,31.5,25.5,820.26,-4.2274,-2.6114,2.08,1.95,-0.03,0,2.55,3.01,3.02,2.49,88.16,73.28,89.69,96.6,0.3351,-0.1704,-0.0314,0.0252,-0.5382,-0.5636,0.2107,-0.5731,2.2466,2.6789,3.6907,1.3115,2.0393,2.1127,4.0256,2.1079,28.8165,7.247,5.9385,25.2535,8.489,8.4216,5.7721,8.3758,0.5659,0,0.6338,0.4395,0.3797,0.5102,2.0157,1.1528,2.9309,1.0202,1.0878,0.8995,3.2071,3.8829,1.2331,1.3159,1.3339,3.7712,3.5355,3.8699,3.6599,10.1382,2.0196,2.0522,2.0146,2.0333,2.0184,6.2843,12.5356,4.1757,4.1611,4.1988,9.8449,1.9678,1.985,1.9572,1.9699,1.9649,1.5554,1.6388,1.4617,0.3758,0.0293,0.1187,0.045,1.5529,1.6008,1.4779,0.4371,0.0539,0.1147,0.0552,2.7917,2.758,1.0068,0.9716,0.7797,3.5536,4.7099,1.5139,1.7527,1.4433,-443.64,1.22,125.03,26.7
