Ligand,Bite_Angle,D_Bite_Angle,Cone_Angle,PC_Buried_Volume_35A,PC_Buried_Volume_7A,HOMO_Energy,LUMO_Energy,Cu-L1,Cu-N,I-C-N,C-N-Cu,Lowdin_Charge_Cu,Lowdin_Charge_N,Lowdin_Charge_C,Lowdin_Charge_I,Bonded_Valence_I,Bonded_Valence_L1,Atomic_Population_Cu,Atomic_Population_I,Bond_Order_Cu-I,Bond_Order_C-I,Bond_Order_Cu-N,Orbital_Charge_N_s,Orbital_Charge_N_pz,Orbital_Charge_N_px,Orbital_Charge_N_py,Orbital_Charge_I_s,Orbital_Charge_I_px,Orbital_Charge_Cu_py,Orbital_Charge_Cu_d,Orbital_Charge_L1_pz,Orbital_Charge_L1_dyz,Orbital_Charge_L2_pz,Orbital_Charge_L2_px,Orbital_Charge_L2_d,ImgFreq,Ea
PUFTIU,86.79,7.3,186.45,32,15.6,-2.5801,-1.3294,2.02,2,86.82,92.9,0.2843,-0.309,-0.1487,0.0871,1.3654,1.9488,28.8681,25.2798,0.5565,0.6597,0.5462,3.247,1.3761,1.201,1.4096,3.7142,3.8003,4.2244,9.8382,1.5383,0.0845,1.5619,1.6752,0.3757,-136.79,21.2
TERVUH,64.72,-1.12,161.02,24.6,10.1,-3.2531,-2.3942,2.03,1.94,87.57,96.61,0.2799,-0.3015,-0.1374,0.125,1.4102,1.9373,28.9425,25.2187,0.5513,0.6972,0.5984,3.2413,1.3258,1.2288,1.4284,3.7151,3.9175,4.2214,9.8374,1.5627,0.0499,1.5415,1.6514,0.3654,-188.87,21.2
APGPHI,88.93,-0.25,187.89,31.5,15.1,-2.1434,-1.2046,1.97,1.91,85.92,93.28,0.3177,-0.3186,-0.1717,0.0003,1.2144,1.8519,28.9738,25.3901,0.4397,0.6153,0.6503,3.2319,1.2625,1.2997,1.4451,3.7254,3.9165,4.2226,9.7805,1.7382,0.0884,1.7895,1.5753,0.4342,-83.51,21.2
RUNJIV,80.54,0.06,177.04,29.5,8.9,-3.4333,-1.9217,2.12,1.97,90.41,100.75,0.2382,-0.3121,-0.152,0.1233,1.3045,2.0492,28.826,25.2068,0.3597,0.7919,0.6178,3.2427,1.2878,1.2702,1.4355,3.7241,3.9061,4.2182,9.8525,1.5536,0.0729,1.2896,1.1157,0.1177,-148.31,21.2
JEVCOD,80.32,1.65,213.78,37.5,14.8,-3.7442,-3.0774,2.24,1.97,90.42,100.24,0.241,-0.2976,-0.1264,0.1338,1.3558,2.0376,28.8357,25.1865,0.4313,0.757,0.6194,3.2406,1.2967,1.2717,1.4124,3.7323,3.9046,4.2118,9.8342,1.4616,0.0704,1.2813,1.2554,0.096,-234.1,21.2
KEPFAO,85.18,-0.23,188.13,31.5,7.8,-2.7867,-1.3491,1.99,1.98,86.92,94.04,0.0608,-0.3317,-0.156,0.0965,1.3479,3.021,28.9049,25.2502,0.4637,0.7394,0.5484,3.2445,1.336,1.2145,1.4611,3.717,3.8929,4.2721,9.8617,1.3035,0.0166,1.4676,1.1995,0.0607,-112.66,21.2
KOPBAV,86.37,0.8,211.33,31.4,20.1,-2.9552,-2.4196,1.97,1.98,88.07,99.03,0.3327,-0.2877,-0.1378,0.077,1.3257,1.7297,28.8686,25.2575,0.4548,0.7229,0.5585,3.2465,1.3385,1.2155,1.411,3.7276,3.8951,4.229,9.785,1.7748,0.0841,1.5142,1.6615,0.4178,-195.26,21.2
SAKGIV,87.81,0.79,187.18,33.2,11.7,-2.1613,-1.3362,2.01,1.94,83.75,90.72,0.3053,-0.3096,-0.1597,-0.0526,1.2525,1.7158,28.9191,25.4169,0.5485,0.5155,0.6165,3.2419,1.3086,1.2467,1.4354,3.7349,3.8969,4.2324,9.7722,1.7765,0.0697,1.7912,1.6864,0.4374,-95.17,21.2
KASGIV,97.37,0.57,201.55,32.9,17.3,-3.1426,-2.443,1.91,1.99,88.9,98.9,0.3728,-0.3036,-0.1468,0.1112,1.2964,1.9943,28.823,25.2344,0.3894,0.7825,0.5664,3.2463,1.3599,1.181,1.4413,3.7239,3.7657,4.2241,9.7817,1.5683,0.0825,1.638,1.6718,0.4097,-156.78,21.2
FRTMNE,89.7,0.31,190.05,31.5,14.8,-2.1883,-1.4788,1.98,1.94,83.01,90.01,0.289,-0.2985,-0.1524,-0.0878,1.2342,1.8012,28.9482,25.4407,0.6005,0.4356,0.6141,3.2451,1.2975,1.2586,1.4204,3.7431,3.9183,4.2349,9.7694,1.7907,0.0959,1.7642,1.576,0.4493,-108.13,21.2
EDAFAT,89.38,0.12,189.12,30.6,5.6,-2.1906,-1.4636,2,1.95,83.19,90.06,0.2667,-0.2977,-0.1506,-0.0829,1.2491,1.7202,28.9561,25.433,0.6113,0.4383,0.5995,3.2472,1.3338,1.2203,1.42,3.7409,3.8971,4.2352,9.774,1.7993,0.0995,1.7754,1.5449,0.4225,-111.94,21.2
DIQPEB,86.26,-1.95,202.86,36.1,17.4,-3.831,-3.3498,2.11,1.95,88.1,99.02,0.2513,-0.2714,-0.1142,0.1689,1.4599,2.035,28.8908,25.1483,0.5285,0.7256,0.5957,3.2402,1.329,1.2331,1.3914,3.7276,3.8998,4.2619,9.7796,1.5282,0.0778,1.2296,1.1933,0.0931,-281.28,21.2
YEHCOD,101.73,-5.67,197.68,36.8,19.4,-3.5761,-2.6714,1.93,1.99,89.65,96.3,0.3543,-0.2863,-0.1337,0.1673,1.3745,2.0705,28.8415,25.1937,0.4711,0.738,0.5854,3.246,1.2145,1.3322,1.4182,3.7189,3.839,4.2096,9.8388,1.5654,0.0839,1.5824,1.5479,0.3732,-229.42,21.1
CUBJOZ,93.85,2.13,207.87,47.7,25.7,-3.6936,-2.6864,1.94,2.03,91.03,95.76,0.3145,-0.2854,-0.1401,0.1523,1.3506,1.9835,28.781,25.2013,0.3659,0.7568,0.5473,3.2489,1.3478,1.1938,1.4208,3.7204,3.7387,4.1826,9.8345,1.6415,0.0926,1.2634,1.2433,0.0988,-204.79,21.1
AMHPYR,81.85,1.41,173.57,27.6,9.6,-3.1083,-1.2558,2.06,1.93,92.2,104.13,0.3671,-0.3223,-0.1736,0.1216,1.1482,1.6507,28.8178,25.249,0.1513,0.9059,0.6618,3.2371,1.3009,1.2812,1.4249,3.7191,3.911,4.2103,9.826,1.6215,0.0624,1.6294,1.6403,0.3809,-89.82,21.1
NULMOY,64.16,0.99,202.07,33,14.9,-3.1766,-1.7801,2.02,1.95,90.16,96.79,0.2466,-0.3272,-0.1634,0.1323,1.2645,3.0787,28.8933,25.2048,0.3049,0.8509,0.6195,3.2368,1.3476,1.2065,1.4602,3.7206,3.8571,4.221,9.845,1.2938,0.0118,1.5998,1.6919,0.3413,-112.16,21.1
MEKPUQ,80.59,-2.16,185.17,29.4,11.3,-3.824,-3.0233,1.94,1.95,88.4,99.67,0.2294,-0.2791,-0.1136,0.1265,1.4369,2.1612,28.8758,25.1783,0.551,0.7113,0.594,3.2415,1.3319,1.2265,1.4016,3.731,3.9157,4.246,9.8253,1.4723,0.0821,1.2853,1.2424,0.1152,-278.11,21.1
MIGNUL,62.96,0.02,162.5,24.6,13.2,-3.0632,-2.0001,2.05,1.94,88.13,96.27,0.2992,-0.3217,-0.1558,0.1392,1.3625,1.9053,28.9368,25.2146,0.4733,0.7621,0.621,3.2375,1.2756,1.2783,1.4533,3.7127,3.911,4.2092,9.8411,1.5637,0.0518,1.5514,1.6602,0.3473,-120.53,21.1
LERBEP,81.88,-2.19,184.93,32.2,15.5,-3.9429,-3.1825,1.92,1.94,87.97,98.79,0.2599,-0.2777,-0.1075,0.1471,1.4448,2.157,28.7766,25.1594,0.5366,0.7049,0.591,3.2378,1.3403,1.2178,1.4037,3.7335,3.8715,4.2403,9.7919,1.5863,0.1004,1.3444,1.2719,0.0906,-279.46,21.1
THPDCB,86.41,-1.32,193.07,32.8,12.4,-3.4367,-2.3724,1.94,1.97,87.73,98.61,0.1889,-0.2931,-0.1289,0.1124,1.4117,3.246,28.8768,25.2135,0.5387,0.7176,0.567,3.2445,1.3667,1.1992,1.4061,3.722,3.892,4.2324,9.8296,1.2117,0.0138,1.5479,1.6232,0.371,-203.3,21.1
GOCKIV,63.02,-0.04,156.57,24,9.2,-3.003,-2.0159,2.09,1.93,88.42,96.53,0.2958,-0.322,-0.1572,0.1306,1.3439,1.9372,28.9151,25.2223,0.4485,0.7712,0.6196,3.2369,1.3187,1.2352,1.4538,3.714,3.9186,4.2105,9.8407,1.5545,0.053,1.5674,1.4784,0.3566,-123.55,21.1
GEXTOU,63.41,-0.18,157.45,24.2,8.6,-3.0747,-1.9511,2.1,1.94,88.09,96.29,0.2916,-0.3199,-0.1539,0.1383,1.3713,1.9352,28.9208,25.2153,0.4855,0.7548,0.6186,3.2378,1.3253,1.2295,1.4502,3.7127,3.9174,4.2119,9.8413,1.5477,0.0535,1.5579,1.4738,0.3508,-125.09,21.1
RIQBIC,63.73,-0.43,159.55,24.4,11.2,-3.0062,-2.0624,2.1,1.94,87.78,95.71,0.2915,-0.32,-0.1548,0.1393,1.3856,1.9382,28.9216,25.2135,0.4989,0.7456,0.6076,3.2388,1.2619,1.2972,1.4452,3.7113,3.8907,4.2162,9.8323,1.5579,0.0614,1.5669,1.4771,0.369,-127.35,21.1
DUPFEA,82.52,-0.34,176.99,28.4,10.3,-3.4544,-2.2161,2.22,1.95,89.64,98.46,0.2304,-0.3081,-0.1434,0.1417,1.3885,2.8723,28.8666,25.1916,0.4848,0.7618,0.6046,3.2401,1.3218,1.2286,1.4411,3.7168,3.9185,4.2298,9.8632,1.2968,0.0151,1.5243,1.619,0.3849,-175.98,21.1
ZIBSUB,85.35,1.12,187.83,29.8,16.7,-2.4887,-1.7589,1.95,1.96,86.81,95.29,0.3066,-0.3122,-0.1607,0.0984,1.3257,1.9987,28.845,25.2683,0.4403,0.7294,0.5705,3.2414,1.3413,1.2113,1.4417,3.7126,3.8526,4.2299,9.8045,1.5846,0.0887,1.6494,1.5915,0.4492,-123.87,21.1
GABYER,77.97,3.1,197.24,33.5,23.9,-3.1118,-1.6666,2.2,1.93,89.9,104.01,0.3915,-0.3344,-0.1901,0.171,1.2038,1.8368,28.78,25.215,0.1266,0.9357,0.6439,3.2376,1.2988,1.3013,1.4189,3.698,3.5027,4.2314,9.81,1.5151,0.1132,1.7503,1.5787,0.444,-58.96,21.1
FOQPIN,86.96,0.92,186.64,28.8,10.4,-2.3039,-1.3634,1.99,1.94,85.19,91.4,0.2915,-0.3199,-0.1598,0.032,1.3017,1.8953,28.9277,25.3393,0.517,0.6196,0.6089,3.2399,1.3024,1.2506,1.4501,3.7253,3.9062,4.2328,9.8035,1.6607,0.076,1.6712,1.7218,0.3969,-90.29,21.1
XAMSAI,86.13,1.25,185.73,28.7,9.7,-2.4123,-1.325,1.99,1.95,85.97,92.92,0.288,-0.3194,-0.1607,0.0677,1.3272,1.9334,28.9121,25.3057,0.5063,0.6628,0.5936,3.2411,1.3322,1.2208,1.4486,3.7176,3.8817,4.2306,9.815,1.6265,0.0909,1.6603,1.5945,0.3952,-96.23,21.1
FIZDOJ,92.56,5.39,195.89,33.5,14.4,-3.2475,-2.7573,1.93,2.01,88.68,100.91,0.3539,-0.299,-0.1381,0.1056,1.3483,2.0123,28.8111,25.2257,0.464,0.7586,0.5515,3.2498,1.3665,1.1865,1.4213,3.7271,3.8391,4.2271,9.7926,1.5857,0.0891,1.6297,1.7029,0.4031,-180.75,21.1
ESEGOA,96.62,1.79,204.66,32.8,15.1,-3.226,-2.6904,1.9,2,88.97,98.82,0.38,-0.2991,-0.142,0.1053,1.292,2.0389,28.8128,25.2352,0.3871,0.7765,0.563,3.247,1.3572,1.1834,1.4364,3.7275,3.7192,4.2256,9.7745,1.5323,0.08,1.6377,1.6747,0.4013,-170.24,21.1
CADVOS,84.63,1.22,178.65,29.9,11.3,-2.8853,-1.3646,2.2,1.95,88.15,97.35,0.3214,-0.3229,-0.1614,0.1114,1.2891,2.0608,28.8602,25.2481,0.3701,0.802,0.6227,3.2392,1.3315,1.2471,1.4284,3.718,3.9202,4.1868,9.8275,1.5606,0.0624,1.7628,1.6968,0.3789,-116.1,21.1
DAQCOQ,83.4,-1.91,203.84,33.8,12.9,-3.9834,-3.3686,2.03,1.96,87.47,101.41,0.2352,-0.2613,-0.099,0.1155,1.4462,2.0766,28.8676,25.178,0.5637,0.6978,0.5866,3.2445,1.3132,1.2553,1.3701,3.7388,3.9212,4.244,9.7835,1.5689,0.0913,1.279,1.2361,0.0964,-313.91,21.1
DIQPUR,86.47,-2.19,203.96,36.2,19.4,-3.8934,-3.4494,2.09,1.95,87.92,99.06,0.2543,-0.2642,-0.109,0.1704,1.4686,2.0395,28.8967,25.1415,0.5355,0.7236,0.5956,3.2408,1.3304,1.2358,1.3794,3.7299,3.8937,4.262,9.7746,1.5187,0.0788,1.2323,1.1943,0.0928,-297.54,21.1
CIGPOX,80.93,-0.22,176.93,29.8,15.6,-3.5338,-2.2295,1.9,1.94,89.2,98.09,0.21,-0.3121,-0.1362,0.1611,1.381,3.3117,28.8704,25.1759,0.4619,0.7623,0.6243,3.2357,1.3316,1.221,1.4478,3.7209,3.8644,4.2631,9.8251,1.233,0.0154,1.4778,1.6824,0.3496,-182.97,21
XIKLOU,75.29,0.58,165.28,28,9.8,-3.7922,-3.2355,2.05,1.96,93.46,101.66,0.3497,-0.2921,-0.1443,0.0748,1.201,2.137,28.7046,25.2527,0.2147,0.8405,0.6616,3.2422,1.3027,1.2486,1.4212,3.736,3.9019,4.1899,9.8508,1.4728,0.0881,1.3426,1.1308,0.0789,-235.72,21
MAYTOX,81.22,0.37,176.73,30.2,14.1,-3.4649,-2.4476,2,1.96,90.22,99.3,0.2423,-0.3101,-0.1469,0.1167,1.2933,3.2646,28.8414,25.2143,0.3616,0.7859,0.6274,3.2411,1.2433,1.3108,1.439,3.7265,3.8669,4.2124,9.8506,1.2719,0.0121,1.4809,1.645,0.3607,-169.81,21
UMIDAX,81.33,8.72,191.27,39.6,14.9,-3.6924,-3.1877,2.06,1.98,92.59,101.42,0.2832,-0.2848,-0.1327,0.106,1.2242,2.9962,28.75,25.2749,0.2205,0.7895,0.6232,3.2457,1.2504,1.2906,1.4214,3.7338,3.8942,4.2176,9.8411,1.3649,0.0236,0.9916,1.4413,0.1301,-291.96,21
DEFNIL,62.35,0.3,154.69,23.9,7.8,-3.0028,-2.208,2.07,1.93,88.3,96.44,0.2868,-0.3238,-0.1569,0.1273,1.3452,1.9048,28.9162,25.2288,0.4585,0.7622,0.621,3.2371,1.382,1.1973,1.4302,3.7139,3.8718,4.2175,9.8459,1.599,0.0426,1.5276,1.6594,0.318,-120.36,21
YOCPUD,63.14,0,156.71,24.1,8.4,-3.043,-2.0826,2.06,1.93,88.22,96.23,0.2938,-0.3206,-0.1546,0.1334,1.3595,1.9145,28.9177,25.2204,0.4751,0.7574,0.6191,3.2375,1.2739,1.2802,1.4519,3.714,3.9088,4.2084,9.8422,1.5551,0.0448,1.5542,1.6644,0.3401,-126.42,21
BEDGIA,85.61,-1.61,188.18,31.8,23.9,-3.9167,-2.8845,1.93,1.95,87.62,100.66,0.2103,-0.2706,-0.1036,0.1203,1.4402,3.2309,28.9145,25.1847,0.5667,0.692,0.5913,3.2413,1.3544,1.2225,1.3745,3.7341,3.9097,4.2264,9.8086,1.1947,0.018,1.5453,1.5832,0.3934,-288.5,21
ZITPAT,63.32,-0.16,157.21,24.1,8.5,-3.1118,-2.3493,2.06,1.94,88.18,96.89,0.2904,-0.3158,-0.151,0.1303,1.3696,1.917,28.9231,25.221,0.49,0.7454,0.6148,3.2387,1.2872,1.2678,1.445,3.7145,3.9131,4.2104,9.842,1.5555,0.0471,1.5501,1.6599,0.3409,-139.95,21
YOMQUP,63.94,-0.51,159,24.3,8.4,-3.184,-2.4283,2.04,1.94,88.02,96.94,0.2928,-0.3084,-0.145,0.1282,1.3838,1.9216,28.9276,25.218,0.5078,0.7299,0.6081,3.2395,1.32,1.2355,1.436,3.7159,3.9191,4.2144,9.8352,1.5558,0.0448,1.5496,1.6671,0.344,-164.99,21
BUBBAE,88.11,0.41,185.85,32.5,14.9,-2.966,-2.3105,2.04,1.94,88.53,96.07,0.3293,-0.31,-0.1521,0.1132,1.2999,1.7679,28.8322,25.2476,0.3998,0.7698,0.5919,3.2377,1.2869,1.2632,1.4447,3.7167,3.9086,4.2097,9.8199,1.7844,0.0909,1.6624,1.5591,0.3765,-145.15,21
KIZJAE,88.5,0.12,185.73,30.9,11.3,-2.0584,-1.1502,2.02,1.91,86.91,92.46,0.3214,-0.3434,-0.1832,0.0931,1.2322,1.7732,28.8817,25.2943,0.3249,0.7997,0.6349,3.2305,1.3139,1.2592,1.4612,3.7139,3.9068,4.2184,9.7998,1.8081,0.1003,1.7134,1.6029,0.4092,-65.7,21
GOVTAO,83.8,-2.73,184.37,29.3,18.9,-3.8544,-3.2223,2.07,1.95,87.89,98.05,0.3222,-0.2591,-0.1061,0.1327,1.4496,2.0448,28.8101,25.1775,0.5758,0.6632,0.5739,3.242,1.3268,1.2449,1.3678,3.7295,3.9198,4.2407,9.7983,1.5248,0.083,1.4847,1.6278,0.4573,-300.85,21
SAHDOV,79.21,1.22,180.47,34,20,-3.8996,-3.2664,2.07,1.96,90.14,99.32,0.3461,-0.2825,-0.1206,0.0763,1.283,1.7875,28.8295,25.2476,0.3307,0.7528,0.643,3.2409,1.2808,1.3098,1.3745,3.7439,3.8624,4.1935,9.8007,1.5055,0.0944,1.2548,1.0791,0.1286,-300.31,21
AQEPES,86.84,1.25,186.91,28.9,9.3,-2.3853,-1.3765,2,1.95,85.91,92.4,0.2873,-0.3208,-0.1616,0.0741,1.3271,1.8825,28.9213,25.3011,0.4982,0.6743,0.5862,3.2415,1.3356,1.2162,1.4509,3.7152,3.8619,4.2312,9.8155,1.6725,0.0907,1.6125,1.602,0.4001,-98.35,21
EROMAA01,84.51,-0.08,198,32.2,11.6,-3.0357,-1.7102,2.11,1.95,88.43,95.95,0.1937,-0.3251,-0.1589,0.1475,1.3396,1.8978,28.8681,25.2136,0.4109,0.7898,0.5883,3.2377,1.3334,1.2157,1.4623,3.7104,3.8809,4.2513,9.85,1.5608,0.0675,1.2782,1.1777,0.0965,-128.73,21
PIVDOO,86.88,-1.81,202.2,32.6,14.4,-3.5538,-2.8744,1.95,1.95,87.58,98.3,0.2235,-0.2794,-0.1259,0.1387,1.4042,3.2612,28.9416,25.19,0.4919,0.7415,0.5752,3.2421,1.3492,1.2119,1.3991,3.7254,3.8714,4.2562,9.7942,1.3095,0.0111,1.4924,1.7327,0.4311,-224.37,21
BOSGOF,88.89,0.81,188.66,33.5,15.8,-2.2009,-1.2663,1.97,1.97,85.6,91.58,0.2925,-0.3097,-0.1595,0.0109,1.2876,1.7999,28.9325,25.3596,0.5262,0.6148,0.5662,3.2456,1.2873,1.2662,1.4343,3.7217,3.9074,4.23,9.7946,1.7716,0.0845,1.7517,1.6982,0.4239,-120.07,21
MADDEE,104,-0.22,199.18,35,16.4,-2.7748,-1.5887,2.23,1.96,88.31,100.15,0.3247,-0.3267,-0.1722,0.1361,1.2824,1.971,28.8365,25.237,0.3411,0.8461,0.6014,3.2392,1.3443,1.215,1.4524,3.71,3.8909,4.2394,9.8199,1.6085,0.073,1.7459,1.6758,0.4066,-88.94,21
YIZDUH,80.76,0.37,211.69,31.7,16.5,-3.5892,-2.6592,1.95,1.95,90.29,99.48,0.2379,-0.307,-0.1387,0.1274,1.3138,3.3072,28.8162,25.208,0.384,0.7758,0.6282,3.2383,1.2858,1.2769,1.4292,3.7275,3.907,4.2119,9.8352,1.2798,0.0127,1.5148,1.6524,0.3623,-192.44,20.9
PUPHAK,63.31,-0.19,157.24,24.2,8.9,-3.1115,-2.1672,2.04,1.94,88.07,96.65,0.2922,-0.3157,-0.1503,0.1309,1.3726,1.9258,28.92,25.2204,0.4958,0.7414,0.6153,3.2386,1.3117,1.2412,1.4469,3.7144,3.9212,4.2155,9.8419,1.5528,0.0448,1.5448,1.6576,0.3391,-144.03,20.9
IRABIO,64.77,-1.71,162.93,24.2,13.4,-3.6765,-2.8626,2.03,1.94,85.93,99.67,0.2847,-0.2741,-0.104,0.0903,1.443,1.7682,28.8297,25.2087,0.6042,0.6383,0.5862,3.2441,1.3458,1.2264,1.3803,3.734,3.9177,4.2308,9.8099,1.6174,0.0798,1.5872,1.2959,0.4114,-295.61,20.9
EJEXAT,85.25,-0.49,217.61,38.2,15.2,-3.4367,-1.958,1.95,1.98,88.41,100.35,0.1008,-0.3019,-0.1348,0.1102,1.3822,3.1414,28.8877,25.2098,0.462,0.7627,0.554,3.2449,1.3511,1.1987,1.4309,3.7245,3.8901,4.2694,9.8329,1.3071,0.0141,1.3244,1.2739,0.0945,-189.66,20.9
WETGAE,82.53,0.56,180.34,28.8,6.8,-2.8909,-1.3048,2.1,1.95,88.65,95.62,0.1998,-0.3346,-0.1685,0.1425,1.3012,1.9023,28.8365,25.215,0.3625,0.8178,0.6025,3.2368,1.3402,1.2118,1.4701,3.7105,3.8788,4.2445,9.8486,1.5592,0.0647,1.3903,1.2119,0.0668,-104.41,20.9
VIQWOI,86.21,-2.88,201.77,35.6,20.2,-4.0272,-3.6081,1.94,1.97,88.51,100.81,0.2758,-0.2524,-0.1051,0.1698,1.5007,2.0539,28.923,25.1305,0.5506,0.7207,0.5822,3.2463,1.3515,1.2152,1.3619,3.7311,3.8861,4.2357,9.781,1.4939,0.0788,1.2265,1.1949,0.091,-316.02,20.9
BOYZEV,84.86,-1.78,185.14,28.6,11.8,-3.8104,-3.3642,1.99,1.95,87.83,99.34,0.3328,-0.2573,-0.1072,0.1131,1.4229,2.0777,28.855,25.1958,0.5464,0.6752,0.5854,3.242,1.3091,1.2566,1.371,3.7346,3.9229,4.227,9.7891,1.5067,0.081,1.532,1.7215,0.3998,-314.49,20.9
CORWUB10,60.96,-0.86,172.94,30.3,8.4,-3.0085,-1.4602,2.9,1.96,86.81,95.46,0.1226,-0.3287,-0.1447,0.0895,1.3864,1.8608,28.8411,25.2434,0.5092,0.7047,0.5705,3.2443,1.3424,1.2138,1.4529,3.7213,3.8963,4.2767,9.8455,3.5931,0.0097,1.3667,1.209,0.0897,-145.84,20.9
UPAXAL,96.96,1.35,201.18,32.4,15,-3.1589,-2.5467,1.91,2,89.1,98.5,0.3743,-0.3026,-0.1466,0.1059,1.2823,2.0402,28.8085,25.2386,0.3717,0.7884,0.564,3.2462,1.3573,1.1836,1.4403,3.7256,3.7493,4.2213,9.7818,1.5406,0.0777,1.6232,1.672,0.4051,-158.57,20.9
UWAHUW,90.3,-0.42,188.95,34.4,14.1,-2.1344,-1.3906,2.02,1.95,83.4,89.22,0.2994,-0.3092,-0.1581,-0.0452,1.2649,1.8023,28.9627,25.4106,0.5892,0.5014,0.6057,3.2423,1.2977,1.2575,1.435,3.7359,3.9038,4.231,9.7723,1.7459,0.0945,1.76,1.5723,0.4284,-94.89,20.9
HISRIM,63.95,-0.27,160.64,24.9,18.5,-3.1262,-2.1975,2.11,1.94,88,94.91,0.2863,-0.3089,-0.1439,0.1228,1.3745,1.906,28.9875,25.2279,0.5227,0.7117,0.6063,3.2384,1.3232,1.2261,1.4442,3.7155,3.8902,4.2247,9.8403,1.5357,0.055,1.5624,1.4744,0.3594,-161.92,20.9
ZILHAG,89.09,0.5,187.8,33.8,12.9,-2.0891,-1.3191,2.01,1.93,83.89,90,0.3042,-0.3182,-0.1653,-0.0286,1.2591,1.7914,28.9291,25.4045,0.5455,0.531,0.6201,3.2388,1.3161,1.2386,1.4474,3.7321,3.8934,4.2314,9.7774,1.7835,0.0914,1.7812,1.5493,0.4386,-82.67,20.9
GIZYIY01,85.47,-1.3,191.45,30.2,9.7,-3.3849,-2.466,1.94,1.97,87.55,98.99,0.2125,-0.2796,-0.1268,0.1048,1.3848,2.9971,28.9266,25.2164,0.4898,0.7269,0.5699,3.2435,1.3528,1.1988,1.4083,3.7279,3.8552,4.2613,9.7876,1.415,0.0086,1.5321,1.6742,0.4413,-220.64,20.9
POPJEK,79.69,0.18,174.53,29.6,13.7,-3.6353,-2.3563,2.29,1.95,90.28,98.56,0.2285,-0.3081,-0.1365,0.1339,1.3282,2.0201,28.8426,25.1975,0.3985,0.7777,0.6345,3.2383,1.2744,1.2916,1.4275,3.7276,3.8937,4.2064,9.8325,1.4717,0.0645,1.2288,1.1972,0.1282,-200.21,20.9
CPISIN,83.66,0.33,185.64,32.4,9.9,-2.5323,-1.2907,1.97,1.98,86.89,93.61,0.2031,-0.3248,-0.1519,0.0819,1.3092,2.9045,28.8179,25.28,0.4362,0.7615,0.5601,3.2453,1.3285,1.2186,1.4562,3.7186,3.8976,4.2161,9.8422,1.3638,0.0105,1.5653,1.6345,0.3641,-124,20.8
LETPIK,81.26,4.37,178.55,31,13.9,-3.905,-2.8553,1.99,1.95,88.62,98.62,0.4021,-0.2714,-0.1112,0.1195,1.3536,2.013,28.7961,25.2086,0.4499,0.7039,0.6317,3.2403,1.2287,1.3392,1.3865,3.7401,3.7822,4.174,9.7904,1.5408,0.1002,1.5204,1.7264,0.4292,-296.66,20.8
IXIWOC,79.13,2.8,204.97,41.8,20.8,-3.8243,-3.5633,2.07,1.98,94.59,102.34,0.2363,-0.2865,-0.1334,0.0578,1.2061,3.2314,28.7569,25.2391,0.2304,0.8224,0.6119,3.2423,1.2636,1.2688,1.4343,3.7506,3.9198,4.2225,9.8347,1.2807,0.0082,1.3454,1.3329,0.0882,-281.97,20.8
ALODAH,85.03,-0.81,196.34,32.8,10.4,-3.8182,-3.1787,1.96,1.96,87.63,98.43,0.2714,-0.2667,-0.1105,0.1288,1.4221,3.2596,28.8324,25.1792,0.5077,0.6727,0.5763,3.2451,1.2766,1.2788,1.39,3.7367,3.9031,4.239,9.7683,1.2195,0.0149,1.5935,1.628,0.4008,-307.62,20.8
CEKNIP,84.42,-2.78,188.81,31.8,18.9,-3.8839,-3.1594,1.91,1.95,88.74,98.72,0.2592,-0.267,-0.1133,0.1457,1.4392,2.097,28.8682,25.1602,0.5237,0.7225,0.5985,3.241,1.3198,1.2492,1.3789,3.7301,3.9217,4.2256,9.796,1.5037,0.0858,1.1247,1.0174,0.1292,-276.41,20.8
UBAGEL,64.17,0.16,159.49,26.5,13,-3.0671,-2.9897,2.05,1.93,87.37,98.22,0.2793,-0.2932,-0.132,0.064,1.3554,1.9081,28.9745,25.276,0.5411,0.6657,0.6044,3.2422,1.2927,1.2583,1.4219,3.7259,3.9203,4.2183,9.8486,1.5421,0.0397,1.5522,1.6366,0.3607,-238.56,20.8
NAMVOM,88.2,0.32,185.02,30.9,12.2,-2.1172,-1.1336,2.04,1.92,87.28,93.12,0.3218,-0.342,-0.1825,0.0979,1.2251,1.7664,28.8943,25.2901,0.3206,0.8103,0.6355,3.2306,1.2948,1.2731,1.4649,3.7131,3.911,4.2179,9.8027,1.7965,0.1045,1.7137,1.5758,0.4228,-67.31,20.8
HAGGIF,85.33,1.12,185.85,28.9,18.5,-2.2301,-1.3541,1.97,1.95,84.74,90.88,0.3089,-0.3213,-0.1621,0.0171,1.2879,1.8971,28.8846,25.351,0.5131,0.6091,0.6089,3.2407,1.2491,1.3074,1.4475,3.7279,3.9201,4.2327,9.7905,1.6706,0.0977,1.6529,1.6096,0.439,-82.85,20.8
UNITAN,64.4,-0.87,160.29,24.5,8.7,-3.292,-2.552,2.07,1.94,87.77,97.17,0.2913,-0.3012,-0.1375,0.1268,1.4036,1.9428,28.9402,25.2145,0.5353,0.712,0.6045,3.2405,1.3195,1.2319,1.432,3.7174,3.9193,4.2232,9.8306,1.5469,0.0548,1.5475,1.4833,0.3569,-189.97,20.8
