Ligand,Bite_Angle,D_Bite_Angle,Cone_Angle,Sterimol_B1,Sterimol_B5,Sterimol_L,PC_Buried_Volume_3-5A,PC_Buried_Volume_5A,PC_Buried_Volume_7A,SASA,HOMO_Energy,LUMO_Energy,Cu-L1,Cu-L2,D_Cu-L1,D_Cu-L2,Cu-I,Cu-C,C-I,I-C-Cu,Lowdin_Charge_Cu,Lowdin_Charge_C,Lowdin_Charge_I,Lowdin_Charge_L1,Lowdin_Charge_L2,Bonded_Valence_Cu,Bonded_Valence_C,Bonded_Valence_I,Bonded_Valence_L1,Bonded_Valence_L2,Atomic_Population_Cu,Atomic_Population_C,Atomic_Population_I,Atomic_Population_L1,Atomic_Population_L2,Bond_Order_Cu_I,Bond_Order_Cu_C,Bond_Order_C_I,Bond_Order_Cu_L1,Bond_Order_Cu_L2,Orbital_Charge_C_s,Orbital_Charge_C_pz,Orbital_Charge_C_px,Orbital_Charge_C_py,Orbital_Charge_I_s,Orbital_Charge_I_pz,Orbital_Charge_I_px,Orbital_Charge_I_py,Orbital_Charge_I_d,Orbital_Charge_I_dxz,Orbital_Charge_I_dyz,Orbital_Charge_I_dxy,Orbital_Charge_I_dz2,Orbital_Charge_I_dx2y2,Orbital_Charge_Cu_s,Orbital_Charge_Cu_p,Orbital_Charge_Cu_pz,Orbital_Charge_Cu_px,Orbital_Charge_Cu_py,Orbital_Charge_Cu_d,Orbital_Charge_Cu_dxz,Orbital_Charge_Cu_dyz,Orbital_Charge_Cu_dxy,Orbital_Charge_Cu_dz2,Orbital_Charge_Cu_dx2y2,Orbital_Charge_L1_pz,Orbital_Charge_L1_px,Orbital_Charge_L1_py,Orbital_Charge_L1_d,Orbital_Charge_L1_dyz,Orbital_Charge_L1_dz2,Orbital_Charge_L2_pz,Orbital_Charge_L2_px,Orbital_Charge_L2_py,Orbital_Charge_L2_d,Orbital_Charge_L2_dyz,Orbital_Charge_L2_dz2,ImgFre,Ea
JEXNAB,77.69,3.29,200.32,3.03,5.48,6.73,39.1,29.9,14.3,572.98,-2.5177,-1.4543,2.37,2.01,-0.18,-0.04,2.66,2.41,2.19,70.62,0.2894,-0.2217,0.1902,-0.6651,-0.208,2.4138,3.6071,1.2913,1.9789,2.7744,28.8829,5.8604,25.2082,8.4792,7.2936,0.4525,0.1575,0.765,0.1703,0.5162,2.9358,1.0254,1.0498,1.1207,3.709,3.3629,3.7736,3.7675,10.1969,2.0556,2.0453,2.0205,2.059,2.0165,6.3695,12.5542,4.257,4.1915,4.1057,9.7869,1.9941,1.9904,1.9509,1.8885,1.963,1.6466,1.476,1.6007,0.401,0.0496,0.0677,1.4206,1.3637,1.1799,0.0773,0.0153,0.0095,-90,30.3
ALOLIW,80.91,1.9,207.11,2.15,7.98,7.92,35.6,29.8,18.2,684.28,-2.5437,-1.5851,2.18,1.99,-0.09,-0.03,2.59,2.34,2.21,69.4,0.2579,-0.2127,0.154,-0.6448,-0.1753,2.6018,3.701,1.3404,2.0129,2.9114,28.9929,5.8768,25.2041,8.4884,7.154,0.5355,0.209,0.7041,0.2811,0.5165,2.9341,1.0596,1.0389,1.0902,3.7135,3.5336,3.7848,3.6184,10.1957,2.0409,2.0572,2.0292,2.0378,2.0306,6.3399,12.6138,4.2651,4.199,4.1497,9.7884,1.9922,1.9944,1.9471,1.8989,1.9558,1.5167,1.4657,1.7207,0.4084,0.0408,0.0566,1.3587,1.4047,1.1618,0.0793,0.0109,0.0092,-137.04,24.8
TOYWIN,78.95,5.12,172.34,1.7,7.9,7.29,32.3,21.4,11.6,579.74,-2.5239,-1.5357,2.24,2.04,-0.14,-0.1,2.63,2.3,2.18,71.76,0.3434,-0.2181,0.2162,-0.4691,-0.8688,2.4843,3.7829,1.3226,2.0178,1.7064,28.965,5.9885,25.1605,8.4168,8.5364,0.482,0.2601,0.8236,0.2244,0.5168,2.9276,1.0653,1.0341,1.0988,3.7064,3.5105,3.78,3.6006,10.1863,2.042,2.0502,2.0342,2.0354,2.0244,6.3279,12.5358,4.2511,4.1464,4.1383,9.7929,1.9869,1.9891,1.9721,1.9085,1.9364,1.4565,1.5551,1.6012,0.3398,0.0525,0.0511,1.7543,1.3954,1.7193,0.4388,0.0469,0.0708,-157.43,25.9
TOYWEJ,78.98,5.17,172.7,1.7,7.84,6.92,32.3,21.5,11.7,578.98,-2.5254,-1.5387,2.24,2.04,-0.14,-0.1,2.62,2.31,2.18,71.54,0.3422,-0.2177,0.2158,-0.4675,-0.867,2.4872,3.7855,1.3264,2.0196,1.7066,28.9662,5.9929,25.1608,8.4159,8.5359,0.4879,0.2579,0.8199,0.2294,0.5168,2.9277,1.065,1.034,1.0989,3.7063,3.5065,3.7803,3.6047,10.1864,2.0421,2.0504,2.0335,2.0358,2.0245,6.3266,12.5373,4.2508,4.1471,4.1394,9.7939,1.9855,1.9895,1.9706,1.9096,1.9387,1.4552,1.5547,1.6006,0.341,0.0503,0.051,1.7575,1.3913,1.7185,0.4386,0.0474,0.0692,-157.86,25.6
GICNOV,79.8,4.15,175.1,2.92,9.64,7.61,33.5,29.3,21.6,760.84,-2.4768,-1.5756,2.2,2.03,-0.14,-0.1,2.62,2.27,2.18,72.17,0.3536,-0.2158,0.1991,-0.5,-0.8561,2.5174,3.7575,1.2983,1.9909,1.694,28.9703,5.9571,25.1791,8.4111,8.5231,0.4886,0.2845,0.7959,0.2541,0.5169,2.9268,1.0455,1.0459,1.1048,3.7088,3.4578,3.7857,3.6609,10.1877,2.0473,2.0484,2.0289,2.0431,2.02,6.3167,12.5448,4.243,4.1597,4.1421,9.7848,2.0005,1.9855,1.9672,1.8964,1.9352,1.4512,1.5438,1.6157,0.3822,0.0479,0.0495,1.7494,1.3999,1.6997,0.458,0.0448,0.0704,-174.72,23.3
TABSAQ,77.98,5.84,169.99,2.19,6.05,7.49,33,24.6,13.1,562.31,-2.5093,-1.4987,2.23,2.02,-0.18,-0.09,2.65,2.28,2.18,72.98,0.3579,-0.2185,0.2045,-0.4826,-0.8824,2.4669,3.7761,1.2824,2.0075,1.6165,28.9533,5.9603,25.1745,8.4109,8.5394,0.4456,0.2792,0.8228,0.2384,0.517,2.9275,1.0551,1.0428,1.1004,3.7087,3.511,3.7725,3.617,10.1863,2.0454,2.0479,2.035,2.0374,2.0205,6.3267,12.5322,4.2411,4.1523,4.1389,9.7832,1.9955,1.9844,1.9763,1.9017,1.9253,1.4556,1.5532,1.6072,0.3523,0.0474,0.0494,1.7428,1.392,1.7155,0.4801,0.0546,0.078,-159.65,22.1
NUDMOO,60.99,2.17,152.33,1.95,5.28,8.93,23.7,15.5,10,595.02,-2.6837,-2.1027,2.27,2.01,-0.18,0.08,2.57,2.37,2.21,68.2,0.3394,-0.2122,0.2221,-0.5997,-0.5775,2.4779,3.6134,1.4073,1.8497,2.0321,29.0487,5.856,25.1446,8.5732,8.4968,0.6,0.1739,0.7361,0.2593,0.5179,2.9308,1.0455,1.0328,1.1132,3.7095,3.4314,3.7348,3.7193,10.1828,2.0459,2.0459,2.026,2.0471,2.0179,6.3261,12.5386,4.261,4.1793,4.0982,9.7959,1.9834,1.9879,1.9696,1.9019,1.953,1.5667,1.5538,1.5724,0.3832,0.0818,0.0541,1.5195,1.67,1.4889,0.3847,0.0622,0.0535,-122.82,24.5
EWEVIM02,63.69,0.19,158.6,1.7,4.44,10.7,24.4,15.2,9.3,617.95,-3.0565,-2.8927,2.1,2.03,-0.07,0.04,2.57,2.2,2.2,71.59,0.351,-0.2132,0.2406,-0.604,-0.6421,2.7516,3.862,1.4016,1.9473,1.9267,29.1201,5.9845,25.1045,8.4993,8.5639,0.5949,0.3126,0.7689,0.4192,0.5191,2.9222,1.0612,1.0386,1.0981,3.7109,3.4923,3.7541,3.6278,10.1742,2.0391,2.048,2.0309,2.0364,2.0197,6.2938,12.5756,4.2514,4.1887,4.1355,9.7796,1.9998,1.9917,1.9756,1.881,1.9315,1.5492,1.504,1.6492,0.3699,0.0532,0.0529,1.5606,1.6771,1.4785,0.3997,0.0662,0.0557,-134.79,20.3
ISOXAQ,90.87,6.66,194.11,1.72,11.04,8.73,30.5,21.7,14.8,753.2,-3.5173,-3.2164,1.92,1.96,-0.07,-0.07,2.59,2.06,2.39,70.64,0.4006,-0.1562,0.0711,-0.7126,-0.6937,3.3259,3.7384,1.2692,2.0454,1.9408,29.2222,5.8493,25.2047,8.4411,8.3933,0.6016,0.4339,0.5712,0.6407,0.5218,2.9254,1.0575,1.055,1.0287,3.7691,3.6195,3.8329,3.5655,10.142,2.0262,2.0458,2.0248,2.0238,2.0215,6.2634,12.6571,4.2292,4.2291,4.1988,9.6789,2.011,1.9101,1.932,1.9161,1.9098,1.5178,1.4668,1.6985,0.5267,0.0717,0.0776,1.5514,1.4465,1.7244,0.4545,0.0516,0.0825,-186.56,22
QAFPOF,90.89,6.64,194.23,1.89,11.55,8.65,30.5,21.7,14.8,768.31,-3.5268,-3.2229,1.91,1.96,-0.07,-0.07,2.59,2.06,2.39,70.62,0.4005,-0.1553,0.0713,-0.7139,-0.6946,3.3327,3.7357,1.2699,2.0438,1.9411,29.225,5.8537,25.2025,8.4413,8.3932,0.6029,0.4378,0.5729,0.6445,0.5219,2.925,1.0484,1.0581,1.0341,3.7696,3.5803,3.8369,3.6001,10.1417,2.0277,2.0463,2.0218,2.0257,2.0201,6.2631,12.6586,4.2258,4.2302,4.2025,9.6778,2.0139,1.8996,1.9164,1.9308,1.9171,1.516,1.4604,1.7063,0.5287,0.0668,0.0768,1.5586,1.4434,1.7206,0.455,0.0488,0.0819,-183.97,20.7
ACETUY,80.05,5.03,172.07,1.9,8.45,7.2,32,24.4,17.7,665.11,-2.5103,-1.541,2.23,2.04,-0.16,-0.11,2.63,2.32,2.18,71.5,0.3441,-0.2156,0.2113,-0.4802,-0.8593,2.4652,3.7172,1.3035,2.0159,1.7149,28.9592,5.9467,25.1735,8.4025,8.5259,0.4749,0.2409,0.8068,0.2285,0.5221,2.9287,1.0547,1.0414,1.099,3.7078,3.5216,3.7635,3.6074,10.1885,2.0455,2.0483,2.0357,2.0376,2.0213,6.3275,12.5382,4.2465,4.1522,4.1394,9.7902,1.9951,1.9827,1.976,1.9027,1.9337,1.4575,1.5277,1.6152,0.3703,0.0594,0.0496,1.7605,1.3999,1.7116,0.4254,0.0399,0.0646,-156.62,25.9
YIBROQ,79.93,1.05,228.39,2.37,9,8.19,35.7,29.2,21.8,770.98,-3.7827,-3.1909,2.28,1.92,-0.27,0.07,2.59,2.19,2.32,70.15,0.3558,-0.1695,0.8059,-0.1003,-0.6116,2.8048,3.5685,2.231,2.9343,2.1833,28.9586,5.8476,24.7357,7.1181,8.3478,0.48,0.1754,0.4008,0.2561,0.5226,2.9275,1.0092,1.0162,1.1305,3.5938,3.3508,3.4483,3.413,10.3881,2.104,2.0614,2.0901,2.0709,2.0618,6.3156,12.591,4.2613,4.215,4.1147,9.7376,1.9951,2.0108,1.9846,1.7999,1.9473,1.4236,1.121,1.2527,0.1071,0.0152,0.013,1.5889,1.5278,1.5363,0.4343,0.0644,0.0844,-126.3,115.6
BOBQOA,79.34,4.96,170.51,1.78,7.51,7.11,31.7,20.9,11.5,573.87,-2.5418,-1.5476,2.27,2.04,-0.16,-0.1,2.64,2.29,2.18,72.2,0.3461,-0.2169,0.2139,-0.4726,-0.8632,2.4679,3.7621,1.3087,2.0156,1.6965,28.9565,5.9644,25.1638,8.4189,8.5329,0.4673,0.2631,0.825,0.2108,0.5235,2.9278,1.0599,1.0365,1.1003,3.7083,3.5053,3.7733,3.6137,10.1856,2.0439,2.0485,2.0349,2.0364,2.0219,6.3309,12.5325,4.2483,4.1461,4.1381,9.7905,1.9945,1.986,1.9765,1.9032,1.9304,1.4684,1.5438,1.6058,0.3358,0.058,0.0529,1.7466,1.4087,1.7158,0.43,0.0445,0.0713,-158.15,25.4
DIBZAQ02,63.63,0.43,158.66,1.7,5.99,10.2,24.3,14.3,9.3,640.4,-3.2734,-3.2479,2.16,1.97,-0.12,0.08,2.56,2.04,2.25,72.99,0.3655,-0.2097,0.1981,-0.5702,-0.5844,2.8174,3.8125,1.3726,1.8993,1.9775,29.0959,5.9367,25.1124,8.4749,8.4719,0.6322,0.4262,0.6948,0.3382,0.5243,2.9169,1.0171,1.0472,1.1329,3.7286,3.2852,3.7836,3.8434,10.1611,2.0486,2.0333,2.0143,2.055,2.0099,6.2912,12.5842,4.2545,4.2133,4.1163,9.7591,1.9815,1.9898,1.9788,1.8865,1.9224,1.5262,1.5458,1.6179,0.3466,0.0523,0.0506,1.5455,1.6467,1.4954,0.3831,0.0622,0.0532,-93.17,19.1
HAMBUA,78.84,2.65,169.78,1.63,6.7,5.86,29.9,20.2,10.1,549.54,-2.5407,-1.5781,2.24,2.04,-0.09,-0.09,2.64,2.23,2.17,73.63,0.3531,-0.2205,0.2091,-0.4626,-0.8755,2.4905,3.9274,1.3105,2.0221,1.6436,28.9571,6.031,25.1517,8.3987,8.5397,0.4678,0.3438,0.8387,0.2152,0.5245,2.925,1.0773,1.0429,1.0817,3.709,3.572,3.7969,3.5333,10.1797,2.0361,2.0508,2.0351,2.0304,2.0274,6.3229,12.5351,4.2455,4.1543,4.1352,9.7889,1.9995,1.9848,1.9689,1.9137,1.922,1.4495,1.573,1.5893,0.3314,0.04,0.0416,1.7626,1.3893,1.7248,0.4383,0.0375,0.0611,-116.44,30.7
FEXGUL,81.94,3,171.73,2.73,4.41,8.71,31.1,20.7,11.7,578.6,-2.4675,-1.5717,2.28,2.04,-0.1,-0.1,2.6,2.36,2.19,69.49,0.3366,-0.2129,0.2128,-0.4514,-0.833,2.4798,3.7245,1.3476,2.0337,1.7455,28.9663,5.9292,25.1724,8.4016,8.5233,0.5277,0.204,0.7835,0.2089,0.5249,2.9304,1.0434,1.0343,1.114,3.7066,3.4339,3.7525,3.7026,10.1915,2.0513,2.0454,2.0299,2.0466,2.0183,6.3252,12.5404,4.2557,4.1473,4.1373,9.7979,1.9886,1.9837,1.9765,1.902,1.9472,1.4815,1.522,1.6096,0.3226,0.0447,0.0463,1.7659,1.3887,1.7002,0.4161,0.0377,0.0595,-121.4,36
AZIWUD,60.32,5.69,182.07,2.83,7.95,8.11,34.8,29.7,20,725.67,-2.7992,-2.7276,2.42,1.91,-0.33,0.03,2.61,2.21,2.21,72.37,0.2522,-0.2264,0.1642,-0.2327,-0.198,2.5683,3.487,1.3348,2.8012,3.0317,28.9073,5.8161,25.1491,7.1786,7.0994,0.5004,0.2453,0.7663,0.1037,0.5253,2.9301,1.0335,1.0323,1.1382,3.7185,3.2838,3.7652,3.8765,10.1918,2.0444,2.0264,2.0232,2.0798,2.018,6.3659,12.5971,4.2805,4.2258,4.0908,9.7848,1.8782,1.9901,1.9785,1.9712,1.9667,1.3402,1.3917,1.2434,0.0761,0.0154,0.0094,1.3739,1.3984,1.21,0.0826,0.017,0.0114,-152.48,34.6
WIXCAI,90.47,6.21,215.55,4.24,8.06,8.52,43.9,35.5,22,729.35,-2.7745,-2.7454,2,1.98,-0.05,-0.08,2.71,2.07,2.26,77.36,0.3331,-0.2121,0.0984,-0.184,-0.7653,3.1601,3.6584,1.197,2.9588,1.8618,29.1247,5.7436,25.2601,7.2201,8.4755,0.4191,0.3918,0.7122,0.5909,0.5257,2.926,1.124,1.0597,1.0078,3.745,3.8225,3.8238,3.3386,10.1717,2.0215,2.0368,2.0397,2.0233,2.0504,6.3088,12.6447,4.2179,4.2094,4.2174,9.7134,1.9909,1.9764,1.9437,1.9392,1.8633,1.2873,1.3609,1.2876,0.0765,0.017,0.0132,1.4273,1.5901,1.7589,0.4494,0.1081,0.1239,-165.19,25.8
IMUFEC,82.82,3.13,215.45,1.93,10.85,8.19,35,24.8,15.5,687.09,-2.9513,-2.4095,2.05,2.02,-0.09,-0.05,2.63,2.03,2.27,75.01,0.2856,-0.2099,0.1615,-0.0732,-0.7327,3.1134,3.8113,1.2973,3.1843,1.916,29.1608,5.8556,25.1595,7.0056,8.477,0.5444,0.4023,0.7432,0.4383,0.5264,2.9216,1.1246,1.0676,1.0014,3.7423,3.8721,3.8208,3.239,10.1643,2.0141,2.0317,2.048,2.0254,2.045,6.308,12.6692,4.2454,4.2161,4.2077,9.7373,1.9785,1.9988,1.9905,1.9167,1.8528,1.2512,1.2862,1.2981,0.0908,0.0152,0.0108,1.563,1.5601,1.6458,0.4257,0.0595,0.07,-127.41,17.8
EZOMEM,80.76,1.34,230.22,1.9,8.31,8.47,40.4,30.2,18.5,645.93,-3.2063,-3.0464,2.33,1.94,-0.13,0,2.55,2.08,2.35,69.96,0.2529,-0.1813,0.1433,-0.616,-0.0462,3.0423,3.4889,1.3561,2.0134,3.3421,29.1116,5.7147,25.1521,8.4576,6.871,0.6755,0.3383,0.5369,0.2221,0.5269,2.9288,1.0139,1.0352,1.1143,3.7498,3.3944,3.7033,3.8515,10.1577,2.0327,2.0327,2.017,2.056,2.0193,6.3377,12.6843,4.2528,4.2707,4.1609,9.7251,1.8543,1.9966,1.9315,1.9627,1.98,1.4893,1.4871,1.6988,0.3981,0.1007,0.0987,1.3739,1.2429,1.2005,0.0941,0.0286,0.0189,-165.05,19.1
IXIMEI,91.14,6.72,183.8,3.72,6.98,8.91,37.6,32.2,24.5,700,-2.7321,-1.6351,2.23,2,-0.22,-0.05,2.61,2.3,2.2,70.78,0.3804,-0.2172,0.2055,-0.6087,-0.9067,2.5798,3.4627,1.3262,1.9843,1.6872,28.9461,5.7208,25.2159,8.4188,8.4549,0.5176,0.1804,0.6502,0.2375,0.5271,2.9333,1.0179,1.0488,1.1263,3.7058,3.3696,3.7211,3.7993,10.1987,2.0676,2.0408,2.0203,2.0556,2.0145,6.3086,12.5556,4.2453,4.1878,4.1225,9.7554,2.0044,1.9785,1.9584,1.874,1.94,1.6299,1.5483,1.4853,0.4138,0.0592,0.0961,1.5793,1.6063,1.6632,0.5143,0.0883,0.1151,-152.19,18.7
BOPKAS,82.24,1.92,172.48,3.66,5.6,11.26,31.6,21.3,13.8,714.17,-2.4539,-1.5384,2.27,2.04,-0.04,-0.11,2.6,2.36,2.19,69.81,0.3381,-0.2133,0.2167,-0.4607,-0.8394,2.486,3.7068,1.3377,2.0174,1.7294,28.9789,5.9152,25.1734,8.4211,8.5321,0.5191,0.2048,0.7903,0.2272,0.5279,2.9299,1.0338,1.0379,1.1207,3.705,3.4025,3.737,3.7462,10.1926,2.0581,2.042,2.0274,2.0499,2.0153,6.3241,12.5405,4.2493,4.1497,4.1416,9.7973,1.9941,1.9809,1.9788,1.8974,1.946,1.5059,1.5111,1.6032,0.3258,0.043,0.0458,1.7708,1.3816,1.6939,0.4309,0.0456,0.0592,-125.91,28
BOTWOY,84.75,13.34,187.64,1.7,11.34,9.68,32.3,23.3,14.9,836.5,-2.9441,-2.9503,2.07,1.99,-0.18,-0.09,2.6,2.18,2.22,72.5,0.3855,-0.2161,0.1952,-0.6682,-0.6892,2.837,3.5907,1.3279,1.9418,1.9781,29.0167,5.8319,25.1503,8.5606,8.458,0.5715,0.3043,0.7341,0.3527,0.5281,2.927,1.0608,1.0276,1.1087,3.721,3.4612,3.756,3.6992,10.1674,2.0332,2.0494,2.0221,2.0387,2.0241,6.2859,12.5774,4.2369,4.1931,4.1474,9.7512,1.897,1.9792,1.9495,1.9693,1.9561,1.5135,1.4612,1.7173,0.4594,0.0543,0.0735,1.5752,1.4687,1.7109,0.4185,0.0438,0.0599,-154.2,21.1
XOTCUG,61.15,2.28,201.77,1.73,9.85,9.6,31.1,26.3,21.2,798.4,-3.7445,-2.5166,2.34,1.92,-0.22,0.11,2.54,1.85,3.3,49.84,0.3963,-0.0643,-0.3525,-0.5688,-0.6164,3.2094,3.0131,0.8021,1.8989,2.0142,29.4436,5.1949,25.5341,8.4926,8.4168,0.7166,0.4072,-0.1056,0.2459,0.5289,2.908,1.0008,0.9429,1.118,3.8476,3.6602,3.8731,3.9131,10.0586,2.014,2.0109,2.0061,2.021,2.0065,6.3351,12.6437,4.2887,4.2574,4.0976,9.625,1.7729,1.996,1.9887,1.921,1.9465,1.5155,1.5388,1.644,0.3319,0.0448,0.0547,1.5596,1.634,1.4561,0.4731,0.0779,0.0745,-119.53,4.6
XOXQAD,84.53,1.4,184.91,1.65,6.86,6.47,32.6,23.3,13.7,596.95,-2.6333,-1.6073,2.1,1.93,-0.08,0,2.56,2.32,2.21,68.66,0.2256,-0.2067,0.1751,-0.6632,-0.1178,2.7927,3.74,1.3748,2.0159,3.079,29.1303,5.897,25.1745,8.4481,6.9199,0.5813,0.2239,0.7197,0.3514,0.5292,2.9288,1.0417,1.0361,1.1094,3.7078,3.4173,3.7824,3.7224,10.1949,2.0437,2.0526,2.0218,2.0533,2.0236,6.3233,12.6525,4.2783,4.2023,4.172,9.7986,1.9861,1.9979,1.9465,1.8979,1.9701,1.5324,1.4554,1.718,0.4278,0.0425,0.0637,1.3143,1.3862,1.1701,0.0883,0.0133,0.0087,-182.43,34.1
KERQEF01,84.92,1.52,180.34,3.12,5.89,9.68,34.3,22.7,14.4,621.88,-3.8722,-2.4943,2.19,2.01,-0.21,0.01,2.64,2.27,2.19,72.54,0.3759,-0.2293,0.284,-0.5387,-0.7938,2.313,3.8625,1.3819,2.0683,1.7933,28.884,6.0127,25.0703,8.4185,8.5759,0.5036,0.292,0.8389,0.276,0.5293,2.9251,1.0451,1.0416,1.1264,3.7135,3.3206,3.7441,3.7693,10.1685,2.0553,2.0388,2.0184,2.0423,2.0137,6.2764,12.5123,4.2158,4.1654,4.1311,9.8354,2.0054,1.9755,1.9679,1.9427,1.9439,1.548,1.4637,1.6262,0.3705,0.0384,0.0534,1.7262,1.5052,1.5616,0.4484,0.0589,0.0609,-117.62,-12.3
ABIVUD,81.12,3.01,199.02,1.64,10.2,6.33,34.9,25.9,14.7,646.58,-3.3249,-2.476,2.08,2.01,-0.1,-0.05,2.58,1.99,2.29,73.79,0.1707,-0.2116,0.1208,-0.1212,-0.2051,3.0926,3.6255,1.3275,3.1096,3.0093,29.1082,5.7984,25.1464,7.0156,7.164,0.5675,0.412,0.6943,0.3735,0.5299,2.9203,1.1309,1.0697,0.9957,3.7466,3.9222,3.8207,3.2254,10.1643,2.0146,2.0237,2.047,2.0208,2.0583,6.345,12.7195,4.2415,4.2473,4.2307,9.7649,2.0025,2.0042,1.9565,1.9351,1.8665,1.2303,1.3053,1.3086,0.0906,0.0139,0.0097,1.4226,1.3796,1.0963,0.109,0.0181,0.0119,-115.57,17.4
TALGUK,78.02,1.42,217.76,2.61,8.53,8.76,34.5,26.9,17.8,731.95,-3.8356,-3.2539,2.3,1.92,-0.12,0.01,2.53,2.02,2.38,69.68,0.2734,-0.1829,0.1011,-0.5308,-0.0589,2.9841,3.7865,1.3347,1.9744,3.2908,29.0798,5.9039,25.1298,8.4295,6.9635,0.6776,0.4376,0.5968,0.2143,0.5303,2.9253,1.0322,1.0441,1.0922,3.7594,3.6184,3.6586,3.7132,10.1493,2.0308,2.0374,2.0245,2.0345,2.022,6.3285,12.6637,4.2732,4.2338,4.1567,9.7344,1.8215,1.9829,2.0034,1.9468,1.9799,1.4666,1.4996,1.6592,0.3845,0.0428,0.0589,1.2256,1.355,1.2486,0.0902,0.0141,0.0098,-167.62,19.8
PAPBIU,87.16,6.83,181.89,4.24,8.9,12.2,32.6,24.4,18.5,801.42,-2.9182,-2.5042,2.2,2.03,-0.28,-0.08,2.59,2.16,2.21,72.48,0.2718,-0.2149,0.2298,-0.6488,-0.3881,2.7427,3.7404,1.3626,1.8983,2.8983,29.0721,5.8975,25.1448,8.4468,7.5474,0.5852,0.3281,0.7161,0.2576,0.5304,2.9247,1.0157,1.0458,1.136,3.713,3.3758,3.6583,3.8447,10.1784,2.0669,2.0307,2.0186,2.0487,2.0135,6.3313,12.6063,4.2573,4.2108,4.1381,9.7907,1.9827,1.9708,1.9818,1.9012,1.9542,1.5146,1.4513,1.7199,0.429,0.0643,0.0586,1.1926,1.3426,1.5142,0.0642,0.0216,0.011,-121.87,26.2
AVIYAG,82.47,5.15,175.35,4.17,6.67,14.26,32.6,25.4,19.3,841.72,-2.4997,-1.5247,2.16,2.04,-0.16,-0.1,2.61,2.33,2.18,70.73,0.3444,-0.2164,0.2078,-0.5108,-0.8565,2.5686,3.705,1.3196,2.0394,1.7397,29.007,5.925,25.1809,8.3979,8.5434,0.5104,0.2257,0.7782,0.3003,0.5308,2.9285,1.0376,1.0441,1.1145,3.7056,3.3971,3.7729,3.7246,10.1921,2.0534,2.0461,2.0247,2.05,2.0178,6.3124,12.5536,4.2448,4.1583,4.1505,9.7896,1.9921,1.9808,1.9715,1.898,1.9472,1.4295,1.5321,1.6442,0.3792,0.0383,0.0474,1.7713,1.388,1.6846,0.4524,0.0484,0.0694,-170.84,27
ULUHUE,86.92,11.33,186.63,2.16,10,9.47,31,22,16,745.65,-3.5029,-3.0431,2.02,1.96,-0.13,-0.12,2.57,2.12,2.29,71.08,0.3902,-0.1895,0.1583,-0.6998,-0.6266,3.1071,3.6917,1.3203,1.9618,1.9262,29.0936,5.8266,25.155,8.4368,8.3842,0.6274,0.343,0.6344,0.4865,0.5308,2.9256,1.0744,1.0336,1.065,3.7394,3.6067,3.784,3.5577,10.1538,2.0264,2.0509,2.0261,2.0206,2.0298,6.2759,12.6198,4.2341,4.2067,4.179,9.7142,1.9461,1.9545,1.9384,1.9475,1.9277,1.6052,1.4451,1.7118,0.4132,0.0307,0.0557,1.4551,1.4643,1.7462,0.4468,0.0583,0.0662,-175.01,22.1
YEMLOR,91.83,4.74,195.58,1.44,7.82,8.78,30.5,21.9,15.4,654.49,-3.5447,-3.2567,1.91,1.96,-0.06,-0.05,2.58,2.06,2.37,70.93,0.4027,-0.1611,0.0941,-0.6192,-0.6972,3.3227,3.742,1.2863,2.0495,1.9313,29.1923,5.861,25.1932,8.4163,8.4009,0.6186,0.4099,0.5736,0.6186,0.5315,2.9238,1.1,1.0499,0.9971,3.7619,3.7661,3.8246,3.4066,10.1468,2.0188,2.0384,2.0359,2.0213,2.0323,6.2574,12.6589,4.2286,4.226,4.2043,9.6809,1.9992,1.9552,1.958,1.8813,1.8872,1.4994,1.4718,1.6714,0.4819,0.0621,0.0718,1.547,1.4583,1.723,0.4532,0.0572,0.0825,-180.13,22.8
AXIHOG,80.63,13.56,185.35,2,10.28,7.6,31.7,24.8,18.7,712.08,-2.7556,-1.798,2.08,1.98,-0.19,-0.07,2.6,2.28,2.2,70.79,0.3681,-0.2219,0.195,-0.6233,-0.684,2.7374,3.7679,1.3357,1.9762,1.9691,29.0468,5.9009,25.1739,8.4285,8.4383,0.5577,0.231,0.7411,0.3767,0.5319,2.9286,1.055,1.0434,1.104,3.7114,3.4392,3.7827,3.6931,10.1785,2.0396,2.0504,2.0211,2.0438,2.0236,6.294,12.5647,4.2559,4.179,4.1298,9.7731,1.9657,1.9895,1.9397,1.9216,1.9565,1.4757,1.4762,1.7066,0.4505,0.0619,0.0531,1.5654,1.4399,1.7404,0.427,0.0296,0.0586,-172.09,18.7
