Ligand,Bite Angle (°),Cone Angle (°),% Buried Volume (5.0A),HOMO Energy (eV),Cu-L1 (A),Cu-L2 (A),Lowdin Charge (Cu),Lowdin Charge (N),Lowdin Charge (L2),Bonded Valence (Cu),Bonded Valence (N),Atomic Population (Cu),Atomic Population (N),Bond Order (Cu-N),Bond Order (Cu-L1),Bond Order (Cu-L2),Orbital Charge N(s),Orbital Charge Cu(s),Orbital Charge Cu(p),Orbital Charge Cu(px),Orbital Charge Cu(d),Orbital Charge Cu(dyz),Orbital Charge L1(px),Orbital Charge L1(py),Orbital Charge L1(d),Orbital Charge L1(dyz),Orbital Charge L2(px),Ea
MUNZOM,80.34,176.66,21.1,-3.632,2.26,1.92,0.3098,-0.2634,-0.0799,1.7714,2.9338,28.8234,7.3002,0.6819,0.2408,0.5878,3.1656,6.4621,12.4266,4.1372,9.8016,1.9217,1.6928,1.52,0.3672,0.0748,1.2076,18.7
TIDSEG,79.2,174.03,20.1,-4.0604,2.32,1.92,0.3375,-0.2662,-0.0475,1.7371,2.9584,28.7831,7.3148,0.7112,0.1813,0.5882,3.1645,6.4517,12.4081,4.176,9.8027,1.9851,1.4615,1.7034,0.3309,0.0445,1.3763,30.5
QOQDEG,85.78,199.48,20.8,-3.0513,1.97,1.93,0.2932,-0.2613,-0.9039,2.0193,2.9417,28.7781,7.2858,0.6331,0.428,0.5882,3.1696,6.4084,12.522,4.2239,9.7764,1.9178,1.1983,1.3889,0.0946,0.0098,1.6663,25.1
UGAFIU,98,201.32,31,-3.3818,1.98,1.9,0.4549,-0.2402,-0.8339,2.0852,2.9058,28.7661,7.273,0.6377,0.4968,0.5885,3.1655,6.3513,12.4512,4.1701,9.7426,1.9338,1.4204,1.7415,0.3935,0.076,1.6095,19.8
EGEZUO,90.38,188.84,26,-3.255,2.07,1.95,0.3893,-0.2326,-0.7072,1.8002,2.9947,28.8845,7.2479,0.6739,0.3641,0.5891,3.1613,6.3826,12.4268,4.131,9.8013,1.9556,1.6141,1.5634,0.3694,0.0782,1.6557,10.9
TEFWUZ,80.66,213.67,25.5,-3.9779,2.18,1.95,0.38,-0.2598,-0.0788,1.8686,2.9801,28.7646,7.2876,0.7051,0.2584,0.5892,3.1654,6.4052,12.4272,4.1357,9.7875,2.0035,1.4994,1.6499,0.3517,0.0742,1.3743,33.1
TULDAI,80.17,225.88,26.6,-3.745,2.15,1.91,0.262,-0.2664,-0.4292,2.0433,2.9445,28.7739,7.3268,0.6691,0.368,0.5896,3.1706,6.4562,12.5085,4.1832,9.7734,1.9216,1.2493,1.1965,0.1236,0.0329,1.3007,23.6
FINMEU01,65.15,175.12,21.8,-3.7321,2.04,2,0.537,-0.213,-0.5232,2.4753,2.9543,28.9398,7.2234,0.5338,0.4829,0.5899,3.1715,6.2702,12.4334,4.1466,9.7593,1.9772,1.5388,1.582,0.4064,0.0859,1.5863,5.3
DHPRTO03,83.81,182.13,21.3,-2.8584,2.08,1.94,0.356,-0.2515,-0.8505,1.7763,2.8973,28.8088,7.2897,0.6251,0.3462,0.5906,3.166,6.4136,12.439,4.1271,9.7913,1.9252,1.6368,1.5569,0.4175,0.087,1.5402,19.2
YOWDUK,82.8,230.55,40.1,-3.6884,2.1,1.96,0.2603,-0.2538,-0.2017,2.0356,2.9687,28.8946,7.2585,0.6916,0.3391,0.5907,3.1641,6.429,12.4958,4.0929,9.8149,1.942,1.4699,1.2067,0.0915,0.0178,1.2108,36.2
QOBPOM,79.21,174.11,20.2,-4.1753,2.33,1.91,0.3495,-0.2671,-0.0387,1.7551,2.9642,28.7676,7.311,0.7177,0.1748,0.5908,3.1648,6.4493,12.4069,4.1824,9.7943,1.9915,1.5312,1.6094,0.3258,0.0527,1.3049,26.3
WEQFEG,83.91,222.68,29.2,-3.4908,2.27,1.93,0.339,-0.2563,-0.1745,1.7943,2.9401,28.8296,7.2747,0.6806,0.2391,0.5911,3.1652,6.439,12.4157,4.1184,9.8062,1.9272,1.6547,1.5539,0.3197,0.0694,1.2405,25.6
BERBOP01,79.52,205.81,30.6,-3.4206,2.26,1.95,0.302,-0.2576,-0.2477,1.7013,2.9513,28.8399,7.2916,0.6597,0.2194,0.5914,3.1668,6.4535,12.4259,4.2139,9.8186,1.9703,1.534,1.5718,0.3351,0.0659,1.3447,29.3
GEQXIM,85.32,182.26,21.2,-3.6151,2.29,1.85,0.4617,-0.2158,-0.5388,2.1647,2.9522,28.8345,7.1689,0.5142,0.2207,0.5914,3.1688,6.2655,12.4599,4.1158,9.8129,1.9476,1.6509,1.5263,0.3059,0.0653,1.4719,2.3
WIXLEW,80.36,176.31,20.8,-3.7417,2.24,1.93,0.3085,-0.2629,-0.078,1.7441,2.9412,28.8233,7.3045,0.6867,0.2265,0.5914,3.1662,6.4583,12.425,4.1393,9.8082,1.9287,1.5542,1.6027,0.3471,0.0796,1.2183,20.1
DULLAZ,78.04,219.73,46.5,-3.0956,2.27,1.96,0.362,-0.2531,-0.1352,1.7062,2.9502,28.8432,7.2554,0.6524,0.2064,0.5915,3.1661,6.4357,12.3941,4.1665,9.8081,1.9916,1.4937,1.6756,0.3453,0.0587,1.3938,25.6
IYAYIQ,93.06,194.25,25.1,-3.3878,2.07,1.89,0.4108,-0.2399,-0.8562,1.9153,2.9676,28.7779,7.231,0.649,0.3125,0.5922,3.1655,6.3946,12.4399,4.2085,9.7546,1.9708,1.7126,1.4324,0.3832,0.0848,1.622,40.1
DADCIX,86.92,187.5,26.2,-3.5765,2.04,1.94,0.4439,-0.231,-0.6785,1.9054,3.0173,28.8615,7.2386,0.6837,0.4079,0.5925,3.1637,6.3744,12.4063,4.0951,9.7755,1.9255,1.5439,1.567,0.4156,0.0514,1.5456,21
HAMVEX,91.77,221.87,33.6,-3.3283,2,1.97,0.3316,-0.2414,-0.1837,2.0557,2.9469,28.9271,7.2491,0.6296,0.4183,0.5927,3.1692,6.4006,12.4815,4.2235,9.7863,1.9783,1.662,1.5122,0.3783,0.0774,1.3837,22
MUBWEN,85.75,186.04,22.5,-2.9723,2.02,1.94,0.3945,-0.2495,-0.8173,1.8913,2.9019,28.8055,7.291,0.6328,0.4253,0.5927,3.1665,6.3864,12.4423,4.1711,9.7768,1.9185,1.5937,1.5718,0.3737,0.0777,1.4508,18.9
KIZLAI,79.9,174.67,20.3,-4.0527,2.33,1.92,0.339,-0.2656,-0.041,1.7339,2.9553,28.7817,7.3097,0.7092,0.1798,0.5928,3.1642,6.4535,12.4071,4.1953,9.8004,1.9923,1.5186,1.6244,0.3295,0.0525,1.311,26.5
RORXAZ,87.22,195.62,20.7,-4.4765,1.84,1.95,0.6105,-0.1714,-0.564,2.9021,3.0577,28.8475,7.1424,0.5717,0.7235,0.5929,3.1555,6.2128,12.5178,4.1934,9.6589,1.9411,1.5571,1.5972,0.4187,0.0739,1.4703,2.3
QUNXAB,86.14,230.25,33.3,-4.3602,1.92,1.97,0.3717,-0.2012,-0.0712,2.7706,3.003,28.9102,7.1694,0.5495,0.5939,0.5931,3.1643,6.2889,12.5965,4.1977,9.7429,1.9449,1.2692,1.2319,0.0941,0.0211,1.2388,17.6
VEXKUE,98.68,241.73,30.1,-3.4446,1.92,1.92,0.3961,-0.2385,-0.7245,2.2679,2.9235,28.7912,7.2699,0.6717,0.5615,0.5932,3.1662,6.3394,12.5114,4.1567,9.7531,1.9819,1.4651,1.1777,0.0933,0.0179,1.6338,19.7
VURJAT,85.44,185.78,25.5,-3.0857,2.05,1.91,0.4218,-0.2506,-0.7563,1.954,2.9099,28.768,7.2885,0.6368,0.4158,0.5933,3.1657,6.376,12.4385,4.1929,9.7637,1.9408,1.5998,1.5763,0.365,0.0652,1.4718,21
BUTGON,91.88,193.89,26.7,-3.0553,2.12,1.95,0.3531,-0.2434,-0.8461,1.8088,2.9711,28.9037,7.2351,0.6424,0.3143,0.5934,3.1645,6.4037,12.4373,4.1525,9.806,1.9753,1.6079,1.6217,0.3906,0.0749,1.6832,20.8
EHIYAV,88.88,186.35,29.9,-2.048,2.07,1.98,0.34,-0.2467,-0.8685,1.8629,2.8724,28.879,7.2984,0.6098,0.4505,0.5937,3.1635,6.3929,12.4665,4.1725,9.8006,1.9322,1.6514,1.7134,0.4956,0.1018,1.4554,35
NIFXEF,82.73,184.21,22.8,-4.3098,2.15,1.82,0.5404,-0.1996,-0.5669,2.4743,3.008,28.7846,7.1393,0.5178,0.3274,0.5938,3.1647,6.2331,12.4841,4.1757,9.7424,1.9859,1.4929,1.6374,0.32,0.0548,1.6099,2.9
XORTIJ,91.32,194.23,24.6,-2.3802,2.3,2.3,-0.0579,-0.2643,-0.0535,2.0041,2.8738,28.9354,7.272,0.5846,0.5595,0.5939,3.1705,6.5373,12.6246,4.1037,9.896,1.9825,3.3603,3.5222,0.0735,0.008,3.1988,17
YEHBUI,95.89,194.99,31,-3.9987,2.21,1.84,0.5143,-0.2115,-0.549,2.3643,2.9288,28.8408,7.1408,0.452,0.2592,0.5942,3.1784,6.2322,12.4634,4.1624,9.79,1.9794,1.6227,1.4574,0.3221,0.0712,1.5268,7.1
ODIBUA01,83.78,182.17,21.8,-4.2268,2.32,1.94,0.356,-0.2663,-0.0957,1.7659,2.9509,28.7829,7.3235,0.7245,0.2125,0.5943,3.166,6.4393,12.4054,4.1786,9.7994,1.9753,1.5207,1.6718,0.3393,0.0609,1.341,28.4
WUGLIV,84.38,185.52,29.5,-2.9547,2.01,1.93,0.4058,-0.2485,-0.8272,1.9543,2.9105,28.8011,7.2863,0.6256,0.4422,0.5944,3.1653,6.3817,12.4425,4.1536,9.77,1.951,1.6704,1.4855,0.4106,0.0761,1.4427,18.7
BOSMUS,77.92,176.76,24.7,-4.1945,2.24,1.86,0.5646,-0.2109,-0.6802,2.299,2.9341,28.6935,7.2288,0.4856,0.2346,0.5946,3.1778,6.2732,12.42,4.193,9.7422,1.9893,1.3011,1.5008,0.0614,0.0095,1.5144,-0.3
IWOSOE02,83.28,185.12,21,-2.8913,2.11,1.94,0.3519,-0.2522,-0.8596,1.7598,2.9079,28.8119,7.2867,0.622,0.3164,0.5946,3.1665,6.4238,12.4328,4.1561,9.7916,1.9206,1.6034,1.5726,0.3811,0.0871,1.5277,18.4
BIJJIP,84.63,180.14,16.2,-3.4898,2.32,1.87,0.4461,-0.2196,-0.5192,2.1408,2.9436,28.8771,7.1875,0.5087,0.2315,0.5947,3.1706,6.2704,12.4541,4.1439,9.8293,1.9382,1.5431,1.5644,0.2994,0.0588,1.4748,2.8
BEHZOD,94.18,192.33,21.4,-3.9527,2.23,1.85,0.4772,-0.2166,-0.5147,2.2369,2.9793,28.8282,7.1642,0.5475,0.2588,0.5947,3.1651,6.2616,12.4682,4.1232,9.793,1.9712,1.6664,1.4237,0.3422,0.0626,1.4882,1.5
KOQGOM,85.09,218.39,33,-3.6703,2.03,1.95,0.4994,-0.2044,-0.6675,2.3212,3.0713,28.9285,7.1678,0.6905,0.4325,0.5949,3.1543,6.2966,12.4622,4.1114,9.7418,1.8382,1.5766,1.6167,0.3996,0.0668,1.5553,11.5
DUPTEP,78.86,225.66,44,-3.3895,2.27,1.94,0.3405,-0.2403,-0.2188,1.8179,3.0193,28.8589,7.3018,0.7212,0.1907,0.5952,3.1676,6.4408,12.4182,4.162,9.8005,1.9769,1.5344,1.6328,0.3405,0.06,1.4046,25.1
GAJTIU,93.13,191.96,27.3,-3.2248,2.1,1.91,0.4027,-0.247,-0.8311,1.8037,2.9122,28.7925,7.2831,0.6521,0.2931,0.5955,3.1662,6.3992,12.418,4.1977,9.7802,1.9682,1.6704,1.4705,0.3743,0.0857,1.6166,19.1
VUZFAZ,79.1,217.89,30.7,-3.4213,2.22,1.92,0.2029,-0.2494,-0.4399,1.7753,3.015,28.8544,7.2416,0.6768,0.2382,0.5958,3.1609,6.4986,12.4863,4.1136,9.8121,1.9385,1.4928,1.1355,0.1235,0.0279,1.23,26.5
INUDOM,90.88,192.33,33,-4.199,2.07,1.88,0.5222,-0.217,-0.5467,2.5288,2.9316,28.8758,7.1611,0.4946,0.3956,0.5962,3.1743,6.2301,12.4856,4.1236,9.7621,1.968,1.3973,1.6279,0.4483,0.0971,1.6113,8.1
IBOGUE,86.43,184.5,19.5,-3.6413,2.18,1.92,0.3228,-0.2558,-0.0984,1.8853,2.9452,28.8289,7.2973,0.6905,0.3319,0.5963,3.1646,6.4246,12.4507,4.1354,9.8019,1.961,1.4977,1.6369,0.339,0.0879,1.2537,19.4
FOLMET10,77.4,188.15,28.6,-3.5274,2.37,1.94,0.3054,-0.2659,-0.2405,1.7038,2.9375,28.8278,7.2919,0.6773,0.1587,0.5965,3.1681,6.4786,12.4086,4.1668,9.8074,1.9766,1.5343,1.6372,0.3162,0.0536,1.4019,21.4
XULMIA,82.61,184.07,19.1,-4.3028,2.21,1.79,0.543,-0.1956,-0.5409,2.4309,3.0146,28.7227,7.1146,0.5214,0.2638,0.5966,3.1609,6.2479,12.4872,4.1975,9.7219,1.9851,1.4956,1.5942,0.3121,0.0539,1.6418,2.3
OCEQES,80.45,216.88,32.5,-3.2629,2.18,1.92,0.1791,-0.2648,-0.4713,1.7939,2.9064,28.8409,7.2913,0.6503,0.2603,0.597,3.1672,6.4852,12.5072,4.1335,9.8284,1.9222,1.3051,1.1954,0.1168,0.0242,1.3193,24.3
HODQUP,78.87,214.06,30.4,-3.232,2.3,1.92,0.1866,-0.2642,-0.4143,1.6621,2.9212,28.8513,7.3021,0.6568,0.1469,0.5971,3.1688,6.5033,12.4866,4.2067,9.8236,1.9948,1.1939,1.4695,0.1009,0.0135,1.4345,36
BEXTAZ,95.52,194.73,39.1,-3.8496,2.26,1.82,0.5012,-0.1988,-0.5789,2.2869,2.9563,28.8404,7.1196,0.4362,0.1961,0.5973,3.1765,6.2435,12.4615,4.1861,9.7938,1.9803,1.5851,1.5259,0.3583,0.0577,1.4396,4.1
PUNVOM,94.11,215.85,37.4,-3.2095,1.95,1.92,0.4557,-0.2395,-0.6767,2.1219,2.9427,28.8093,7.2637,0.6372,0.468,0.5974,3.1678,6.3285,12.4486,4.1642,9.7672,1.9412,1.536,1.6155,0.4293,0.0659,1.5888,26.7
WUTDUL,78.9,180.58,24.6,-4.1149,2.36,1.91,0.3384,-0.2681,-0.0431,1.7306,2.9599,28.7835,7.3081,0.709,0.1591,0.5975,3.1647,6.4619,12.4014,4.204,9.7983,1.9817,1.557,1.5852,0.3235,0.0496,1.2725,28
DEZHOI,96.61,227.32,38.3,-2.3907,2.02,1.96,0.3022,-0.2451,-0.2127,1.9804,2.8997,28.8705,7.2732,0.5934,0.5077,0.5979,3.1692,6.3792,12.4962,4.2157,9.8224,1.9719,1.6976,1.6006,0.4114,0.0943,1.4059,24.9
CORWUB10,59.75,172.8,20,-3.1035,2.96,1.9,0.2314,-0.2774,-0.2827,1.618,2.9384,28.8302,7.3118,0.6797,0.1318,0.598,3.1666,6.5716,12.3909,4.0849,9.8061,1.9372,3.6549,3.1681,0.0646,0.0096,1.3627,26.5
DEXVIM,97.76,215.15,40.6,-3.7691,2.23,1.88,0.4692,-0.2215,-0.6394,2.3226,2.917,28.8383,7.1915,0.4816,0.2654,0.5982,3.1818,6.2529,12.4671,4.1824,9.8108,1.9737,1.2105,1.3949,0.1007,0.0144,1.6138,8.7
DUHNID,89.33,193.01,22.1,-1.5507,1.94,1.93,0.2981,-0.243,-0.8692,2.0052,2.8691,28.8886,7.2881,0.5839,0.5798,0.5987,3.1655,6.3945,12.5226,4.1982,9.7847,1.9548,1.6601,1.6841,0.4157,0.0817,1.4695,20.7
IBOHAJ,88.11,190.36,29.3,-1.7821,2,1.95,0.3837,-0.2375,-0.8038,2.0527,2.8739,28.8712,7.3001,0.5946,0.5108,0.5989,3.1636,6.3516,12.4821,4.1849,9.7826,1.965,1.4872,1.7077,0.4876,0.0915,1.7016,20.3
HIRRIK,84.71,180.4,17.2,-3.5059,2.32,1.86,0.4478,-0.2189,-0.5185,2.1527,2.9501,28.8706,7.1899,0.511,0.2309,0.599,3.1707,6.2707,12.455,4.1036,9.8266,1.9649,1.6915,1.497,0.2993,0.071,1.4972,2.1
TRIPDI,100.84,199.34,23.2,-2.8847,2.08,1.94,0.3763,-0.2422,-0.8774,1.809,2.8975,28.8269,7.2703,0.6283,0.331,0.5991,3.1679,6.3986,12.4355,4.1975,9.7895,1.9748,1.5438,1.5695,0.3362,0.0545,1.6782,16.9
QENGAU,93.07,232.8,46.7,-3.0721,2.11,1.97,0.3935,-0.2419,-0.1554,1.8895,2.961,28.8293,7.2691,0.6564,0.3165,0.5992,3.1676,6.3929,12.4296,4.1381,9.7841,1.9342,1.5734,1.493,0.4137,0.0845,1.4244,23.7
GAGVIW,81.69,200.68,26.1,-4.5429,2.04,1.93,0.33,-0.2709,-0.0685,2.1447,2.9856,28.7189,7.3174,0.7147,0.4113,0.5992,3.1697,6.405,12.5102,4.1845,9.7547,1.8844,1.4177,1.208,0.0947,0.0224,1.1279,21.2
TRZTHO,81.87,181.28,19.2,-4.0847,2.3,1.81,0.4401,-0.2172,-0.5643,2.2842,2.9752,28.7759,7.1822,0.5263,0.2255,0.5993,3.1661,6.2766,12.4972,4.1237,9.786,1.9479,1.413,1.2161,0.114,0.0251,1.5043,7.8
CINVIE,84.3,187.4,27.8,-3.7791,1.97,1.92,0.5241,-0.2379,-0.7731,2.2456,2.96,28.7189,7.2662,0.6693,0.4795,0.5993,3.169,6.3446,12.4385,4.1726,9.6929,1.9013,1.4701,1.6347,0.4216,0.0792,1.4813,29.3
ITBPHZ,88.29,224.82,31.4,-4.471,1.87,2.03,0.5207,-0.1909,0.0256,2.8339,3.0644,28.9043,7.1667,0.5663,0.6999,0.5993,3.1636,6.2443,12.5334,4.2006,9.7017,1.9484,1.6656,1.5282,0.3868,0.0737,1.1258,2.8
WOCJAB,91.73,213.01,39.3,-3.2684,1.98,1.92,0.5007,-0.2286,-0.8108,2.2919,2.9934,28.843,7.248,0.6687,0.4637,0.5995,3.1642,6.3084,12.4656,4.1249,9.7253,1.9101,1.4561,1.65,0.478,0.0613,1.5802,18.9
MEGDUY,83.04,193.18,21.9,-3.5218,2.05,1.93,0.2175,-0.2634,-0.3947,2.0157,2.9621,28.8584,7.2779,0.6629,0.3851,0.5997,3.167,6.459,12.5279,4.1857,9.7956,1.9297,1.3337,1.2883,0.0934,0.0164,1.2254,31.7
UMICIE01,83.05,210.88,26.8,-4.2307,1.93,1.96,0.3715,-0.2389,-0.0238,2.4408,3.0021,28.8005,7.2768,0.7416,0.6164,0.5999,3.1706,6.3863,12.5214,4.1896,9.7208,1.9147,1.3128,1.1907,0.1204,0.0286,1.1749,23.4
NUCGOH,86.04,188.79,22.3,-3.1312,1.97,1.92,0.437,-0.2481,-0.8479,2.1119,2.91,28.7635,7.2872,0.6349,0.4881,0.6,3.1675,6.3671,12.4635,4.1374,9.7324,1.9515,1.6476,1.5821,0.3867,0.0543,1.4987,19.5
NQXSLA,83.81,188.56,20.9,-4.8494,1.97,1.91,0.5146,-0.2266,-0.6032,2.3955,2.9991,28.7187,7.2798,0.7396,0.6654,0.6002,3.1727,6.335,12.4746,4.1801,9.6758,1.9237,1.1947,1.1567,0.1353,0.0218,1.5116,14
DAVXUT,82.74,183.25,29.5,-3.4933,2.04,1.92,0.4708,-0.2487,-0.7836,2.0453,2.9413,28.764,7.2872,0.6655,0.4222,0.6003,3.1677,6.3627,12.4239,4.1654,9.7426,1.9112,1.5127,1.599,0.4153,0.0868,1.4937,25
IFAPOV01,83.99,224.24,35.1,-3.7552,2.01,1.95,0.2761,-0.2581,-0.2387,2.156,3.0132,28.8573,7.2423,0.6586,0.4441,0.6003,3.1684,6.4334,12.5135,4.08,9.777,1.9152,1.482,1.201,0.0956,0.0166,1.223,23
NEWBOH,83.92,198.01,31.6,-2.6938,2.03,1.96,0.3699,-0.2454,-0.8472,1.8517,2.9108,28.8619,7.2635,0.6268,0.4119,0.6004,3.1647,6.4002,12.4436,4.1768,9.7863,1.9247,1.6054,1.5521,0.4336,0.1043,1.5117,18.7
UFORUE,90.26,188.06,22.3,-3.8398,2.19,1.93,0.3134,-0.2572,-0.1401,1.7803,2.9434,28.8306,7.2868,0.6798,0.2315,0.6012,3.1658,6.453,12.4287,4.1187,9.8049,1.9368,1.469,1.6687,0.3406,0.0891,1.2366,19.3
IVILII,87.15,202.61,24.9,-4.6958,2.04,1.99,0.4898,-0.2132,-0.0604,2.2334,3.0411,28.7327,7.2843,0.7643,0.4839,0.6012,3.1736,6.3386,12.4518,4.1473,9.7198,1.9236,1.6812,1.4967,0.3697,0.0689,1.206,11.3
WARCID,81.67,228.33,28,-3.9563,2.23,1.86,0.423,-0.234,-0.6093,2.2625,2.9471,28.7977,7.2104,0.4725,0.3044,0.6013,3.1752,6.2751,12.4952,4.1711,9.8066,1.9531,1.4436,1.1199,0.1168,0.0312,1.5263,-4.9
XEVVOM,84.66,182.36,28.1,-3.0011,2.12,1.95,0.3866,-0.2517,-0.8467,1.7936,2.9169,28.8418,7.2851,0.6449,0.3535,0.6023,3.1654,6.401,12.4166,4.1551,9.7958,1.9133,1.6975,1.4733,0.3529,0.0747,1.5643,17.3
DAWPIA,82.1,182.27,30.4,-3.278,2.04,1.93,0.4291,-0.2518,-0.7864,1.9179,2.9268,28.8016,7.2831,0.6655,0.3894,0.6029,3.1674,6.3889,12.424,4.152,9.758,1.9322,1.4361,1.6471,0.4653,0.108,1.5354,18.3
GUKLIK,79.16,173.78,20.9,-4.1064,2.35,1.91,0.3383,-0.2664,-0.0438,1.7442,2.9647,28.7917,7.3088,0.718,0.1703,0.603,3.1638,6.4573,12.4064,4.1882,9.798,1.9908,1.5257,1.622,0.3315,0.0502,1.306,28
VASVAM,89.6,194.85,21.3,-2.5105,1.91,1.91,0.4205,-0.2456,-0.8371,2.2759,2.8841,28.7559,7.2976,0.6098,0.569,0.603,3.166,6.357,12.5078,4.2037,9.7147,1.9103,1.5001,1.7456,0.4068,0.0557,1.6701,21.8
EFIXID,90.67,199.59,34.8,-3.1783,2.04,1.98,0.4511,-0.2354,-0.7386,2.0734,2.9689,28.8961,7.247,0.6748,0.3683,0.6031,3.1631,6.3185,12.4499,4.2049,9.7806,1.976,1.6683,1.4206,0.3982,0.0836,1.6246,19.5
LETBIX,77.96,177.39,24.8,-4.3213,2.23,1.85,0.5751,-0.206,-0.672,2.3469,2.9411,28.6924,7.2209,0.4903,0.2404,0.6032,3.1764,6.2682,12.4246,4.1329,9.7321,1.9257,1.2399,1.3296,0.0614,0.0142,1.5339,0
FOYNOX,78.66,181.82,23.6,-3.4712,2.37,1.92,0.2896,-0.2629,-0.1766,1.6746,2.9292,28.8641,7.2994,0.6708,0.1726,0.6033,3.1659,6.4933,12.4106,4.2056,9.8065,1.9897,1.52,1.6236,0.3354,0.0572,1.3362,22.1
BOPGES,84.16,190.59,35.3,-2.8513,2.29,1.93,0.3108,-0.2545,-0.9092,1.6671,2.924,28.8087,7.2751,0.6423,0.1809,0.6033,3.1624,6.4409,12.4391,4.1287,9.8091,1.9081,1.5142,1.2001,0.0993,0.0284,1.4729,39.5
ZAQSIV,78.17,194.93,28.1,-3.4266,2.36,1.95,0.3165,-0.2615,-0.2089,1.6368,2.9358,28.8491,7.2742,0.6526,0.1642,0.6036,3.1678,6.4958,12.3879,4.1496,9.7997,1.9908,1.4841,1.7181,0.3461,0.0531,1.4109,24.7
YIHLEI,81.18,192.97,21.7,-3.6571,2.14,1.93,0.1928,-0.2533,-0.1339,1.8565,2.9848,28.8733,7.2756,0.6632,0.3161,0.6037,3.1652,6.4704,12.5067,4.163,9.8301,1.9275,1.3066,1.0586,0.1227,0.0267,1.2309,33.7
OVOLES,82.94,184.05,28.2,-3.1193,2.05,1.91,0.4239,-0.2508,-0.8214,2.0191,2.9324,28.7979,7.289,0.6478,0.3996,0.604,3.1658,6.3806,12.4391,4.1791,9.7564,1.9266,1.62,1.5402,0.4012,0.0773,1.5095,17
AGIHEF,84.09,193.88,32.1,-3.8865,2.36,1.87,0.4909,-0.2446,-0.5398,2.0627,3.0057,28.8346,7.2565,0.717,0.1566,0.6043,3.1595,6.3701,12.3936,4.1009,9.7454,1.985,1.5708,1.4897,0.3184,0.07,1.5191,21.5
BAPPOZ,99.5,204.41,31.2,-3.2811,1.97,1.87,0.4644,-0.2383,-0.8888,2.1527,2.9069,28.7381,7.2638,0.6408,0.484,0.6046,3.1662,6.3512,12.4577,4.1328,9.7266,1.9086,1.5303,1.4661,0.4319,0.0644,1.5516,22.5
DUNZUJ,98.41,199.97,26.9,-2.9892,2,1.92,0.3852,-0.2419,-0.8671,1.9485,2.9128,28.8556,7.2483,0.6235,0.4325,0.6047,3.1658,6.3867,12.46,4.1711,9.7681,1.9595,1.4473,1.6864,0.3849,0.0866,1.5499,17.1
EHIZIG,93.62,209.88,34.1,-2.7183,2.08,1.94,0.3864,-0.2442,-0.9108,1.7974,2.8837,28.8034,7.2851,0.6248,0.3142,0.6048,3.1669,6.3835,12.4337,4.143,9.7964,1.9747,1.4789,1.5676,0.4299,0.0667,1.7737,18
ZIBYAK,91.27,193.62,30.7,-3.8266,2.19,1.86,0.4723,-0.2217,-0.5357,2.2613,2.9393,28.8581,7.1584,0.5053,0.2578,0.6049,3.1719,6.2533,12.4687,4.177,9.8057,1.9847,1.5707,1.446,0.4025,0.076,1.5665,6.4
QIQCEY,91.21,189.3,25.8,-2.8105,2.15,1.9,0.3568,-0.2457,-0.8696,1.7614,2.9086,28.8342,7.2699,0.6446,0.2949,0.6049,3.1622,6.4246,12.434,4.1402,9.7846,1.903,1.5079,1.7504,0.3807,0.0854,1.4655,18.6
ZABMOH,88.4,185.02,31.1,-2.1672,2.09,1.99,0.3459,-0.245,-0.8746,1.8683,2.8687,28.8757,7.3019,0.6137,0.418,0.6049,3.1625,6.3907,12.4597,4.2069,9.8037,1.9521,1.456,1.7478,0.4898,0.0835,1.6921,29.2
OTAPOP,90.78,196.78,33.5,-4.2714,2.09,1.86,0.5226,-0.2149,-0.5638,2.5563,2.9546,28.8659,7.1532,0.4985,0.3743,0.6056,3.1709,6.2291,12.4898,4.1604,9.7585,1.9633,1.579,1.4722,0.418,0.0684,1.5198,7.7
HEXVIQ,79.36,173.62,19.9,-3.7758,2.38,1.9,0.3027,-0.2655,-0.0942,1.6962,2.9349,28.8231,7.2974,0.6859,0.1595,0.6058,3.1663,6.4909,12.4093,4.1244,9.7972,1.922,1.6313,1.5476,0.3281,0.0743,1.2205,20.4
IPURUI,88.65,190.21,30.1,-1.9835,1.96,1.97,0.3728,-0.2442,-0.8598,2.098,2.8588,28.8708,7.292,0.6,0.5908,0.6059,3.1643,6.369,12.4863,4.1516,9.7719,1.9527,1.7039,1.6621,0.4803,0.1089,1.5,18
VIYQIF,82.89,178.96,22.2,-3.082,2.16,1.95,0.3767,-0.2515,-0.6967,1.7226,2.9142,28.8366,7.2856,0.6575,0.326,0.6061,3.1628,6.4194,12.4058,4.1409,9.7981,1.9226,1.6909,1.5081,0.3475,0.0653,1.4301,19.3
MOYWOO,97.76,210.11,33.1,-3.3153,2.02,1.9,0.4163,-0.2318,-0.8745,1.9366,2.9594,28.7773,7.2402,0.6331,0.3775,0.6061,3.1644,6.3733,12.446,4.1352,9.7644,1.9168,1.5623,1.5071,0.4364,0.0965,1.6425,32.6
YAVSIX,103.77,209.52,23.2,-2.839,2.25,1.91,0.1858,-0.2512,-0.7613,2.1409,2.892,28.8662,7.2745,0.596,0.6113,0.6064,3.1692,6.4209,12.5744,4.1651,9.819,1.9792,3.4772,3.3752,0.089,0.0125,1.6411,23.6
