Ligand,Bite Angle (°),% Buried Volume (3.5A),HOMO Energy (eV),LUMO Energy (eV),Cu-L2 (A),Lowdin Charge (Cu),Lowdin Charge (N),Lowdin Charge (L1),Bonded Valence (Cu),Bonded Valence (N),Atomic Population (Cu),Atomic Population (N),Bond Order (Cu-N),Orbital Charge N(s),Orbital Charge Cu(s),Orbital Charge Cu(d),Orbital Charge Cu(dxz),Ea
POCDOC,95.3,43.5,-3.1175,-2.2496,1.92,0.4922,-0.2385,-0.5639,2.2501,2.941,28.8771,7.2506,0.6485,3.1671,6.3391,9.7129,1.968,44.2
KOTTES,78.39,43,-2.9707,-0.7879,1.9,0.3188,-0.2569,-0.1933,1.6878,2.9179,28.8252,7.2623,0.6385,3.1639,6.4566,9.802,1.9623,42.7
WALGAR,81.98,36.9,-3.0964,0.2511,1.89,0.2993,-0.256,-0.2175,1.6458,2.9517,28.8319,7.2615,0.6593,3.1606,6.4759,9.7984,1.9641,38.9
SAWMUA,79.19,26.1,-4.8397,-3.9639,1.72,0.5536,-0.198,0.1836,2.2977,3.0347,28.6305,7.1454,0.5553,3.1599,6.2814,9.7074,1.9121,15.3
MAPCIQ03,85.83,28.3,-4.265,-3.3451,1.8,0.5211,-0.1959,-0.4881,2.4342,3.0182,28.8025,7.1527,0.5404,3.1616,6.2473,9.7518,1.9753,20.3
SACKIU,85.09,28.9,-2.2838,0.5981,1.9,0.2956,-0.2493,-0.6014,1.8022,2.9032,28.8974,7.2693,0.6387,3.1633,6.4568,9.7814,1.8856,45.6
GEDMIO,80.44,33.7,-2.9378,-1.0048,1.92,0.3573,-0.2511,-0.6398,1.7394,2.9606,28.896,7.2638,0.6719,3.1597,6.4374,9.7882,1.934,40.3
BINGOX,82.33,31.3,-3.6591,-1.1771,1.85,0.3425,-0.2578,-0.105,1.7668,2.9371,28.7833,7.2587,0.6899,3.158,6.4727,9.7663,1.9661,40.1
JAKCOO,84.75,39.5,-4.5949,-4.0092,1.91,0.4992,-0.1552,-0.0395,3.0981,3.1793,28.9267,7.1329,0.6828,3.1446,6.2913,9.6225,1.9299,24.7
KECGIK,98.35,36.1,-3.4225,-0.477,1.89,0.3827,-0.2438,-0.4745,1.6951,2.9614,28.8603,7.2569,0.696,3.1586,6.4484,9.7771,1.8873,45.3
ILAKAJ,79.16,28.5,-4.2478,-2.5971,1.89,0.3503,-0.268,-0.5102,1.7586,2.9782,28.8001,7.2976,0.7303,3.163,6.4761,9.784,1.9238,43.6
ULAVIO,78.34,30.1,-4.1744,-2.7878,1.89,0.2987,-0.2736,0.1382,1.7711,2.9722,28.789,7.2988,0.7145,3.1654,6.5056,9.788,1.978,33.7
PAFBED,93.6,50.2,-3.1151,-1.1583,1.92,0.4019,-0.2481,-0.5454,1.8848,2.9288,28.8599,7.2765,0.6565,3.1672,6.3876,9.7885,1.9382,43.4
OYOHAN,94.47,47.4,-3.1266,-1.1027,1.91,0.4326,-0.2318,-0.4974,2.0504,2.9226,28.8919,7.2199,0.6622,3.1633,6.3655,9.7686,1.9566,45.2
LUSKAL,80.36,28.4,-3.4035,-0.9774,1.86,0.3568,-0.2571,-0.4364,1.6178,2.9472,28.8337,7.251,0.6834,3.159,6.4909,9.7694,1.9121,47.1
YISHEN,79.96,28.2,-3.2928,-0.3843,1.88,0.3491,-0.254,-0.4376,1.6318,2.9487,28.8633,7.2693,0.6809,3.1597,6.478,9.7757,1.8756,46.4
HAMBUA,77.65,31.4,-3.5715,-0.635,1.89,0.3623,-0.2584,-0.4514,1.6485,2.9452,28.8372,7.2766,0.6776,3.1596,6.4829,9.7735,1.9351,43.3
CABZIR,76.56,41.2,-3.8071,-2.7549,1.91,0.5313,-0.233,-0.4608,2.3507,2.9698,28.8061,7.2459,0.6874,3.1594,6.3233,9.6926,1.9699,47.4
AYELEW,85.55,28.8,-3.9455,-3.1535,1.84,0.5036,-0.2095,-0.5427,2.3792,2.9743,28.8301,7.1513,0.5122,3.1667,6.2522,9.7699,1.9486,23.4
USUNED,85.03,31.8,-4.2847,-3.7815,1.9,0.3357,-0.2161,-0.0876,2.5268,3.0018,28.8673,7.2154,0.5726,3.1656,6.3133,9.7829,1.9607,22.2
RUJNAO,95.54,37.5,-3.3105,-2.331,1.91,0.461,-0.2313,-0.5577,2.178,2.9432,28.8108,7.2642,0.6481,3.1674,6.367,9.716,1.9803,40.7
TIRHUX,91.58,42.5,-3.0434,-0.6146,1.91,0.4037,-0.2413,-0.5137,1.872,2.926,28.8657,7.2533,0.6361,3.1648,6.3886,9.7785,1.8974,50.7
TULZUV,80.28,33.4,-3.1194,-1.419,1.91,0.3621,-0.2555,-0.5775,1.7475,2.9277,28.867,7.2776,0.6595,3.162,6.4496,9.7851,1.9552,41.3
VAQQOW,85.46,40,-2.9908,-1.2947,1.91,0.3012,-0.2337,-0.1966,1.7247,2.9948,28.7993,7.263,0.6362,3.1609,6.4345,9.8053,1.9535,48.2
KAHDUS,85.39,29.2,-4.1543,-3.0706,1.79,0.517,-0.2033,-0.534,2.4187,2.9938,28.7894,7.1413,0.5134,3.1642,6.2486,9.7504,1.9312,19.6
CUJCIU,79.83,27.9,-3.4213,-0.3628,1.86,0.3542,-0.2579,-0.441,1.6071,2.9376,28.8283,7.2483,0.6792,3.1594,6.4986,9.7675,1.8992,47.2
DOHHIR,81.77,38.6,-3.0959,0.1639,1.93,0.3637,-0.2339,-0.6058,1.769,3.0392,28.9071,7.234,0.671,3.1602,6.4228,9.7917,1.9833,46.2
VILZOG,82.46,37.9,-3.1565,-0.8255,1.9,0.3606,-0.2518,-0.4612,1.7557,2.944,28.9092,7.2483,0.6862,3.1608,6.4419,9.7816,1.8954,44.9
BITYAH,94.47,47.4,-4.0726,-1.3849,1.85,0.4268,-0.2366,-0.7593,2.6979,2.9452,28.9595,7.2031,0.6807,3.16,6.3012,9.7285,1.8453,36.2
CIBDEW,94.98,41.8,-3.0531,-1.1429,1.91,0.4088,-0.2429,-0.5523,1.9139,2.9179,28.8458,7.2753,0.6311,3.1671,6.3858,9.7807,1.9189,43.2
RAHHIR,85.26,33.4,-2.2943,-0.4189,1.91,0.3241,-0.2486,-0.5889,1.8646,2.9099,28.8872,7.2757,0.6448,3.1636,6.4319,9.7838,1.8784,44.4
PAZYEV,93.98,45.2,-3.1678,-1.2071,1.89,0.4285,-0.2422,-0.6383,2.0777,2.922,28.8635,7.2599,0.6577,3.1655,6.3682,9.7538,1.9775,39
VOGTAP,83.01,35.1,-4.8735,-4.5402,1.95,0.3941,-0.2234,-0.0676,2.1678,3.0399,28.7035,7.305,0.7897,3.1758,6.4006,9.7355,1.9759,30.2
VENTEN,55.71,31.7,-3.704,-0.5443,1.93,0.2901,-0.2752,-0.6827,1.6194,2.9252,28.8539,7.3057,0.6594,3.1677,6.5471,9.7951,1.9205,47.2
EZOMAJ01,76.99,34.6,-3.5161,-1.2055,1.89,0.373,-0.2526,-0.4677,1.6721,3.0226,28.8592,7.2329,0.6919,3.1602,6.4682,9.7753,1.9527,44
MOFHAR,89.74,33.5,-4.554,-3.8488,1.79,0.5758,-0.199,-0.4405,2.5135,2.9933,28.7594,7.1382,0.4878,3.1713,6.2415,9.7137,1.9289,24.4
XIPHIO,93.72,40.8,-2.859,-0.0433,1.91,0.3759,-0.2404,-0.6706,1.8241,2.9862,28.8761,7.2522,0.6404,3.1638,6.4046,9.7844,1.9748,36.7
KURNET,81.34,29.7,-3.3331,-0.3992,1.87,0.3547,-0.2547,-0.4456,1.6193,2.9429,28.851,7.2643,0.6813,3.159,6.4867,9.7705,1.8706,44.2
MEZBOK,84.7,44.9,-2.897,-1.006,1.92,0.2802,-0.2518,-0.1648,1.7543,2.9489,28.8758,7.245,0.648,3.164,6.4571,9.8018,1.969,42.7
BULFAP,80.04,35.7,-3.1549,-0.6058,1.9,0.3598,-0.2552,-0.4708,1.675,2.969,28.8706,7.2675,0.6863,3.1614,6.4535,9.7812,1.9241,47
RUZHIG,85.37,39.6,-4.2055,-3.3398,1.88,0.4671,-0.1848,-0.3594,2.8269,3.0445,28.8863,7.1655,0.6027,3.1586,6.3111,9.6877,1.9908,34.4
HUDWIO,81.46,35.1,-4.3228,-2.5823,1.92,0.3638,-0.2344,0.1758,2.1714,3.0204,28.9027,7.2236,0.6973,3.163,6.3803,9.7966,1.9872,31
KUMMOU,79.76,36.8,-3.417,-0.8853,1.89,0.3826,-0.2533,-0.4633,1.6738,2.9903,28.8588,7.2417,0.7026,3.158,6.4456,9.7827,1.9482,42.7
UWEJIQ,84.64,37.1,-4.2149,-3.5563,1.92,0.3851,-0.1883,-0.1712,2.9481,3.0624,28.9727,7.1767,0.5993,3.1577,6.3024,9.7027,1.9331,25.2
BIDTOY,84.51,34.7,-4.4324,-3.2261,1.96,0.4819,-0.1997,-0.5074,2.6102,3.0061,28.8422,7.1625,0.5437,3.1646,6.2579,9.7401,1.9223,31.6
WUSVIR,86.22,28.6,-4.233,-3.2867,1.79,0.5327,-0.198,-0.5301,2.4625,3.0084,28.7547,7.1367,0.5181,3.1626,6.2482,9.7321,1.9385,21.6
WIRJAK,80.47,32.7,-3.0625,-1.5046,1.91,0.3647,-0.252,-0.534,1.7971,2.9521,28.8673,7.2807,0.6622,3.1616,6.4337,9.7811,1.959,40.1
ZAPWUK01,96,40.2,-4.1805,-2.3667,1.91,0.3624,-0.152,-0.6385,2.0606,3.1565,28.858,7.1251,0.6019,3.1574,6.3387,9.8138,1.991,10.8
YEHBOC,79.96,30.2,-3.5637,-1.4043,1.88,0.3676,-0.2565,-0.4269,1.6108,2.9403,28.831,7.262,0.6831,3.1603,6.4868,9.7721,1.8844,46.2
QALQUR,87.11,35.1,-3.07,-2.5533,1.89,0.3709,-0.249,-0.441,1.7643,2.9607,28.8768,7.2517,0.6752,3.1636,6.4319,9.7783,1.9177,40.6
GAFPEI01,86.23,39.9,-2.3427,0.5502,1.94,0.2419,-0.2479,-0.8791,1.9895,2.9175,28.996,7.2776,0.6592,3.1605,6.434,9.8142,1.9813,34.8
CELMUC,98.54,33.7,-2.5623,-1.6767,1.87,0.3661,-0.24,-0.7344,1.9984,2.8925,28.8507,7.2716,0.6266,3.1635,6.3907,9.7631,1.8784,41.2
VEHDEU,89.99,41,-2.1037,-1.3327,1.91,0.3806,-0.2422,-0.8166,2.1892,2.8909,28.8859,7.2916,0.6295,3.1624,6.3735,9.7526,1.9528,45.2
IZUMAR,83.97,44.6,-2.9784,0.3836,1.91,0.3149,-0.2543,-0.2098,1.6903,2.9377,28.8528,7.2573,0.6539,3.162,6.454,9.8002,1.9653,43.4
XAJWAK,85.02,28.9,-4.6951,-3.8001,1.75,0.5791,-0.1826,-0.3967,2.5217,3.0475,28.6903,7.1092,0.5326,3.1582,6.2456,9.6893,1.9259,23.6
WACQIC,79.65,33.9,-3.1707,-1.0312,1.89,0.3631,-0.2556,-0.4781,1.6603,2.9568,28.8567,7.2672,0.6808,3.1603,6.4585,9.7778,1.9584,46.4
UPALED,93.24,38.2,-3.1953,-0.6683,1.9,0.3856,-0.2454,-0.5154,1.8392,2.915,28.8503,7.2585,0.6394,3.1638,6.4167,9.7736,1.8942,43.3
FAQREU,84.07,30.6,-4.2674,-3.1001,1.96,0.4473,-0.2121,-0.6128,2.5088,2.9756,28.8624,7.2241,0.5648,3.1679,6.2674,9.772,1.9059,25.4
GERPOL,87.48,29.9,-4.6926,-4.0458,1.92,0.6377,-0.1599,-0.5542,2.9785,3.0816,28.8374,7.1298,0.5929,3.1506,6.21,9.6323,1.9965,23.5
FMPRED,81.56,28.9,-3.0182,-2.3209,1.9,0.3396,-0.2534,-0.5593,1.7385,2.9257,28.8862,7.2833,0.6611,3.1625,6.4539,9.7793,1.9613,41.4
CALQOW,93.09,35.4,-3.2724,-1.1581,1.91,0.3998,-0.2466,-0.5317,1.8793,2.9186,28.8484,7.2837,0.6527,3.1658,6.4065,9.7702,1.9712,49.5
HEZNAE,78.56,34.9,-3.868,-2.5694,1.92,0.3535,-0.2291,-0.5843,2.1841,2.9792,28.9168,7.2186,0.6098,3.1684,6.3293,9.8247,1.9584,28.2
YAVRIW02,110.98,43,-3.0896,-0.4672,2.29,0.2785,-0.2524,-0.7482,2.4001,2.8967,28.9925,7.289,0.6044,3.17,6.354,9.7977,1.9821,31.3
YOPDUD,85.31,44.1,-2.8332,0.4416,1.9,0.2934,-0.2506,-0.1812,1.6982,2.9374,28.8518,7.2258,0.6322,3.1619,6.4627,9.8003,1.9694,41.8
GERPIF,87.5,29.8,-4.6954,-4.049,1.92,0.6366,-0.1602,-0.5539,2.9771,3.0805,28.836,7.1294,0.5898,3.1508,6.2096,9.633,1.994,23.3
FAWJUK,76.52,37.7,-3.2971,-0.8895,1.94,0.3288,-0.2599,-0.5135,1.6169,2.9455,28.86,7.2777,0.6713,3.1662,6.4843,9.7981,1.9109,43
HAYREF,87.2,34.7,-3.7603,-1.0525,1.91,0.2875,-0.255,-0.4946,1.7385,2.9873,28.9013,7.239,0.6781,3.1652,6.4954,9.8013,1.9906,36.9
APAHIJ,99.15,33.5,-2.8121,-1.041,1.9,0.3404,-0.245,-0.6008,1.7533,2.9037,28.8797,7.2526,0.6284,3.1662,6.4437,9.7855,1.9656,40.9
VELTOX,83.55,41.2,-3.9993,-2.8459,1.9,0.3973,-0.2133,-0.4702,2.4545,3.0149,28.9178,7.1116,0.5645,3.1654,6.2847,9.788,1.9561,25.8
WERHEJ,80,34.4,-3.1749,-0.4237,1.89,0.3574,-0.2554,-0.4631,1.6733,2.9552,28.8554,7.2715,0.6733,3.1615,6.4605,9.7794,1.8799,46.2
LAQTED,78.9,36.8,-3.3136,-0.9956,1.9,0.3648,-0.2561,-0.4746,1.7248,2.9863,28.8795,7.2453,0.6874,3.1591,6.4496,9.7815,1.8766,75.4
KIBYEC,79.99,28,-3.4038,-0.6534,1.86,0.3545,-0.2579,-0.4456,1.6197,2.9415,28.8422,7.2514,0.6824,3.1594,6.4967,9.7674,1.8789,46.5
GOXCAZ,81.04,31.7,-3.0644,-1.3256,1.91,0.3582,-0.2522,-0.5216,1.7636,2.9379,28.8838,7.272,0.6679,3.1616,6.4442,9.7785,1.9446,40.1
HABVOW,76.17,53.8,-3.3977,-1.6249,1.92,0.3694,-0.254,-0.4782,1.8699,2.9718,28.8925,7.2362,0.6921,3.1643,6.4437,9.7845,1.8809,42.8
BUFHAN,95.64,32.3,-2.3777,-0.5885,1.91,0.315,-0.2456,-0.6095,1.7999,2.8954,28.9086,7.261,0.6349,3.1658,6.4438,9.7851,1.8677,43.2
HXPRED,81.5,28.8,-3.0876,-2.217,1.91,0.3359,-0.2541,-0.5612,1.7407,2.9243,28.8975,7.2784,0.6616,3.1622,6.4577,9.778,1.97,40.8
HEJBIH,79.97,27.9,-3.4013,-0.353,1.87,0.3536,-0.2566,-0.4389,1.6078,2.9432,28.8425,7.261,0.6815,3.1592,6.4972,9.7682,1.8909,45.4
KAXSIN,78.98,27.2,-3.3149,-0.4055,1.88,0.3376,-0.2582,-0.462,1.637,2.9289,28.8594,7.2631,0.6724,3.161,6.4974,9.7721,1.875,47.5
UGOFAX,80,31.6,-3.2462,-0.8644,1.88,0.3529,-0.2561,-0.4934,1.6637,2.9343,28.8573,7.2603,0.6674,3.1611,6.4785,9.7724,1.905,46.3
WEPBOJ,95.08,42.8,-2.5536,0.4815,1.9,0.3008,-0.2508,-0.2292,1.7181,2.9198,28.836,7.2406,0.5996,3.1682,6.435,9.8187,1.9855,39.6
XEMWOB,85.69,28.7,-4.0976,-3.2147,1.82,0.5129,-0.2027,-0.5147,2.4198,2.9933,28.8174,7.1413,0.5236,3.1632,6.2491,9.7576,1.947,23.3
YISZAE,94.57,38,-3.0843,-1.3137,1.91,0.3744,-0.2348,-0.4645,1.885,2.9564,28.9335,7.2474,0.6574,3.1632,6.4007,9.7802,1.9183,50.5
WOCNUA,63.9,36.4,-3.0165,-0.7568,1.88,0.1716,-0.2701,-0.4369,1.8174,2.9381,28.9639,7.3041,0.694,3.1656,6.5475,9.8077,1.8894,66.6
WOGGOQ,78.55,34.4,-3.6305,-2.2429,1.89,0.2019,-0.2689,-0.1489,1.8244,2.9403,28.8464,7.2999,0.6631,3.1663,6.512,9.7964,1.9771,41.4
FUQMIO,82.47,44.9,-3.6839,-2.2039,1.89,0.3376,-0.2226,-0.5795,2.3166,2.967,28.9683,7.1888,0.5417,3.1692,6.3118,9.8357,1.9477,28.8
GIBRAK,74.78,40.2,-3.362,-0.4248,1.92,0.333,-0.2636,-0.5167,1.655,2.9528,28.8743,7.2729,0.6759,3.1658,6.4955,9.7863,1.8842,45.1
HOMYEP,80.56,27.7,-3.286,-1.0123,1.94,0.2239,-0.2642,-0.6533,1.6114,2.9039,28.8677,7.2725,0.6563,3.1669,6.5304,9.8064,1.9638,44.3
OYIVOJ,93.94,49.9,-3.0909,-0.9697,1.92,0.4234,-0.2254,-0.5044,1.9951,2.9444,28.9226,7.2086,0.6592,3.1645,6.3782,9.7704,1.9729,45.4
ZARPAM,86.95,29.4,-4.3371,-3.7093,1.84,0.5886,-0.1826,-0.5748,2.8183,3.0333,28.8149,7.1523,0.5421,3.1598,6.2161,9.6765,1.9898,23.2
DUTNOX,81.01,28,-3.4729,-1.7226,1.93,0.2427,-0.2598,-0.6106,1.5939,2.9187,28.8676,7.2754,0.6726,3.1645,6.527,9.8003,1.9656,46.6
NAWXOY,93.37,41.7,-3.1874,-1.1371,1.9,0.4072,-0.2439,-0.6,1.954,2.9227,28.845,7.2726,0.6487,3.166,6.3873,9.7695,1.9747,40.4
QUFXOE,78.04,34.6,-3.2111,-0.4957,1.88,0.3684,-0.2534,-0.4664,1.6792,2.9679,28.8685,7.2378,0.6801,3.1602,6.4603,9.7762,1.9732,48.2
ROXZIQ,84.64,32.9,-3.1897,-2.9508,1.9,0.3726,-0.2511,-0.5178,1.7745,2.9518,28.8626,7.2806,0.6736,3.1615,6.4323,9.777,1.9619,42.5
PULPOD,85.79,29.6,-4.2758,-3.3086,1.8,0.5328,-0.1979,-0.5208,2.5313,3.0023,28.7808,7.1154,0.505,3.1616,6.2375,9.7312,1.9753,20.8
LIBMIU,80.69,29.8,-3.0714,-1.8016,1.9,0.3433,-0.255,-0.4628,1.6908,2.9243,28.8729,7.2707,0.6605,3.163,6.4654,9.7812,1.8797,43
WORYUX,80.59,33.1,-3.3318,-1.0716,1.89,0.3618,-0.2563,-0.4833,1.689,2.9319,28.8633,7.2685,0.6717,3.1613,6.4603,9.7776,1.9009,43.8
TOYWEJ,80,32.3,-3.4221,-1.2803,1.89,0.3684,-0.2567,-0.4545,1.6945,2.9385,28.851,7.2742,0.6805,3.1615,6.464,9.7785,1.9305,48.2
YOVRUZ,83.81,30.9,-3.7543,-1.5756,1.85,0.3338,-0.2622,-0.1168,1.7855,2.9512,28.8014,7.2596,0.685,3.1584,6.4848,9.7631,1.9887,44.8
MIQGAX,81.52,30.6,-3.1171,-2.2209,1.9,0.3376,-0.2542,-0.5518,1.7445,2.9378,28.9111,7.2811,0.6722,3.1619,6.4579,9.7771,1.9721,40.3
TOYWIN,79.93,32.4,-3.4136,-1.1189,1.89,0.3683,-0.2567,-0.4567,1.6994,2.9382,28.8533,7.2738,0.6801,3.1616,6.4638,9.7784,1.9316,47.8
ZEMSIW,94.6,44.6,-2.9257,-1.4602,2.28,-0.0433,-0.2637,0.1777,2.1916,2.9021,28.9194,7.281,0.5902,3.1662,6.508,9.8732,1.951,37.5
DUZMER,79.39,29.6,-3.3817,-0.699,1.88,0.3479,-0.2566,-0.4645,1.6475,2.9322,28.862,7.2578,0.669,3.1621,6.4897,9.7716,1.9703,50.3
ICACIN,92.84,36.1,-3.0195,-0.6408,1.92,0.4057,-0.2442,-0.4618,1.8219,2.9132,28.9062,7.2683,0.6536,3.1646,6.4083,9.7799,1.9,45
WUXYAR,88.4,30.3,-4.5774,-3.9369,1.88,0.6438,-0.1514,-0.5627,3.0232,3.0946,28.8167,7.1327,0.603,3.1464,6.2104,9.6196,1.9901,23.4
EXEFOD,78.55,30.3,-3.4047,-0.4525,1.88,0.351,-0.2587,-0.4598,1.6524,2.9303,28.8538,7.2611,0.6672,3.162,6.4906,9.7731,1.8971,49.9
VELLAZ,79.14,33.1,-3.3056,-0.8148,1.9,0.364,-0.2546,-0.4527,1.668,2.9813,28.8795,7.2638,0.696,3.1599,6.4607,9.7799,1.9781,46.7
ZARNOY,87.09,29.5,-4.3084,-3.6893,1.85,0.5927,-0.1807,-0.5765,2.8431,3.0362,28.8357,7.1498,0.5542,3.1589,6.2167,9.6734,1.9254,23.6
HAGQIQ,97.3,34.9,-3.1102,-0.7591,1.88,0.3668,-0.2395,-0.4811,1.8009,2.9084,28.8707,7.2359,0.6375,3.1646,6.4448,9.7705,1.9308,49.3
RUWFIY,88.59,31.9,-4.4669,-3.8631,1.83,0.6581,-0.1727,-0.5514,2.6988,3.0062,28.7718,7.1885,0.5395,3.1652,6.2384,9.6604,1.9422,27.7
IDABOF,101.11,41.6,-2.8826,-1.4443,1.92,0.3681,-0.2393,-0.6338,1.8911,2.9784,28.9204,7.2082,0.6426,3.1651,6.3904,9.8004,1.9759,36.6
MUNHUZ,80.92,32.7,-3.3205,-1.1198,1.89,0.3641,-0.2553,-0.4745,1.6944,2.9425,28.8574,7.275,0.6807,3.1609,6.4615,9.7786,1.8841,49.2
PACWIC,93.65,42.2,-3.2082,-1.1694,1.9,0.4102,-0.239,-0.5693,2.0585,3.013,28.919,7.2009,0.6649,3.1644,6.3804,9.7592,1.9854,39.1
LOJHAU,96.04,39.3,-2.6647,-2.2549,1.94,0.329,-0.2505,-0.7115,2.2714,2.8898,28.9364,7.2621,0.6081,3.1746,6.4157,9.7413,1.9883,45.4
BUYNUE,78.97,29.5,-3.681,-0.6344,1.88,0.3854,-0.2572,-0.4157,1.6217,2.9575,28.8427,7.2641,0.6993,3.1588,6.4795,9.7721,1.9093,66.2
WEWSOG10,83.76,31.8,-4.0203,-2.7232,1.96,0.4335,-0.213,-0.5045,2.5193,2.9666,28.8911,7.2227,0.5615,3.1683,6.2711,9.7783,1.9015,24.9
NECCAC,85.59,29,-4.1149,-3.0327,1.8,0.5104,-0.2045,-0.5784,2.4288,2.9862,28.818,7.1471,0.5231,3.1634,6.2477,9.7553,1.9627,20.1
WUJMIZ,102.28,41.3,-3.0292,-2.0187,1.9,0.4415,-0.2312,-0.5676,2.1677,2.9713,28.8636,7.2276,0.6303,3.1662,6.3576,9.746,1.9853,38.4
XUZNUB,81.66,33.8,-3.0335,-0.8591,1.9,0.3491,-0.2526,-0.6158,1.738,2.9534,28.8943,7.2535,0.6697,3.1604,6.4495,9.7828,1.9522,41.9
METSEK,80.29,30.1,-3.505,-0.7753,1.88,0.3649,-0.2567,-0.5666,1.6422,2.9382,28.8476,7.2659,0.6785,3.1601,6.4877,9.7712,1.96,42.4
GEFGUV,85.18,28.9,-4.0729,-3.1593,1.82,0.5117,-0.203,-0.5152,2.4362,2.9931,28.8237,7.141,0.5164,3.1634,6.2497,9.7543,1.9439,23.6
BEDLEB02,81.54,43.8,-2.9513,0.4231,1.92,0.2917,-0.2583,-0.1904,1.7249,2.936,28.8733,7.2758,0.6446,3.1654,6.457,9.8058,1.9794,42.2
WOGHAD,75.1,35.3,-3.7648,-2.2075,1.87,0.2274,-0.2696,-0.1563,1.7133,2.9614,28.8372,7.321,0.6942,3.1647,6.5419,9.7872,1.9709,44.6
OTOSEN10,78.34,32.3,-3.2086,-0.8724,1.88,0.3549,-0.2528,-0.4841,1.6639,2.9692,28.8686,7.261,0.6757,3.1594,6.4703,9.7748,1.8864,41.7
BIVJAR,78.89,32.2,-3.189,-1.3366,1.88,0.3537,-0.2531,-0.4808,1.6664,2.9634,28.8689,7.2627,0.6744,3.1594,6.4692,9.7752,1.8724,41.5
UFIWOW,80.74,36.7,-4.2884,-2.9458,1.89,0.383,-0.2151,-0.5285,2.4439,3.0248,28.9372,7.1732,0.6051,3.1644,6.3072,9.7818,1.9663,27.4
QAJNEW,89.98,37.5,-6.9547,-5.8365,1.8,0.7246,-0.0893,-0.0653,3.2915,3.2192,28.75,7.0248,0.7489,3.1467,6.2207,9.4938,1.9283,9.6
DPCBAZ,85.89,37.8,-4.4162,-3.635,1.96,0.5308,-0.1687,-0.6372,2.8543,3.0719,28.7927,7.1547,0.5538,3.1585,6.2507,9.6674,1.9359,15.9
CUZDUW,78.79,32.3,-3.227,-1.3604,1.88,0.3586,-0.2539,-0.4736,1.6801,2.9706,28.8721,7.2554,0.6778,3.1593,6.4672,9.7765,1.96,44.4
HAHJOP,102.19,39,-2.7994,-1.3144,1.9,0.4163,-0.2428,-0.6454,1.9498,2.8853,28.8611,7.2905,0.6239,3.1685,6.3618,9.7727,1.9655,39
UXEFUA,91.54,48.6,-2.0386,-1.3719,1.88,0.4409,-0.219,-0.7523,2.4639,2.94,28.9609,7.2272,0.6689,3.1595,6.3341,9.723,1.981,41.5
SIFSEG,80.94,33.5,-4.3319,-2.986,1.94,0.4374,-0.2157,-0.5011,2.3569,3.0224,28.8805,7.2274,0.645,3.1669,6.3004,9.778,1.9241,30.3
AYUNAJ,86.14,29.1,-4.2507,-3.5236,1.8,0.5558,-0.1915,-0.6317,2.6963,3.0202,28.7872,7.1404,0.5191,3.1614,6.2213,9.7035,1.9863,21.5
XEGCET,80.8,32.6,-3.0233,-0.958,1.9,0.3372,-0.2511,-0.5894,1.7064,2.9687,28.8998,7.2537,0.6721,3.1598,6.4691,9.7768,1.9646,40.4
VORSEA,81.75,36.7,-3.0284,0.4796,1.88,0.3455,-0.2471,-0.8086,1.6701,2.9332,28.8912,7.2834,0.6915,3.1589,6.4819,9.7699,1.9895,51.4
LUBRAE,82.74,32.5,-4.9906,-3.6856,1.95,0.4372,-0.1927,0.1688,2.8146,3.048,28.9167,7.1958,0.5876,3.1618,6.2905,9.7236,1.9404,27.3
SIMCEX,77.76,31.8,-3.2326,-0.3568,1.87,0.3538,-0.2556,-0.4604,1.6617,2.9534,28.856,7.2656,0.6739,3.1595,6.4799,9.772,1.8733,45.8
RIMFOK,83.23,36.6,-4.0999,-3.0509,1.89,0.4073,-0.2165,-0.4979,2.4553,3.0086,28.8862,7.1747,0.5781,3.1675,6.2916,9.7723,1.9161,27.8
RERMAF,81.87,32.5,-3.1794,-0.9975,1.89,0.3623,-0.254,-0.5958,1.6702,2.9304,28.8751,7.2724,0.678,3.1594,6.47,9.7752,1.957,41.2
YAKMUV,86.75,29.4,-4.2221,-3.5824,1.84,0.5763,-0.1874,-0.5819,2.7897,3.0247,28.8299,7.1483,0.5372,3.1608,6.2176,9.688,1.9446,23
FEMMIU,39.23,52.7,-3.2295,-0.3534,1.97,0.4197,-0.2382,0.1548,2.4924,2.9393,29.2676,7.2078,0.5353,3.1759,6.337,9.7967,1.9721,34.2
AHICIF,77.75,27.3,-3.5471,-1.7231,1.91,0.2452,-0.2663,-0.6249,1.7314,2.9148,28.8613,7.2931,0.6718,3.1682,6.4958,9.8038,1.9381,43.9
COYMOS,80.34,31.3,-3.6669,-0.9226,1.88,0.3044,-0.2636,-0.6123,1.7179,2.9413,28.873,7.292,0.7014,3.1641,6.4993,9.8018,1.9817,46.2
VATGEE,80.39,31.4,-3.4486,-1.0923,1.87,0.3682,-0.2548,-0.4221,1.6247,2.9579,28.8478,7.2636,0.6987,3.1583,6.4848,9.769,1.8886,43.5
BIVBAL,85.63,29,-4.2911,-3.3822,1.78,0.5319,-0.1964,-0.5103,2.4691,3.0125,28.7736,7.1359,0.5275,3.1618,6.2515,9.7314,1.8922,23.4
XUPDAO,85.7,44.2,-4.9687,-4.1956,1.94,0.4614,-0.1638,-0.1103,3.1315,3.1652,28.9697,7.1012,0.6136,3.1492,6.2801,9.6503,1.9468,125
